frame_id,target_path,valid_pixel_pct,raw_disp_mae,oracle_no_flow_disp_mae,oracle_raw_fixed_raftsmall_disp_mae,oracle_all_available_disp_mae,candidates_available
000540,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000540.npz,40.797119140625,2.7347841262817383,2.7347841262817383,2.7347841262817383,2.252387046813965,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000541,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000541.npz,40.654296875,2.751892566680908,2.616882562637329,2.6034748554229736,2.229260206222534,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000542,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000542.npz,40.70556640625,2.7567670345306396,2.6056976318359375,2.5964226722717285,2.2335259914398193,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000543,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000543.npz,40.562744140625,2.6798603534698486,2.529771089553833,2.516963243484497,2.1915838718414307,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000544,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000544.npz,40.538330078125,2.673332691192627,2.5058252811431885,2.4868810176849365,2.1307623386383057,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000545,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000545.npz,40.37353515625,2.663300037384033,2.477419376373291,2.4494028091430664,2.0944325923919678,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000546,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000546.npz,40.418701171875,2.614624500274658,2.4429311752319336,2.427356481552124,2.0634753704071045,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000547,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000547.npz,40.382080078125,2.5953593254089355,2.4240033626556396,2.3901801109313965,2.0447230339050293,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000548,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000548.npz,40.130615234375,2.461763381958008,2.2935569286346436,2.243199586868286,1.9602253437042236,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000549,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000549.npz,40.076904296875,2.5220091342926025,2.3129353523254395,2.2614967823028564,1.9412479400634766,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000550,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000550.npz,39.840087890625,2.4357573986053467,2.2488174438476562,2.2017083168029785,1.8878477811813354,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000551,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000551.npz,39.55810546875,2.3079700469970703,2.141131639480591,2.0907928943634033,1.7946585416793823,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000552,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000552.npz,39.351806640625,2.261364459991455,2.104084014892578,2.0502774715423584,1.7979141473770142,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000553,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000553.npz,39.207763671875,2.37876033782959,2.1396613121032715,2.1001744270324707,1.7953401803970337,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000554,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000554.npz,38.91357421875,2.1631155014038086,2.0255813598632812,1.9772741794586182,1.7792408466339111,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000555,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000555.npz,38.62548828125,2.237711191177368,2.0238122940063477,1.9676597118377686,1.7470184564590454,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000556,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000556.npz,38.36669921875,2.2273714542388916,2.0063414573669434,1.9599905014038086,1.727053165435791,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000557,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000557.npz,37.9931640625,2.1341850757598877,1.9276251792907715,1.8755069971084595,1.737338900566101,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000558,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000558.npz,37.59521484375,2.360628604888916,2.0532679557800293,1.9981609582901,1.7536472082138062,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
000559,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/distillation_targets_selected_clips/clips/dataset_7_keyframe_1_000540_000639/targets/000559.npz,37.359619140625,2.2110190391540527,1.990174651145935,1.9463542699813843,1.758316159248352,raw_s2m2|fixed_ema_alpha_0.35|adaptive_no_raft|raft_small_6_warped_ema_alpha_0.50|stereoanyvideo
