age,historical_only_count,recurrent_only_count,raw_epe,historical_memory_epe,recurrent_memory_epe,fused_epe,historical_selection_oracle_epe,recurrent_selection_oracle_epe,convex_fusion_oracle_epe,historical_selection_gain,recurrent_selection_gain,convex_fusion_gain,fused_gain,endpoint_selection_gain,beyond_endpoint_gain_signed,interpolation_advantage,recurrent_candidate_improvement,gt_between_endpoint_fraction,fused_better_than_both_fraction,fused_worse_than_both_fraction,harmful_update_rate,clean_pixel_degradation,reset_mean,fusion_mean,temporal_weight_mean,temporal_weight_p95,recurrent_raw_difference_mean,delta_fusion_mean,delta_fusion_p95,w_star_mean,temporal_valid_count,reset,pre_reset,evidence_reset,state_age_before,accumulated_update_before,disagreement_mean,warp_support_fraction,fb_confidence_mean,decision_temporal_activation,decision_update_magnitude,historical_selection_normalized_gain,recurrent_selection_normalized_gain,convex_fusion_normalized_gain,frames_worsened_fraction,worst_frame_degradation
1,0.0,0.0,0.5283934007205259,0.5264466251769253,0.5264466251769253,0.5197315306355708,0.49071662552494727,0.49071662552494727,0.487578028065538,0.03767677945826546,0.03767677945826546,0.04081537214825948,0.008661869189879413,0.03767677945826546,-0.029014910054742615,0.00048017720238810544,0.0,0.09804989332656056,0.04481075074933773,0.0017624398816449257,0.013514254547226615,0.013952134757132115,0.6275309477530482,0.4205119602646934,0.3414141628892704,0.8572668338826053,0.0796839840569535,0.027617859119685614,0.10568443964178578,0.5295163078286553,3608.96871181138,1.0,1.0,0.0,0.0,0.0,0.11857790868534857,0.9825777453426991,0.9079821963836887,0.38746329881020386,0.045488013015793465,0.22989940526828093,0.22989940526828093,0.21222075737581603,0.2847380410022779,0.1939365565776825
2,0.0,0.0,0.5320259995108565,0.5274931891655676,0.5206600639733908,0.5175647452656158,0.4931336859190313,0.4859709655773031,0.48199513544856387,0.03889231371692905,0.04605503206359039,0.05003086230971308,0.014461252367960422,0.04605503206359039,-0.03159378004654704,0.0006792999416397182,0.006833123231595271,0.10860944543108497,0.05163790303798862,0.0017039114860418858,0.02151975555282793,0.025805150053490034,0.6437354588286424,0.44727646762859596,0.36926863946337984,0.8805608394873391,0.08869580873786997,0.03974046008483225,0.15443004293214707,0.5427939428809302,3587.482699145959,0.0,0.0,0.0,1.0,0.045356069294055404,0.14295494757076405,0.9824555169282627,0.9074468134244316,0.41113057060665925,0.06618126657387147,0.37182802939455173,0.31399939854548525,0.289046634424146,0.2626728110599078,0.10321645438671112
3,0.0,0.0,0.5343057846850346,0.5305614701679162,0.5191844833611341,0.5167039869841662,0.4958771542084919,0.4825356649468505,0.47728635980071854,0.03842862748661245,0.05177011858499168,0.057019425144808504,0.01760179865294688,0.05177011858499168,-0.03416832047690062,0.0006917963389915611,0.011376983024050378,0.12324489886949361,0.05718138454123125,0.0017399585585812895,0.03125763659724343,0.041926849694706614,0.6471403953123804,0.4602995501615387,0.3833431987305327,0.8850577495280065,0.09891757362139583,0.050100505488757774,0.19381768462185459,0.5421627916677997,3568.12262411404,0.0,0.0,0.0,2.0,0.11118417916855552,0.16241595022857203,0.9823124329628041,0.906508058345495,0.4321212566239948,0.0883260186679826,0.45803870198275737,0.33999919517375216,0.30869828322970183,0.2264367816091954,0.12292970716953278
4,0.0,0.0,0.5344199385080277,0.5327250976834628,0.5194756978307871,0.5161489178891161,0.4970316318942621,0.4799185594562704,0.4736571196726954,0.03738831116511949,0.054501379364422085,0.060762821057860086,0.018271021622048765,0.054501379364422085,-0.03623035773638002,0.000808983651032609,0.013249394817022154,0.12991954852927556,0.06074988793509011,0.0017218339600772936,0.03975412011431531,0.053802962405502974,0.6470413803148224,0.46581225016674027,0.3889676718768543,0.8879678092774652,0.10658142297009664,0.05776264153768855,0.22048472209377867,0.5306498994640416,3547.6409969885794,0.0,0.0,0.0,3.0,0.19872466650875753,0.18420387491331894,0.9821661786996897,0.9069748656971557,0.43889217997451546,0.10612882097080868,0.4886827206866265,0.33523961843020605,0.3006940972120201,0.2425287356321839,0.12032312899827957
