dataset,metric_scope,backbone,specimen,session,anchor_id,frame_id,step_since_reset,reset,support_coverage,raw_mc_inconsistency,temporal_module_mc_inconsistency,update_magnitude,temporal_weight,fb_confidence
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_140869855,1,1,0.9864969849586487,0.20241758227348328,0.09619858860969543,0.10621898621320724,0.33020302653312683,0.8014432787895203
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_174216508,2,0,0.9539738297462463,0.18921124935150146,0.11256499588489532,0.09807899594306946,0.2974075973033905,0.19113899767398834
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_1__end,specimen_3__2025_05_08-14_50_11__1746708631_207470893,3,0,0.9598380327224731,0.22394151985645294,0.10460936278104782,0.09468875080347061,0.377655953168869,0.4291330873966217
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_174401760,1,1,0.9871528148651123,0.14342626929283142,0.0804230272769928,0.06300324201583862,0.3964340388774872,0.8475408554077148
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_207755088,2,0,0.9315586686134338,0.16405245661735535,0.12879367172718048,0.02556002326309681,0.10992154479026794,0.29293572902679443
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_1__start,specimen_3__2025_05_08-14_50_11__1746708617_239433050,3,0,0.9667052626609802,0.3796450197696686,0.04599474370479584,0.3457488715648651,0.46992194652557373,0.5768274664878845
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_2__end,specimen_3__2025_05_08-14_50_11__1746708644_340151548,1,1,0.9688271880149841,0.16125492751598358,0.14140188694000244,0.01985304057598114,0.16835051774978638,0.38204944133758545
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_2__end,specimen_3__2025_05_08-14_50_11__1746708644_372229337,2,0,0.9563657641410828,0.16427570581436157,0.11208512634038925,0.050397809594869614,0.26778534054756165,0.14808835089206696
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_2__end,specimen_3__2025_05_08-14_50_11__1746708644_406662940,3,0,0.9873071312904358,0.1278146654367447,0.08590281754732132,0.049612484872341156,0.35087621212005615,0.8062167167663574
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_140869855,1,1,0.9864969849586487,0.20241758227348328,0.09619858860969543,0.10621898621320724,0.33020302653312683,0.8014432787895203
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_174216508,2,0,0.9539738297462463,0.18921124935150146,0.11256499588489532,0.09807899594306946,0.2974075973033905,0.19113899767398834
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_2__start,specimen_3__2025_05_08-14_50_11__1746708631_207470893,3,0,0.9598380327224731,0.22394151985645294,0.10460936278104782,0.09468875080347061,0.377655953168869,0.4291330873966217
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_3__end,specimen_3__2025_05_08-14_50_11__1746708658_174290180,1,1,0.9813657999038696,0.20341676473617554,0.06961286813020706,0.13380391895771027,0.49065789580345154,0.4400118589401245
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_3__end,specimen_3__2025_05_08-14_50_11__1746708658_207664966,2,0,0.9189815521240234,0.21233543753623962,0.05294385924935341,0.2602371573448181,0.39710262417793274,0.28608936071395874
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_3__end,specimen_3__2025_05_08-14_50_11__1746708658_240703105,3,0,0.9595293402671814,0.3536243438720703,0.19114165008068085,0.025572877377271652,0.12493038177490234,0.42000171542167664
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_3__start,specimen_3__2025_05_08-14_50_11__1746708644_340151548,1,1,0.9688271880149841,0.16125492751598358,0.14140188694000244,0.01985304057598114,0.16835051774978638,0.38204944133758545
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_3__start,specimen_3__2025_05_08-14_50_11__1746708644_372229337,2,0,0.9563657641410828,0.16427570581436157,0.11208512634038925,0.050397809594869614,0.26778534054756165,0.14808835089206696
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_3__start,specimen_3__2025_05_08-14_50_11__1746708644_406662940,3,0,0.9873071312904358,0.1278146654367447,0.08590281754732132,0.049612484872341156,0.35087621212005615,0.8062167167663574
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_4__start,specimen_3__2025_05_08-14_50_11__1746708658_174290180,1,1,0.9813657999038696,0.20341676473617554,0.06961286813020706,0.13380391895771027,0.49065789580345154,0.4400118589401245
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_4__start,specimen_3__2025_05_08-14_50_11__1746708658_207664966,2,0,0.9189815521240234,0.21233543753623962,0.05294385924935341,0.2602371573448181,0.39710262417793274,0.28608936071395874
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_50_11,specimen_3__2025_05_08-14_50_11__Clip_4__start,specimen_3__2025_05_08-14_50_11__1746708658_240703105,3,0,0.9595293402671814,0.3536243438720703,0.19114165008068085,0.025572877377271652,0.12493038177490234,0.42000171542167664
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_52_45,specimen_3__2025_05_08-14_52_45__Clip_1__start,specimen_3__2025_05_08-14_52_45__1746708771_506718635,1,1,0.9746913909912109,0.18880966305732727,0.08303375542163849,0.10577591508626938,0.3086240589618683,0.529601514339447
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_52_45,specimen_3__2025_05_08-14_52_45__Clip_1__start,specimen_3__2025_05_08-14_52_45__1746708771_540952444,2,0,0.9327932596206665,0.29607003927230835,0.08327898383140564,0.3069010078907013,0.33499589562416077,0.4115196466445923
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_52_45,specimen_3__2025_05_08-14_52_45__Clip_1__start,specimen_3__2025_05_08-14_52_45__1746708771_572831630,3,0,0.9875386357307434,0.3006216287612915,0.1385643631219864,0.1599494218826294,0.29474329948425293,0.74436354637146
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_2__end,specimen_3__2025_05_08-14_59_26__1746709304_840747594,1,1,0.9900849461555481,0.36551588773727417,0.28603073954582214,0.07948511838912964,0.42457327246665955,0.6459874510765076
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_2__end,specimen_3__2025_05_08-14_59_26__1746709304_874278783,2,0,0.9778164029121399,0.2831299602985382,0.15981721878051758,0.1583082228899002,0.568855881690979,0.18200331926345825
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_2__end,specimen_3__2025_05_08-14_59_26__1746709304_905916452,3,0,0.9857253432273865,0.10296140611171722,0.051110025495290756,0.1621098816394806,0.5829906463623047,0.35020050406455994
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_3__end,specimen_3__2025_05_08-14_59_26__1746709327_974329471,1,1,0.9877700805664062,0.17151595652103424,0.05707331374287605,0.11444266885519028,0.5353069305419922,0.8299077749252319
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_3__end,specimen_3__2025_05_08-14_59_26__1746709328_007506608,2,0,0.9716821312904358,0.19615750014781952,0.11314713209867477,0.12454266101121902,0.5017662644386292,0.18571466207504272
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_3__end,specimen_3__2025_05_08-14_59_26__1746709328_040919780,3,0,0.9897376894950867,0.1606726348400116,0.09815696626901627,0.09566289186477661,0.5534452199935913,0.3349400758743286
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_3__start,specimen_3__2025_05_08-14_59_26__1746709304_840747594,1,1,0.9900849461555481,0.36551588773727417,0.28603073954582214,0.07948511838912964,0.42457327246665955,0.6459874510765076
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_3__start,specimen_3__2025_05_08-14_59_26__1746709304_874278783,2,0,0.9778164029121399,0.2831299602985382,0.15981721878051758,0.1583082228899002,0.568855881690979,0.18200331926345825
D4D,no_reference_prediction_space,RAFT-Stereo,specimen_3,2025_05_08-14_59_26,specimen_3__2025_05_08-14_59_26__Clip_3__start,specimen_3__2025_05_08-14_59_26__1746709304_905916452,3,0,0.9857253432273865,0.10296140611171722,0.051110025495290756,0.1621098816394806,0.5829906463623047,0.35020050406455994
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__end,specimen_2__2025_04_10-16_07_15__1744294083_472864627,1,1,0.9781635999679565,4.834327697753906,4.822381973266602,0.011945649981498718,0.08673656731843948,0.6013065576553345
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__end,specimen_2__2025_04_10-16_07_15__1744294083_504939794,2,0,0.9512732028961182,0.200571671128273,0.13706693053245544,0.061934858560562134,0.17644564807415009,0.5027899742126465
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__end,specimen_2__2025_04_10-16_07_15__1744294083_538976430,3,0,0.9794753789901733,0.31508153676986694,0.2281886488199234,0.059327200055122375,0.34376662969589233,0.7039089202880859
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__start,specimen_2__2025_04_10-16_07_15__1744294060_972445487,1,1,0.9864583611488342,16.983266830444336,16.973283767700195,0.009983842261135578,0.0023259238805621862,0.7126495838165283
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__start,specimen_2__2025_04_10-16_07_15__1744294061_005012750,2,0,0.9502315521240234,1.5204968452453613,0.1333371102809906,1.3859020471572876,0.6865692734718323,0.33447185158729553
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_07_15,specimen_2__2025_04_10-16_07_15__Clip_1__start,specimen_2__2025_04_10-16_07_15__1744294061_039222002,3,0,0.9795910716056824,2.492419481277466,1.1279069185256958,0.020474296063184738,0.08738423883914948,0.635013222694397
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_339429616,1,1,0.9819445013999939,4.592584133148193,0.12372834235429764,4.468856334686279,0.7331750392913818,0.7552914619445801
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_372843503,2,0,0.9531250596046448,5.0863800048828125,1.0246343612670898,0.009713389910757542,0.04995536059141159,0.46512484550476074
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_406133651,3,0,0.9772762656211853,2.0940535068511963,2.0891294479370117,0.016470320522785187,0.10137101262807846,0.6144071817398071
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__start,specimen_2__2025_04_10-16_08_53__1744294140_173518180,1,1,0.9824846386909485,16.160221099853516,16.048887252807617,0.11133506149053574,0.024185985326766968,0.6978422999382019
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__start,specimen_2__2025_04_10-16_08_53__1744294140_206898689,2,0,0.9858410954475403,12.565797805786133,0.12249033153057098,12.340620994567871,0.8940402865409851,0.470693975687027
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_1__start,specimen_2__2025_04_10-16_08_53__1744294140_239328861,3,0,0.9764274954795837,7.3160881996154785,0.0007580926176160574,19.582901000976562,0.9999546408653259,0.319896399974823
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294171_972712516,1,1,0.9800540804862976,37.183780670166016,31.463794708251953,5.719986438751221,0.1438770592212677,0.7724595069885254
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_006070613,2,0,0.9533951282501221,4.741140842437744,10.65892219543457,0.01898796483874321,0.04167894273996353,0.44219106435775757
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_039264440,3,0,0.9733796715736389,0.36384913325309753,0.09844529628753662,0.2714744508266449,0.3907484710216522,0.5629402995109558
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_339429616,1,1,0.9819445013999939,4.592584133148193,0.12372834235429764,4.468856334686279,0.7331750392913818,0.7552914619445801
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_372843503,2,0,0.9531250596046448,5.0863800048828125,1.0246343612670898,0.009713389910757542,0.04995536059141159,0.46512484550476074
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_406133651,3,0,0.9772762656211853,2.0940535068511963,2.0891294479370117,0.016470320522785187,0.10137101262807846,0.6144071817398071
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,specimen_2__2025_04_10-16_08_53__1744294190_271171331,1,1,0.9587191939353943,5.999923229217529,1.4373682737350464,4.562554836273193,0.8720007538795471,0.4761993885040283
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,specimen_2__2025_04_10-16_08_53__1744294190_306044340,2,0,0.9863812327384949,7.168099880218506,2.794109582901001,0.23036159574985504,0.17485541105270386,0.7253450751304626
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__end,specimen_2__2025_04_10-16_08_53__1744294190_338742733,3,0,0.9772762656211853,1.3970353603363037,0.39498090744018555,0.8719063997268677,0.5825352668762207,0.7450887560844421
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294171_972712516,1,1,0.9800540804862976,37.183780670166016,31.463794708251953,5.719986438751221,0.1438770592212677,0.7724595069885254
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294172_006070613,2,0,0.9533951282501221,4.741140842437744,10.65892219543457,0.01898796483874321,0.04167894273996353,0.44219106435775757
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294172_039264440,3,0,0.9733796715736389,0.36384913325309753,0.09844529628753662,0.2714744508266449,0.3907484710216522,0.5629402995109558
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,specimen_2__2025_04_10-16_08_53__1744294204_272785186,1,1,0.9836806058883667,0.2790296971797943,0.06802837550640106,0.21100130677223206,0.523845911026001,0.5050613880157471
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,specimen_2__2025_04_10-16_08_53__1744294204_305917024,2,0,0.9742284417152405,1.290394902229309,1.0719082355499268,0.04828157648444176,0.33244025707244873,0.26754310727119446
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__end,specimen_2__2025_04_10-16_08_53__1744294204_338754653,3,0,0.9746913909912109,0.8680655360221863,0.10233509540557861,0.7687268257141113,0.5316306352615356,0.6676207780838013
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,specimen_2__2025_04_10-16_08_53__1744294190_271171331,1,1,0.9587191939353943,5.999923229217529,1.4373682737350464,4.562554836273193,0.8720007538795471,0.4761993885040283
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,specimen_2__2025_04_10-16_08_53__1744294190_306044340,2,0,0.9863812327384949,7.168099880218506,2.794109582901001,0.23036159574985504,0.17485541105270386,0.7253450751304626
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_4__start,specimen_2__2025_04_10-16_08_53__1744294190_338742733,3,0,0.9772762656211853,1.3970353603363037,0.39498090744018555,0.8719063997268677,0.5825352668762207,0.7450887560844421
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_5__start,specimen_2__2025_04_10-16_08_53__1744294204_272785186,1,1,0.9836806058883667,0.2790296971797943,0.06802837550640106,0.21100130677223206,0.523845911026001,0.5050613880157471
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_5__start,specimen_2__2025_04_10-16_08_53__1744294204_305917024,2,0,0.9742284417152405,1.290394902229309,1.0719082355499268,0.04828157648444176,0.33244025707244873,0.26754310727119446
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_08_53,specimen_2__2025_04_10-16_08_53__Clip_5__start,specimen_2__2025_04_10-16_08_53__1744294204_338754653,3,0,0.9746913909912109,0.8680655360221863,0.10233509540557861,0.7687268257141113,0.5316306352615356,0.6676207780838013
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__end,specimen_2__2025_04_10-16_13_29__1744294440_006508350,1,1,0.9875386357307434,0.10581755638122559,0.07873688638210297,0.027080683037638664,0.4043322801589966,0.7754426002502441
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__end,specimen_2__2025_04_10-16_13_29__1744294440_039472103,2,0,0.9620370864868164,0.18564462661743164,0.12406747788190842,0.05767379701137543,0.2749812602996826,0.269317626953125
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__end,specimen_2__2025_04_10-16_13_29__1744294440_072760820,3,0,0.9775848984718323,0.2951556444168091,0.2086804062128067,0.052485425025224686,0.21493655443191528,0.38131746649742126
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__start,specimen_2__2025_04_10-16_13_29__1744294416_773761987,1,1,0.9809414148330688,3.120513439178467,2.764028787612915,0.3564845025539398,0.4047176241874695,0.6327545046806335
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__start,specimen_2__2025_04_10-16_13_29__1744294416_805332422,2,0,0.9763503670692444,9.159231185913086,0.32294246554374695,8.733851432800293,0.8592004179954529,0.18037723004817963
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_13_29,specimen_2__2025_04_10-16_13_29__Clip_1__start,specimen_2__2025_04_10-16_13_29__1744294416_840066432,3,0,0.9875386357307434,26.967071533203125,18.15793800354004,0.016001790761947632,0.017058085650205612,0.7926418781280518
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__end,specimen_2__2025_04_10-16_18_24__1744294729_072110176,1,1,0.9402778148651123,0.6677235960960388,0.22536128759384155,0.4423622786998749,0.4228566288948059,0.21930544078350067
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__end,specimen_2__2025_04_10-16_18_24__1744294729_104152917,2,0,0.9866513013839722,0.36922428011894226,0.11049775034189224,0.4824784994125366,0.6317757368087769,0.7953686714172363
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__end,specimen_2__2025_04_10-16_18_24__1744294729_138015747,3,0,0.9846836924552917,0.5133057832717896,0.19564224779605865,0.14748938381671906,0.38919124007225037,0.661139726638794
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__start,specimen_2__2025_04_10-16_18_24__1744294710_272859334,1,1,0.9875386357307434,0.2356586456298828,0.12684641778469086,0.10881222784519196,0.4894159138202667,0.7539244294166565
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__start,specimen_2__2025_04_10-16_18_24__1744294710_305197238,2,0,0.9618442058563232,0.309481680393219,0.24182181060314178,0.07350281625986099,0.243107870221138,0.4535686671733856
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_18_24,specimen_2__2025_04_10-16_18_24__Clip_1__start,specimen_2__2025_04_10-16_18_24__1744294710_339358568,3,0,0.9736111760139465,0.33110901713371277,0.3040813207626343,0.041700948029756546,0.1323242336511612,0.6174392700195312
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__end,specimen_2__2025_04_10-16_19_14__1744294778_204969882,1,1,0.9837191700935364,0.2876085042953491,0.2671565115451813,0.020452041178941727,0.19426025450229645,0.6970841288566589
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__end,specimen_2__2025_04_10-16_19_14__1744294778_239123582,2,0,0.9467207193374634,0.3340511620044708,0.29202941060066223,0.050538815557956696,0.14574278891086578,0.4434327483177185
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__end,specimen_2__2025_04_10-16_19_14__1744294778_271383523,3,0,0.9859954118728638,0.17810983955860138,0.13636018335819244,0.08456495404243469,0.43731677532196045,0.6712929606437683
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__start,specimen_2__2025_04_10-16_19_14__1744294760_539510250,1,1,0.9875386357307434,0.21384605765342712,0.16461436450481415,0.04923170804977417,0.4042374789714813,0.735163152217865
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__start,specimen_2__2025_04_10-16_19_14__1744294760_572758913,2,0,0.9675540328025818,0.4925173819065094,0.4352860450744629,0.0710679367184639,0.3238232433795929,0.4136812686920166
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_1__start,specimen_2__2025_04_10-16_19_14__1744294760_606107473,3,0,0.980131208896637,0.2821083664894104,0.20138850808143616,0.12073686718940735,0.27060550451278687,0.715397834777832
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__end,specimen_2__2025_04_10-16_19_14__1744294793_672878265,1,1,0.9748071432113647,0.24979974329471588,0.11723127961158752,0.13256847858428955,0.4155957102775574,0.4111427664756775
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__end,specimen_2__2025_04_10-16_19_14__1744294793_706162214,2,0,0.9859568476676941,0.2377563863992691,0.1234971433877945,0.10382488369941711,0.6510698795318604,0.5668712854385376
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__end,specimen_2__2025_04_10-16_19_14__1744294793_739244699,3,0,0.9753472805023193,0.6921706199645996,0.5772529244422913,0.12808747589588165,0.4296133518218994,0.5709057450294495
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__start,specimen_2__2025_04_10-16_19_14__1744294778_204969882,1,1,0.9837191700935364,0.2876085042953491,0.2671565115451813,0.020452041178941727,0.19426025450229645,0.6970841288566589
D4D,no_reference_prediction_space,StereoAnywhere,specimen_2,2025_04_10-16_19_14,specimen_2__2025_04_10-16_19_14__Clip_2__start,specimen_2__2025_04_10-16_19_14__1744294778_239123582,2,0,0.9467207193374634,0.3340511620044708,0.29202941060066223,0.050538815557956696,0.14574278891086578,0.4434327483177185
