dataset,metric_scope,backbone,backbone_status,specimen,session,anchor_count,support_count,method,disparity_MAE,disparity_Median,disparity_RMSE,disparity_P90,disparity_P95,disparity_P99,disparity_Max,disparity_InvalidRate,disparity_Bad1,disparity_Bad3,disparity_Bad5,disparity_EPE,disparity_MedianEPE,disparity_MaxError,depth_MAE,depth_Median,depth_RMSE,depth_P90,depth_P95,depth_P99,depth_Max,depth_InvalidRate,depth_BadMM2,depth_BadMM5,depth_BadMM10,depth_AbsRel,depth_SqRel,depth_Delta1,depth_Delta2,depth_Delta3,depth_MAE_Z,depth_RMSE_Z,disparity_HPlus,disparity_BPlus,disparity_HUR,disparity_BUR,disparity_Neutral,disparity_MAEDelta,disparity_NewBad_1.0,disparity_RecoveredBad_1.0,disparity_BadDelta_1.0,disparity_IdentityPreservation_1.0,disparity_NewBad_3.0,disparity_RecoveredBad_3.0,disparity_BadDelta_3.0,disparity_IdentityPreservation_3.0,disparity_NewBad_5.0,disparity_RecoveredBad_5.0,disparity_BadDelta_5.0,disparity_IdentityPreservation_5.0,depth_HPlus,depth_BPlus,depth_HUR,depth_BUR,depth_Neutral,depth_MAEDelta,depth_NewBad_2.0,depth_RecoveredBad_2.0,depth_BadDelta_2.0,depth_IdentityPreservation_2.0,depth_NewBad_5.0,depth_RecoveredBad_5.0,depth_BadDelta_5.0,depth_IdentityPreservation_5.0,depth_NewBad_10.0,depth_RecoveredBad_10.0,depth_BadDelta_10.0,depth_IdentityPreservation_10.0
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_18_24,2,220556,refined,2.9262289217285082,0.8753852844238281,7.045424431699683,6.094058990478516,20.49287223815918,32.42145481109625,45.09611701965332,0.0,0.45669127115109087,0.15925207203612687,0.11478264023649323,2.9262289217285082,0.8753852844238281,45.09611701965332,3.021641000250655,1.0764426947301047,6.924561287842636,6.91885343782457,18.81675046041252,26.10122404523547,204.1120928061706,0.0,0.2755354649159397,0.13109595748925443,0.08202451984983405,0.04660184554094574,0.7091805000609879,0.9329830065833621,0.984824715718457,0.9995783383811822,3.021641000250655,6.924561287842636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_18_24,2,220556,safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2281892547847142,0.26101651987578667,0.4189638912566423,0.4759516857396761,0.1050844230036816,-0.03282726509107245,0.0507807540941983,0.01954152233446381,0.031239231759734476,0.9116161616161617,0.015973267560166125,0.014064455285732422,0.0019088122744337077,0.9810441585554175,0.008306280491122435,0.010877056167141226,-0.00257077567601878,0.990589347264387,0.26444064572121984,0.23614930879220714,0.4191905910517057,0.4757249859446127,0.1050844230036816,0.028291336929012652,0.02883167993616134,0.017542030142004752,0.011289649794156587,0.9608134339855184,0.011117357949908414,0.012554634650610276,-0.0014372767007018727,0.9871841108062198,0.005558678974954207,0.010278568708173888,-0.004719889733219684,0.9939133370402733
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_19_14,10,1121610,raw,3.8343841680683406,0.8175411224365234,10.363453719806431,7.103626251220703,26.663106918334968,52.42087181091308,70.59985733032227,0.0,0.41989550735104003,0.1568094079047084,0.11463164558090602,3.8343841680683406,0.8175411224365234,70.59985733032227,4.162550432601444,1.0290871650661941,10.233536998625496,11.33077275754507,23.556061997867538,47.56877442997292,99.43382525252674,0.0,0.29827034352404136,0.1461755868795749,0.1053797665855333,0.055623912653814785,1.2765027338865167,0.9160465759042804,0.9567309492604381,0.9735781599664768,4.162550432601444,10.233536998625496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_19_14,10,1121610,refined,3.8264641736399145,0.9063825607299805,10.063442323147214,7.143775939941406,25.158509254455616,51.04674526214597,70.59985733032227,0.0,0.46521963962518165,0.1704478383751928,0.11811681422241242,3.8264641736399145,0.9063825607299805,70.59985733032227,4.1852808160238375,1.1909070555176413,10.05093613904865,10.792714430008179,23.215688686643247,46.651343859080214,100.44606045418143,0.0,0.3213059797968991,0.14813705298633215,0.10370984566828041,0.05680721159914477,1.243243598718565,0.9187043624789365,0.9589688037731475,0.9742994445484616,4.1852808160238375,10.05093613904865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_19_14,10,1121610,safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2146490794031402,0.22256907383156604,0.4376726313067822,0.4722987491195692,0.09002861957364859,-0.007919994428425834,0.06510730111179465,0.019783168837653017,0.045324132274141615,0.8877662525685813,0.02195058888561978,0.008312158415135386,0.013638430470484408,0.9739672274674299,0.009102985886359787,0.00561781724485338,0.0034851686415064004,0.9897184196375164,0.22989516595892304,0.20716478253652962,0.4378973083335562,0.47207407209279517,0.09002861957364859,0.02273038342239347,0.04050694983104644,0.017471313558188675,0.023035636272857762,0.9422755623091807,0.008941610720303849,0.006980144613546598,0.001961466106757237,0.989527576650537,0.0037918706145629944,0.005461791531815871,-0.00166992091725289,0.9957614745643627
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_28_15,1,119423,raw,2.1230054679997035,0.7877197265625,4.491421541508576,4.661726379394532,14.065881347656248,18.80605354309082,21.24887466430664,0.0,0.41121057082806495,0.13367609254498714,0.09531664754695494,2.1230054679997035,0.7877197265625,21.24887466430664,3.5929366322561975,1.7681343353873444,5.98659600381001,8.745151060339794,17.842154535325342,20.23865339551148,26.73806006800247,0.0,0.4577761402744865,0.18949448598678648,0.09079490550396489,0.04546734833198686,0.48782172450889044,0.9390569655761453,1.0,1.0,3.5929366322561975,5.98659600381001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_28_15,1,119423,refined,1.9295239647231177,0.7223739624023438,4.314863046805431,3.7372177124023445,11.859167861938442,18.90217491149902,47.185951232910156,0.0,0.3736884854676235,0.1153965316563811,0.08549441899801546,1.9295239647231177,0.7223739624023438,47.185951232910156,3.386986888295364,1.5948956761977513,8.82077440277347,7.7579975981305065,16.73553518754632,20.255956100672275,897.5392420874717,0.0,0.4229001113688318,0.16037111779138022,0.08274787938671781,0.043419842780462826,1.0891859998236064,0.9463838624050643,0.9994305954464383,0.9995813201812046,3.386986888295364,8.82077440277347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_28_15,1,119423,safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07961544805231759,0.27309695132890344,0.3560285707108346,0.5292196645537292,0.11475176473543622,-0.19348150327658586,0.013908543580382338,0.05143062894082379,-0.03752208536044144,0.9763777287918651,0.0006782613064485065,0.018957822195054555,-0.018279560888606036,0.9992170811625861,0.0015993569077983303,0.011421585456737814,-0.00982222854893948,0.9982321362458348,0.20484937880082546,0.41079912276165903,0.35618766904197685,0.5290605662225869,0.11475176473543622,-0.20594974396083365,0.015399043735293872,0.05027507264094856,-0.034876028905654666,0.9716002100256355,0.004027699856811502,0.03315106805221775,-0.029123368195406257,0.9950306323804408,0.0030647362735821406,0.011111762390829238,-0.008047026117247086,0.996629213483146
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_32_24,1,120374,raw,1.8228331687278607,0.6007308959960938,4.048735045203953,4.0204010009765625,10.052703666687007,17.26599765777588,56.86925792694092,0.0,0.343545948460631,0.13787030421851895,0.08489374781929653,1.8228331687278607,0.6007308959960938,56.86925792694092,3.454384449944987,1.4042256117477123,8.503835023876931,8.961442066648285,16.265968640371515,21.595653580162303,282.7388456959133,0.0,0.36546928738764184,0.18072008905577616,0.08986990546131224,0.04366906427432138,1.0987027019251394,0.9521989798461462,0.998562812567498,0.9988868027979464,3.454384449944987,8.503835023876931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_32_24,1,120374,refined,1.6498845807636944,0.5209636688232422,3.890434357493731,3.4684181213378906,10.060146522521972,16.750274200439456,56.8692569732666,0.0,0.27931280841377704,0.11115357136923255,0.0805323408709522,1.6498845807636944,0.5209636688232422,56.8692569732666,3.1106873631286254,1.2207215144323058,8.281571478087551,7.436331595155122,16.279599564615527,21.37089611262587,282.7388456959133,0.0,0.3205426420987921,0.14678418927675413,0.07984282320102348,0.03994634703963928,1.0589806826320856,0.9517171482213768,0.998562812567498,0.9988868027979464,3.1106873631286254,8.281571478087551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4D,sparse_zivid_anchor_gt,CREStereo,unseen,specimen_2,2025_04_10-16_32_24,1,120374,safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07280001012929614,0.24574859809346258,0.35170385631448653,0.584320534334657,0.0639756093508565,-0.17294858796416646,0.013374981308255936,0.0776081213551099,-0.06423314004685399,0.9796254112882814,0.0034558957914499807,0.03017262864073637,-0.026716732849286398,0.9959914432731407,0.000963663249538937,0.005325070197883264,-0.004361406948344332,0.9989469384049748,0.16780630540617422,0.5115033922225356,0.35272567165667007,0.5832987189924734,0.0639756093508565,-0.3436970868163612,0.027572399355342517,0.07249904464419227,-0.044926645288849765,0.956546785195271,0.006396730190905013,0.040332629969927064,-0.03393589977902203,0.992192253092679,0.001420572548889295,0.011447654809178061,-0.010027082260288755,0.9984391544050532
