epoch,global_step,learning_rate,total,geometry,correction,error_gate,memory_gate,clean_preservation,clean_pixel_update,clean_frame_update,safety_ranking,update_magnitude,target_error_mean,target_memory_mean,clean_pixel_ratio,clean_frame_ratio,gradient_norm,gate_mean,flow_latency_ms,update_abs_max,validation_raw_epe,validation_refined_epe,validation_oracle_epe,validation_oracle_recovery
0,1205,0.00042307188042020084,0.3423414353760446,0.21858549262725466,0.12288711852243332,0.2578057103260919,0.6702237017916446,0.020912454709595674,0.019376061672503424,0.022448847741280774,0.004276688346475568,0.023121923115835805,0.07064338646736383,0.38624832479290944,0.20335544529544863,0.933139448739681,0.43456820952957226,0.03430935554979253,2.9429918706276967,2.65625,0.7873572578335644,0.8065375328982943,0.6991422231907028,-0.21742637343374963
1,2410,0.0012070826984827768,0.3098841612888075,0.19208594654605596,0.10085694575025334,0.2468652461203302,0.6702539008682694,0.07602317808698322,0.06883397366681535,0.08321238238503577,0.01515502151550099,0.08720622690417708,0.07061812969473388,0.38627385811192366,0.20335861872958938,0.9331357439523911,0.9019942375201407,0.07211681065223029,2.9172687684884027,3.0,0.7873572578335644,0.8136216385187,0.6991422231907028,-0.29773134241194726
2,3615,0.0018716739841408369,0.29562499144759913,0.1801171251785211,0.09182878342221387,0.24561389234550762,0.6693125676317334,0.09054894824183828,0.08173184580018907,0.09936605073295193,0.01660853276527738,0.10580227443662422,0.0706644531293034,0.38651863954868554,0.2033490069983411,0.9331320391651011,0.6252900701093476,0.07852251361514523,2.9157338639433217,3.0,0.7873572578335644,0.8040415167882603,0.6991422231907028,-0.18913169418616846
3,4820,0.0019887845648068705,0.287697971893544,0.17368850930597773,0.08601673251303894,0.24451552478604296,0.6688891614621111,0.09818175053262612,0.08859429735365745,0.10776920402693056,0.017109937602229015,0.11648092776289619,0.07068718016394936,0.3863272221998555,0.20335450451898376,0.9331357439523911,0.4767092260520488,0.08257767926607884,2.9167018660315236,3.0,0.7873572578335644,0.8073888619846676,0.6991422231907028,-0.22707698559776357
4,6025,0.0018658707122344853,0.27797354211203784,0.16543837324464963,0.08017401170310143,0.24382442630425527,0.6685114924838435,0.1049734115940654,0.09447332117320097,0.11547350220042146,0.0171027754394809,0.1258072446707126,0.07061417649395733,0.3864942130706122,0.2033529628052751,0.9331320391651011,0.3721651258434003,0.08567796129408714,2.914220965950294,3.0,0.7873572578335644,0.7984397815027979,0.6991422231907028,-0.12563078067249142
5,7230,0.0016232486196810256,0.2732144814432904,0.16142973193118187,0.07702677079256144,0.2433734424010352,0.6688164340015269,0.10892233000565861,0.09755978558939028,0.12028487439410321,0.017118655806368687,0.130906780064106,0.070675031018455,0.38637436526939584,0.20335909440433336,0.933143153526971,0.3370540888817726,0.08529300927126555,2.9146458891498415,3.0,0.7873572578335644,0.7607427679591844,0.6991422231907028,0.3017001578260295
6,8435,0.0012944613986551297,0.26842985851883394,0.15737058694060907,0.07432318837749018,0.24272197706323442,0.6686501548992647,0.1106786343721186,0.09881922520418879,0.12253804379973669,0.016811630092715822,0.1341259448050958,0.07065953365005398,0.3862693535094439,0.2033551157139149,0.933139448739681,0.32240868363513986,0.08618224844398341,2.917622521385817,3.0,0.7873572578335644,0.814995852016167,0.6991422231907028,-0.313309338872874
7,9640,0.0009249647053232175,0.2601628706786642,0.15022013723479266,0.06884496881012106,0.24327245031896963,0.6698117195323295,0.11694117405478885,0.10405144459911897,0.1298309038598013,0.016654298847919927,0.1423072296739614,0.0706301249563694,0.3863325412837302,0.20336193605577302,0.9331357439523911,0.2768386729772655,0.08980829389263485,2.915280547000578,3.0,0.7873572578335644,0.8038410915176899,0.6991422231907028,-0.1868596861165483
8,10845,0.000565842382282083,0.25539618483222865,0.14606519464511594,0.06597551635439465,0.24384961212324405,0.6698380646863914,0.12027581501056545,0.10670604088123409,0.13384558856487275,0.016512377244802926,0.14683420952424964,0.0707708493647981,0.3863493001559958,0.20335831022608825,0.9331357439523911,0.27531842189953043,0.09265734407417013,2.9168359692287917,3.0,0.7873572578335644,0.8068241025063305,0.6991422231907028,-0.22067490821238878
9,12050,0.000266743989471764,0.2508618008546315,0.14223266797318004,0.06274381292620636,0.24430156027380362,0.6700915929687469,0.12298268076047858,0.10885492597872785,0.1371104354618496,0.016213863464342854,0.15038633969809503,0.07059532498237503,0.38643913182480205,0.20335700620135827,0.933139448739681,0.26988209147176306,0.09427920772821577,2.9160806849498733,3.0,0.7873572578335644,0.8067782993448593,0.6991422231907028,-0.22015568649857756
10,13255,6.902062825530119e-05,0.2478254816096848,0.13953942743079792,0.06078904573786308,0.24524565111552038,0.6703396623065363,0.12490463949338035,0.11036586707063731,0.13944341190994033,0.01583171399828062,0.1530259634078291,0.0707661352093289,0.38646400607967774,0.20335294780518504,0.9331320391651011,0.2532648383705448,0.09625198554201245,2.916499154790193,3.0,0.7873572578335644,0.8174661022213398,0.6991422231907028,-0.341311937468154
11,14460,8.048165419058827e-09,0.24598928467366704,0.13789268005562028,0.059866822997873256,0.2453828111229101,0.670512366097003,0.12568378865842503,0.11099738047701689,0.14037019700059258,0.01571508492053297,0.15403802430728658,0.0706992483918103,0.3863389238035036,0.20335212207063105,0.933139448739681,0.24746774912375138,0.09666469463174274,3.2794590821907614,3.0,0.7873572578335644,0.8137564144999919,0.6991422231907028,-0.29925915433014927
