epoch,global_step,learning_rate,train_total,train_classification,train_positive_gain,train_harmful_magnitude,train_signed_utility,train_policy_risk,train_decisive_fraction,validation_loss_total,validation_loss_classification,validation_loss_positive_gain,validation_loss_harmful_magnitude,validation_loss_signed_utility,validation_loss_policy_risk,validation_loss_decisive_fraction,validation_auroc,validation_auprc,validation_decisive_auroc,validation_decisive_auprc,validation_utility_mae,validation_best_policy_net_utility,validation_best_policy_coverage,validation_best_policy_harm_cost_fraction,validation_best_policy_threshold,validation_best_policy_constraint_feasible
1,1288,0.0001,0.5763512152906577,0.06727055468096149,0.025726704348090376,0.04740149289099469,0.02493594448741595,0.0,0.04653332761621901,0.31994685033957165,0.2587455463906129,0.003493495324801188,0.003961381037500663,0.014023470094737906,0.0,0.20568490292256078,0.9405535105880027,0.36423227100189126,0.5046265133322956,0.5222221623506129,0.061334069818258286,0.001976258121430874,1.0,0.9166175214788927,0.0028223791159689426,False
