probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,harm_cost_fraction,net_utility,mean_selected_utility,clean_selection
0.5,0.0,0.025,0.004623482045512972,0.7048999935270891,0.20629166936371285,0.07127286385625195,0.0033278772607445717,0.7197774648666382,0.08880833710919801
0.5,0.0,0.05,0.0047357097474397866,0.7026668351870576,0.20601617795753285,0.07288896154282183,0.003350883722305298,0.7075783014297485,0.09131698685540951
0.5,0.0,0.1,0.004758454561696955,0.700251572327044,0.20566037735849058,0.07324554042477131,0.0033519407734274864,0.7044181823730469,0.0940880503144654
0.5,0.0,0.25,0.004762045848158613,0.7000377073906485,0.20581950729009552,0.07343462140760962,0.0033516420517116785,0.7038241028785706,0.0941427853192559
0.5,0.0,0.5,0.0047632429436458325,0.6999874340286504,0.20589344056295553,0.07355440421582249,0.003351380117237568,0.7035923600196838,0.09411912540839407
0.5,0.005,0.025,0.00458936482412722,0.7068796869905445,0.20723834365829802,0.07114872892499412,0.0033258881885558367,0.7246948480606079,0.08588196935115748
0.5,0.005,0.05,0.004697103417976962,0.7050653074227461,0.2071360305829882,0.07276963585386116,0.003348636208102107,0.7129155397415161,0.08779866199426568
0.5,0.005,0.1,0.004718351862875106,0.7028415577825701,0.20683749841430926,0.0731273808199078,0.0033496550749987364,0.7099207639694214,0.09032094380312064
0.5,0.005,0.25,0.0047219431493367645,0.7026239067055393,0.20699708454810495,0.07331660569886854,0.003349355887621641,0.7093175649642944,0.09037900874635568
0.5,0.005,0.5,0.004723140244823984,0.7025725510074768,0.20707134710429603,0.07343649838642174,0.003349094418808818,0.7090823650360107,0.0903561018882271
0.5,0.01,0.025,0.004531006419125277,0.7107001321003963,0.2071334214002642,0.07066685355777919,0.003323667449876666,0.7335388660430908,0.0821664464993395
0.5,0.01,0.05,0.004636051548128775,0.7090568717319734,0.20715254018462334,0.07229625807209587,0.0033462615683674812,0.7217918634414673,0.08379058808340327
0.5,0.01,0.1,0.004657000719155114,0.7068311805153911,0.20686331212647002,0.07265454181021094,0.0033472811337560415,0.7187637090682983,0.08630550735813894
0.5,0.01,0.25,0.004660592005616772,0.7066075900597187,0.20702497913054646,0.07284406367014364,0.00334698217920959,0.7181456089019775,0.0863674308097348
0.5,0.01,0.5,0.004661789101103991,0.7065545355331578,0.20710021185080568,0.07296412591703223,0.0033467207103967667,0.7179051041603088,0.08634525261603647
