scale,backbone,sequence,frames,valid_count,clean_count,changed_count,helpful_count,false_update_count,clean_degradation_count,epe,raw_epe,bad1,bad3,boundary_epe,new_bad3,false_update_rate,clean_pixel_degradation,intervention_coverage,intervention_precision,mean_update_magnitude_clean,gain
0.0,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,0,0,0,0,0.1434942038902523,0.1434942038902523,0.012828633297959635,0.0029647801857262423,0.5313220778007918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,0,0,0,0,0.18856074302499704,0.18856074302499704,0.013091977874696552,0.00862451725817822,1.1986906697874233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,0,0,0,0,0.17226727975435002,0.17226727975435002,0.011814930240532904,0.002918246266670552,0.5519250613348448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,S2M2-S,dataset_7_keyframe_2,344,254507,241516,0,0,0,0,0.22155465285020592,0.22155465285020592,0.012372940682017499,0.008483067241734385,1.143940462556178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,0,0,0,0,0.15888011471224653,0.15888011471224653,0.012944800698964833,0.0030089706776280883,0.5598789241838822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,0,0,0,0,0.22916522696773226,0.22916522696773226,0.022993473760321667,0.008455563153948256,1.1665291248943284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,3664,3297,771,321,0.14326822318224272,0.1434942038902523,0.012761678007093854,0.002946702249293515,0.5282663710163421,3.3922481997518136e-07,0.0002657287464392865,0.00011063414735020877,0.0012266208871040097,0.8998362445414847,0.00013585550173385907,0.00022598070800958214
0.05,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,489,438,124,41,0.18824696749633324,0.18856074302499704,0.01301732376086758,0.00862451725817822,1.1962476810634741,0.0,0.0005033100755371009,0.00016641704110500916,0.0019213616914269549,0.8957055214723927,0.0002640147917099767,0.00031377552866379554
0.05,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,3049,3013,238,28,0.17204799121163766,0.17226727975435002,0.011752996609335238,0.002896151009976103,0.5488372934903558,0.0,8.253460297908303e-05,9.709953291656827e-06,0.0010207333746670647,0.9881928501147917,0.00010151980172716491,0.0002192885427123592
0.05,S2M2-S,dataset_7_keyframe_2,344,254507,241516,222,164,120,38,0.22146128858816297,0.22155465285020592,0.012321861530416757,0.008483067241734385,1.1430845406937813,0.0,0.0004968614915781978,0.00015733947233309594,0.0008722746329177586,0.7387387387387387,0.00019025753436177845,9.336426204295534e-05
0.05,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,3055,2933,300,97,0.15865120465017635,0.15888011471224653,0.01288119317003949,0.0029855363255005354,0.5566901288783719,0.0,0.00010447868791484569,3.3781442425800105e-05,0.0010227420333249863,0.9600654664484451,0.00010766600924734629,0.00022891006207018116
0.05,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,312,220,108,53,0.22902851751368045,0.22916522696773226,0.022891315472169136,0.008455563153948256,1.165418685625322,0.0,0.00045885202022347794,0.00022517738029485492,0.0012258994841006338,0.7051282051282052,0.00017504034205750816,0.0001367094540518088
0.1,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,15890,13633,5905,1956,0.14305585699115403,0.1434942038902523,0.012694387936859269,0.0029249417808136454,0.5253389881960413,6.806068970529828e-07,0.002035185794713342,0.0006741445240405245,0.005319597679061876,0.857960981749528,0.00027171100238203565,0.0004383468990982742
0.1,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,2359,1834,1234,402,0.1879645848234523,0.18856074302499704,0.012887661335509804,0.008620588093165078,1.193864707180569,0.0,0.005008747042038568,0.0016316987932735044,0.009268900266004472,0.7774480712166172,0.0005280296889000493,0.0005961582015447386
0.1,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,13647,12425,3962,931,0.17183829703208883,0.17226727975435002,0.011698093276835707,0.0028767339745424405,0.5458552074239773,6.76998738509237e-07,0.0013739583907694409,0.0003228559469475895,0.004568694117442255,0.9104565105884077,0.0002030395926262471,0.0004289827222611897
0.1,S2M2-S,dataset_7_keyframe_2,344,254507,241516,1482,948,805,348,0.2213812295888285,0.22155465285020592,0.012270782368589129,0.008483067241734385,1.1422784451939254,0.0,0.003333112506003743,0.0014408983255767734,0.005823022549478011,0.6396761133603239,0.00038051506898665954,0.00017342326137742559
0.1,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,14135,12816,4184,1058,0.15843066340144185,0.15888011471224653,0.012820598601451304,0.0029664540570797323,0.5535771509239736,0.0,0.001457129434119048,0.0003684615060463558,0.004732065021619863,0.9066855323664662,0.0002153320071045096,0.00044945131080467715
0.1,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,1619,1203,569,255,0.22890097849446062,0.22916522696773226,0.022824519673281817,0.008455563153948256,1.1643509949291257,0.0,0.002417470365807027,0.001083400603305434,0.006361318156278609,0.7430512662137122,0.0003500804190108042,0.0002642484732716388
0.2,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,28943,23325,12922,4819,0.14267294448108528,0.1434942038902523,0.01256918152667954,0.002882090402719368,0.5198636672049383,6.806068970529828e-07,0.004453627576509027,0.0016608908289117011,0.00968943458936991,0.8058943440555575,0.0005434220342806868,0.0008212594091670244
0.2,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,4047,2935,2122,866,0.1874718724958926,0.18856074302499704,0.012663698908565868,0.008620588094339719,1.1893064220833325,4.005311727304098e-06,0.008613096615239742,0.003515052624315559,0.01590133080818995,0.7252285643686681,0.001056059034084136,0.0010888705291044465
0.2,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,26202,21935,10389,3416,0.1714504353172852,0.17226727975435002,0.011598664687774997,0.0028328782572637026,0.5402122661083582,1.0154981538300682e-06,0.0036027394552508134,0.0011846143015821328,0.008771812359142811,0.83714983589039,0.0004060791941631267,0.000816844437064812
0.2,S2M2-S,dataset_7_keyframe_2,344,254507,241516,2884,1707,1472,800,0.22126293077968254,0.22155465285020592,0.012196128212455672,0.008475208910800586,1.140755021439467,0.0,0.006094834296692559,0.0033124099438546517,0.011331711897904577,0.591886269070735,0.0007610302152079677,0.00029172207052338694
0.2,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,27000,23148,10996,3141,0.15802022058835266,0.15888011471224653,0.012689031482163203,0.002922263568673715,0.5476377327475234,3.4103521818104435e-07,0.003829492174372144,0.0010938918624684344,0.00903896396064636,0.8573333333333333,0.0004306640191838999,0.0008598941238938673
0.2,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,3480,2147,1425,895,0.22867296324842817,0.22916522696773226,0.022702715535912972,0.008455563153948256,1.162380057022647,0.0,0.006054297489059778,0.003802523686111229,0.013673494245737838,0.6169540229885058,0.0007001606035934785,0.0004922637193040813
0.35,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,34188,25725,16109,7349,0.14219831507567518,0.1434942038902523,0.012385054498707627,0.002821495868956416,0.5125959688112837,6.806068970529828e-07,0.00555204199272434,0.00253286713045696,0.011445337032836213,0.7524570024570024,0.0009509885143146017,0.001295888814577123
0.35,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,4594,3181,2308,1071,0.18691245464784503,0.18856074302499704,0.012455453155504446,0.008612729776557517,1.1831272126123178,7.970873145033123e-06,0.009368061728545393,0.004347137829840605,0.018050584070379204,0.6924249020461472,0.001848103409405392,0.0016482883771520018
0.35,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,30916,23936,13552,5662,0.17094724123847838,0.17226727975435002,0.011442658833047488,0.0027645838667802076,0.532530418001397,1.0154981538300682e-06,0.004699617393161904,0.0019634912691914625,0.010349948511383069,0.7742269375080865,0.0007106386019282464,0.0013200385158716466
0.35,S2M2-S,dataset_7_keyframe_2,344,254507,241516,3429,1923,1641,967,0.2212073798495923,0.22155465285020592,0.012117544951542394,0.008475208913245012,1.138961022480634,3.967231819354519e-06,0.0067945808973318535,0.00400387551963431,0.013473106830067543,0.5608048993875766,0.0013318027732711056,0.0003472730006136293
0.35,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,31691,25379,14081,5135,0.15748460936446665,0.15888011471224653,0.01252164325735181,0.0028626733650581786,0.5394867952459571,1.0231056301216097e-06,0.004903881348429807,0.0017883268748091086,0.010609400254697917,0.8008267331419014,0.0007536620104601225,0.0013955053477798796
0.35,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,4133,2455,1628,1050,0.22841189338818246,0.22916522696773226,0.022573053005903215,0.008451633978044977,1.1599298078890865,4.059653937269303e-06,0.006916769341887241,0.0044610613077282575,0.016239238999320255,0.5939995160900072,0.00122528134922305,0.000753333579549792
0.5,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,35733,25635,17032,8878,0.14182847652983854,0.1434942038902523,0.012249135257962522,0.0027565492260169513,0.5062287749821556,1.7012199933055622e-06,0.005870158248189271,0.003059844112695182,0.011962566637250977,0.7174040802619427,0.0013585550516211804,0.0016657273604137601
0.5,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,4817,3186,2396,1242,0.18658141050790647,0.18856074302499704,0.01228256992261737,0.008600942286860697,1.1778283649585373,7.970873145033123e-06,0.009725249524087851,0.005041218659815156,0.018926787868310105,0.6614075150508615,0.00264014786022417,0.001979332517090565
0.5,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,32063,23723,14295,7028,0.17052696235901055,0.17226727975435002,0.011295357181604635,0.002696624251192175,0.5256834851757399,1.0154981538300682e-06,0.004957277939436941,0.0024371982762058635,0.010733937091489046,0.7398870972772355,0.0010151980003445858,0.0017403173953394746
0.5,S2M2-S,dataset_7_keyframe_2,344,254507,241516,3679,1948,1724,1084,0.22128363163997664,0.22155465285020592,0.012011457492702944,0.008467350583485857,1.1379570549478881,3.967231819354519e-06,0.0071382434290067735,0.004488315473923052,0.014455398083353306,0.5294917097037238,0.0019025752804287851,0.0002710212102292886
0.5,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,32972,25271,14882,6468,0.15704137146632205,0.15888011471224653,0.012379028531551808,0.0027990658329702257,0.5322584617786223,1.362039887458999e-06,0.005182839445162445,0.002252560511444073,0.01103824887816414,0.7664381899793764,0.0010766600518146044,0.001838743245924479
0.5,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,4359,2510,1700,1145,0.22824383272284474,0.22916522696773226,0.02254947813485838,0.008439846487762664,1.1580630082722794,8.025215354998327e-06,0.007222670688702893,0.004864681140332243,0.017127230292290584,0.5758201422344574,0.0017504018611390797,0.000921394244887519
0.65,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,36529,25147,17442,10076,0.1415410776420204,0.1434942038902523,0.012131963491885993,0.002691267820967093,0.5006217762614757,2.035996450917123e-06,0.0060114666606926525,0.0034727404009367714,0.01222904868586855,0.6884119466725068,0.0017661215042063796,0.0019531262482319067
0.65,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,4900,3084,2427,1401,0.18646507733204815,0.18856074302499704,0.012235419895794174,0.008600942288361018,1.1734287703975916,1.1976184872337222e-05,0.009851077042972127,0.005686592063124825,0.01925290856440098,0.6293877551020408,0.0034321922410465162,0.0020956656929488893
0.65,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,32608,23183,14596,8053,0.17017173610204941,0.17226727975435002,0.011176176754661036,0.0026243125426982,0.5195072199161039,1.3562774949955432e-06,0.0050616599373222515,0.0027926519234897293,0.010916390252916908,0.7109605004906772,0.0013197573240722011,0.0020955436523006077
0.65,S2M2-S,dataset_7_keyframe_2,344,254507,241516,3833,1914,1781,1198,0.22145997601224177,0.22155465285020592,0.012070394975072358,0.008463421418560537,1.1375124931067229,3.967231819354519e-06,0.007374252637506418,0.00496033389092234,0.015060489495377338,0.4993477693712497,0.0024733478811033503,9.467683796415827e-05
0.65,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,33573,24741,15243,7452,0.15667635527214827,0.15888011471224653,0.012252483075378628,0.002731106221241817,0.5258151976176045,1.7030751300615666e-06,0.005308562132953309,0.002595250607804767,0.011239449520399267,0.7369314627825931,0.0013996579959940597,0.002203759440098263
0.65,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,4494,2510,1732,1216,0.22817998703412423,0.22916522696773226,0.022573053185060782,0.008431988180672995,1.1569223192034273,1.1990776772727353e-05,0.007358626842843183,0.00516633385733101,0.017657667569064898,0.5585224744103249,0.0022755223296584822,0.000985239933608023
0.8,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,36911,24491,17651,11121,0.14132347425239097,0.1434942038902523,0.012048269383298952,0.0026239777635661955,0.49563996669859334,2.035996450917123e-06,0.006083499485602913,0.003832904525488074,0.012356933287089547,0.6635149413453983,0.002173688096922254,0.0021707296378613294
