scale,backbone,sequence,frames,valid_count,clean_count,changed_count,helpful_count,false_update_count,clean_degradation_count,epe,raw_epe,bad1,bad3,boundary_epe,new_bad3,false_update_rate,clean_pixel_degradation,intervention_coverage,intervention_precision,mean_update_magnitude_clean,gain
0.8,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,4971,2985,2458,1548,0.18653574946076604,0.18856074302499704,0.012270782410765652,0.008597013115502292,1.169795598038569,1.1976184872337222e-05,0.009976904561856402,0.006283258039769614,0.019531879280334136,0.6004828002414001,0.004224236691199286,0.002024993564230998
0.8,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,32880,22579,14747,8945,0.16986933165131374,0.17226727975435002,0.011058000644499017,0.0025530051506431083,0.5139274203261173,1.6970568361610181e-06,0.005114024328287972,0.0031019832926382257,0.011007449445409344,0.6867092457420925,0.001624316807933657,0.002397948103036285
0.8,S2M2-S,dataset_7_keyframe_2,344,254507,241516,3926,1867,1812,1289,0.2217102902620026,0.22155465285020592,0.012141119924996162,0.008455563088526932,1.137454751635397,8.060412468659824e-06,0.007502608522830786,0.005337120522035807,0.015425901841599641,0.47554763117677024,0.0030441207195397715,-0.00015563741179666635
0.8,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,33860,24004,15392,8460,0.15637372763089238,0.15888011471224653,0.01214669367149427,0.0026674986981499293,0.520040660692355,2.385225669546523e-06,0.005360453214617683,0.0029462989991986483,0.011335530359536508,0.7089190785587715,0.0017226560462700366,0.0025063870813541445
0.8,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,4552,2480,1744,1279,0.22824271162406673,0.22916522696773226,0.022620203077844913,0.008420200666037908,1.1564128993968974,1.1990776772727353e-05,0.007409610400645791,0.005433997535794706,0.017885559139827194,0.5448154657293497,0.002800642984749113,0.0009225153436655253
1.0,RAFT-Stereo,dataset_7_keyframe_1,646,2987068,2901455,37239,23667,17821,12275,0.1411281293165446,0.1434942038902523,0.012004413676669008,0.0025355967774104123,0.4898971930533788,3.04037476313037e-06,0.00614209077859212,0.004230636008485398,0.012466739960389252,0.6355433819382905,0.0027171101488901797,0.002366074573707716
1.0,RAFT-Stereo,dataset_7_keyframe_2,344,254507,246369,5007,2827,2472,1698,0.1868635411985725,0.18856074302499704,0.01244366566181645,0.00856950893883128,1.1658105939544998,1.992888807520583e-05,0.01003372989296543,0.006892100873080623,0.019673329220807285,0.5646095466347114,0.005280295811310083,0.0016972018264245214
1.0,S2M2-S,dataset_7_keyframe_1,646,2987068,2883639,33069,21805,14855,9919,0.16953727508273858,0.17226727975435002,0.010972297937621304,0.0024572590928379915,0.5072883878237162,2.376591377530468e-06,0.005151477005270078,0.003439750953569431,0.01107072219313387,0.6593788744745834,0.00203039599189525,0.0027300046716114412
1.0,S2M2-S,dataset_7_keyframe_2,344,254507,241516,3999,1799,1836,1395,0.22214061862174983,0.22155465285020592,0.01243580730929312,0.008451633922877753,1.137904753526162,1.1989577345264502e-05,0.007601980821146425,0.005776014839596549,0.015712730887559086,0.4498624656164041,0.003805150759230462,-0.0005859657715439059
1.0,StereoAnywhere,dataset_7_keyframe_1,646,2987068,2871399,34058,23053,15496,9609,0.15605030876087816,0.15888011471224653,0.012070699425880979,0.0025667309893614445,0.5132278725411539,2.7251495744236224e-06,0.00539667249309483,0.0033464523739125075,0.011401816095247916,0.676874743085325,0.002153320095519474,0.0028298059513683638
1.0,StereoAnywhere,dataset_7_keyframe_2,344,254507,235370,4601,2440,1750,1336,0.22848191537823687,0.22916522696773226,0.02287166964345439,0.008420200639884747,1.156301622392012,2.002688251207682e-05,0.007435102179547096,0.005676169435357098,0.018078088225471207,0.5303194957617909,0.0035008036847757017,0.000683311589495389
