scale,backbone,sequence,frames,valid_count,clean_count,changed_count,helpful_count,false_update_count,clean_degradation_count,epe,raw_epe,bad1,bad3,boundary_epe,new_bad3,false_update_rate,clean_pixel_degradation,intervention_coverage,intervention_precision,mean_update_magnitude_clean,gain
0.0,RAFT-Stereo,dataset_7_keyframe_3,583,2672683,2081635,0,0,0,0,1.1820343110772131,1.1820343110772131,0.15242436155279807,0.10934181086187617,3.320086823672917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,RAFT-Stereo,dataset_7_keyframe_4,1913,3652263,2958311,0,0,0,0,0.3542341787471263,0.3542341787471263,0.06507472256289727,0.010291153773514675,0.5154949052924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,S2M2-S,dataset_7_keyframe_3,583,2672683,2150042,0,0,0,0,1.2705080661800867,1.2705080661800867,0.1491033542138702,0.11301826663483776,3.7001371724247916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,S2M2-S,dataset_7_keyframe_4,1913,3652263,2836540,0,0,0,0,0.40621327437690635,0.40621327437690635,0.08432525286280133,0.011875924620201749,0.5769967441708612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,StereoAnywhere,dataset_7_keyframe_3,583,2672683,2085753,0,0,0,0,1.1767840968805767,1.1767840968805767,0.1520947301008068,0.10922320363149471,3.142491720046478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,StereoAnywhere,dataset_7_keyframe_4,1913,3652263,2975761,0,0,0,0,0.34462430133774535,0.34462430133774535,0.061046808730631945,0.008953079267427612,0.4928252739604945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,RAFT-Stereo,dataset_7_keyframe_3,1166,5345366,4163270,375682,266714,87732,64626,1.1494907899644633,1.1820343110772131,0.15090603697683672,0.10517595979342556,3.1791874869741883,0.0006253502506197198,0.021072858594326095,0.015522894263403527,0.0702818104503976,0.7099461778844874,0.01003381229014535,0.03254352111274983
1.0,RAFT-Stereo,dataset_7_keyframe_4,3826,7304526,5916622,490680,274212,168332,100906,0.3509014695867518,0.3542341787471263,0.06615542243664448,0.009446471988210112,0.48588810752876244,0.00042861283086178663,0.02845069365594084,0.017054663961970192,0.06717478998637283,0.5588407923697726,0.009843709284487146,0.0033327091603745362
1.0,S2M2-S,dataset_7_keyframe_3,1166,5345366,4300084,316134,229184,73310,52760,1.2500637667104226,1.2705080661800867,0.14817395093082794,0.11088445582872718,3.5936379655901236,0.0002856654884368801,0.017048504168755772,0.0122695277580624,0.05914169394574665,0.7249584037148804,0.006507479418678721,0.020444299469664085
1.0,S2M2-S,dataset_7_keyframe_4,3826,7304526,5673080,499874,303972,156950,89058,0.3995139577508281,0.40621327437690635,0.08407554462921965,0.010626014648803694,0.5463348409697151,0.00012055580110396223,0.02766574770671311,0.01569835080767414,0.06843346166472677,0.6080972405046071,0.008112256564996815,0.0066993166260782555
1.0,StereoAnywhere,dataset_7_keyframe_3,1166,5345366,4171506,358422,257540,73782,54746,1.143984960971802,1.1767840968805767,0.15031487074846922,0.10550334622842426,3.0302350197308616,0.0004492371726851125,0.01768713745107882,0.013123797496635508,0.06705284539917379,0.7185384825708243,0.007048751791773194,0.0327991359087747
1.0,StereoAnywhere,dataset_7_keyframe_4,3826,7304526,5951522,490244,283712,168284,99914,0.3401802849850897,0.34462430133774535,0.06192106134995041,0.007914271266384915,0.4653554935646655,0.00014105272214487427,0.028275792309933493,0.016787974571882622,0.0671151009661681,0.5787159047331533,0.008688542094160645,0.0044440163526556775
