epoch,train_total,train_utility,train_heteroscedastic,train_classification,train_harmful_as_helpful,train_predicted_utility_mean,train_sigma_mean,validation_total,validation_utility,validation_heteroscedastic,validation_classification,validation_harmful_as_helpful,validation_predicted_utility_mean,validation_sigma_mean,validation_auroc,validation_average_precision,validation_utility_mae,validation_utility_pearson,validation_utility_spearman,validation_uncertainty_error_correlation
1,0.1543213905265125,0.00719610624834716,-1.4904499798983288,0.9049015736732727,0.08133493414303909,0.027569683383731922,0.10558331618085504,-0.04511287280668815,0.0021950046396038187,-2.415810948610306,0.1957806084305048,0.06865309864903489,0.009479732387505161,0.04426309233531356,0.9722899518593116,0.4931300455258088,0.045062121003866196,0.0678194111095632,0.03266339560786582,0.8502791419310701
2,0.08772728621410444,0.006345889142278629,-1.819415604456877,0.6706219124965943,0.0764555878077562,0.025390688136935635,0.08829080686570169,-0.03132938845083118,0.0022101706049094598,-2.291987321774165,0.1806373016287883,0.08986469817658266,0.007815651709279337,0.031426205703367786,0.9714840865287914,0.4677399947231621,0.046133242547512054,0.033562013181792076,0.09642671962751716,0.8182182177437792
3,0.07116826126674333,0.00590627795295754,-1.9250406666825979,0.6188933381285423,0.0754706965914617,0.025329064607784602,0.0863666953996588,-0.03010727223008871,0.002060637081740424,-2.5562399407227834,0.17187011055648327,0.12254013220469157,0.017398087649295728,0.03446205835789442,0.9722000428010128,0.4707912917767163,0.041516128927469254,0.08023786508245408,0.06671083836340816,0.8010372016840336
4,0.05053385645927241,0.005358149076271683,-2.033564220063197,0.5529138575284145,0.07254229357633261,0.027226899942515724,0.08302206789047863,-0.008661471058924992,0.0021848596409351257,-2.469105319182078,0.1644503856698672,0.15943771849075952,0.01930247900697092,0.027361345166961353,0.9765797806375743,0.539125459518331,0.04252060130238533,0.14927993542095497,0.04345482789584695,0.5706761286732108
5,0.039059828147471234,0.004960874081753457,-2.077493778979167,0.5141144093030539,0.07030152226201235,0.02797017704123834,0.08135956281628938,0.020094894493619602,0.0022372028673999012,-2.308946826060613,0.16396848739435274,0.20102267215649286,0.010040179711499302,0.032076404274751745,0.9770468816600233,0.5670946788575341,0.04709335044026375,0.32606706472693353,0.001295956617109367,0.5810167236326269
