epoch,global_step,learning_rate,train_total,train_classification,train_positive_gain,train_harmful_magnitude,train_harmful_selection,validation_loss_total,validation_loss_classification,validation_loss_positive_gain,validation_loss_harmful_magnitude,validation_loss_harmful_selection,validation_auroc,validation_auprc,validation_decisive_auroc,validation_decisive_auprc,validation_utility_mae,validation_best_policy_net_utility,validation_best_policy_coverage,validation_best_policy_harm_cost_fraction,validation_best_policy_threshold,validation_best_policy_constraint_feasible
1,898,0.002,0.08197210828477064,0.07747902683208474,0.0012713844624276296,0.0014430287246512486,0.0005285768516205888,0.2100817680871114,0.2063581617269665,0.00039609926030323097,0.0007382825823719941,0.0011100407267053925,0.8753239785212552,0.2619589321558709,0.6135609610388648,0.5122660991216466,0.056924328207969666,0.002467764774337411,0.005001011453968072,0.11724449664742437,-3.753315510835073e-07,True
2,1796,0.001961518324933773,0.05935476094749829,0.055469131261060525,0.0009201029512560268,0.0014332531900679223,0.0004078234655216287,0.19396137765143068,0.19094583980273455,0.00045430003219735224,0.0006360436122844249,0.0008035858386807604,0.9376709904338402,0.4210748105798268,0.6200443750255915,0.5506903545070814,0.05642850697040558,0.0032324905041605234,0.01000082592099168,0.21439967954784428,0.01108141904696818,True
3,2694,0.0018491908561896221,0.05570028233601149,0.052354994169820125,0.0008742458570331877,0.001158418885293973,0.00036670694514957515,0.16939917852170766,0.16613808391732163,0.0003689354065755879,0.0008214733724912548,0.000829974275320069,0.9564908889643291,0.5518955980805516,0.7008563441390117,0.6411066343601053,0.05519029125571251,0.003800579346716404,0.01000082592099168,0.15544550803415597,0.03243102654814716,True
4,3592,0.001672117697248021,0.05119433970437416,0.048907521201550695,0.0005647375531049179,0.0007216774541126762,0.0003197824236205415,0.17729754270170817,0.17440742631210016,0.0003312027500683712,0.0008172733709443491,0.0006665021269355975,0.9489875796867684,0.5236661570001755,0.6987137612248365,0.6319145336701291,0.05523816496133804,0.0046191648580133915,0.025000269322062504,0.21997694440304658,0.00029769318643957376,True
5,4490,0.0014446442623517923,0.0498606467770956,0.047912082673239216,0.0005583465958270426,0.0005368324341614786,0.0002924844032963695,0.1860149826738052,0.18341832175327,0.00044752422097104727,0.0005422305045976827,0.000667895641247469,0.9530184754064621,0.48587667142638047,0.6857537284769284,0.5965546436857782,0.054832298308610916,0.0035584664437919855,0.01000082592099168,0.2046106825282847,0.006140928622335026,True
6,5388,0.001185199096359621,0.047315725073517036,0.04560488330320619,0.0004827500669042129,0.0004634726352775511,0.00026644134125354665,0.17195594856515528,0.16917801327770576,0.00040060316360836625,0.0005387359960320737,0.0007846137064069581,0.9484293210648747,0.475639633342858,0.6770280510595259,0.6026198883384273,0.054587073624134064,0.003590240841731429,0.01000082592099168,0.17318259458018873,0.018366845138370946,True
7,6286,0.0009148009036403791,0.04450447700776674,0.042913549162762736,0.0004987651419137132,0.00040788466671750826,0.0002401678510287215,0.16975879607372918,0.16736132479738444,0.0003601228221373276,0.0005498088197623475,0.0006063173132572785,0.9609768549922266,0.5664117296881092,0.7207261311975911,0.6540879201132364,0.05428566783666611,0.004788554273545742,0.025000269322062504,0.23424021660630248,0.0016809787775855511,True
8,7184,0.000655355737648208,0.04284552168329236,0.041302727928430774,0.0005225420576565038,0.0003814730505853565,0.0002240210548404294,0.17471993307350203,0.17228124046348967,0.0004152735430864141,0.0005407964845744572,0.0006061123599957341,0.944515016551625,0.46528341691716035,0.6919069550055896,0.6101881989682781,0.053866542875766754,0.003540004137903452,0.01000082592099168,0.19756754658493098,0.02845782507210968,True
9,8082,0.0004278823027519793,0.03928331520931094,0.03785448217399435,0.00041857319927289294,0.00041492000264954393,0.0001939399400709756,0.1720887958467938,0.16951706115505658,0.00035591499047654907,0.0004817965121878842,0.0007465623547358291,0.9472691927865712,0.5080267732176711,0.6384651268874735,0.6008067428864691,0.053361762315034866,0.003650391474366188,0.01000082592099168,0.19031285245731622,0.02664336729794731,True
10,8980,0.0002508091438103778,0.03698392513670641,0.03577728951059465,0.0003497272751065491,0.0003370457684843156,0.00017566984984732052,0.17206801006803288,0.1697055284876842,0.0003553542080965144,0.0005496077462089488,0.0005913577029454586,0.9438309673867677,0.486534358898687,0.6608094369418421,0.6076139409548774,0.052170198410749435,0.0036611531395465136,0.01000082592099168,0.17455659781268756,0.02543777525424951,True
11,9878,0.0001384816750662276,0.03490808560307613,0.033801639646515745,0.00029566582129306103,0.00032298811905707075,0.00016314901692500374,0.17532008192734794,0.17318724371143618,0.00034493159276451025,0.00047158741377415934,0.0005402627589829478,0.9414063466817107,0.4810462283302242,0.6528586641801044,0.6043779365196447,0.05217704549431801,0.003754706121981144,0.01000082592099168,0.16575816561742976,0.024273967370390566,True
12,10776,0.0001,0.03340742633966335,0.03233941196088569,0.0003199388493340344,0.0002995342742359447,0.0001493870687107662,0.17347139420104213,0.17116683564148844,0.0003516856123354728,0.00043310813431162386,0.0006516055355054107,0.942420552297902,0.48734830037377397,0.6313202878020102,0.5921992679195024,0.05231180787086487,0.003838924691081047,0.01000082592099168,0.153499956826058,0.0257266901433464,True
