epsilon_px,helpful_prevalence,proposal_auroc,proposal_average_precision,p0_proxy_auroc,p0_proxy_average_precision
0.05,0.24081013997395834,0.8994313769234155,0.6973535945797299,0.7444003133751866,0.5310927678594186
0.1,0.11008656819661458,0.9575574806502288,0.7285522424932441,0.8759315506786911,0.5759629909408931
0.25,0.04295501708984375,0.9584940715570136,0.5601858306738883,0.9825668870613402,0.7163594994285057
0.5,0.02543792724609375,0.9553553036609049,0.4415470372710405,0.9925734794998413,0.7447300818831117
