feature,pearson,spearman,sample_count
raw_error,0.5002482518965542,0.3413938759316176,581568
abs_update,0.6140542380162741,0.2383796501246089,581568
abs_disagreement,0.2300113009113647,0.12653126436252937,581568
flow_magnitude,0.18762840135400255,0.06242325944033113,581568
photometric_residual,0.024174222231731855,0.029637473087076295,581568
fb_error,0.059921186557827896,0.004940445124100951,581568
fb_confidence,-0.059033564869445304,-0.003399472262875794,581568
