coverage,helpful_precision,mean_true_utility,mean_absolute_utility_error
0.01,0.3477619532044761,0.2369440197944641,0.12855403125286102
0.05,0.23613484700520834,0.1091298758983612,0.09015554934740067
0.1,0.22867838541666666,0.08161676675081253,0.08498146384954453
0.2,0.23601531982421875,0.06816201657056808,0.08884573727846146
0.5,0.18725789388020833,0.0911538302898407,0.12431161850690842
1.0,0.11008656819661458,0.0494290255010128,0.08927551656961441
