epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s
1,3973,0.791623433538507,0.5612370576132854,0.08009005652858038,0.08072112169137363,0.15796504279290574,0.06097996183885545,0.001953503690479977,6.0917328516661655
2,7946,0.6226400357014491,0.4406478371843414,0.05001788589290678,0.0677167559026164,0.12970551143695966,0.051743034268697745,0.0018185661446558055,0.9297479838569416
3,11919,0.5738576151582506,0.40738735571897455,0.02845456069148983,0.061097880642558264,0.127200098045235,0.04884226568813982,0.001608395989677501,0.827596698407433
4,15892,0.5461484357590883,0.3830485706166719,0.023917138409019528,0.05785090011451229,0.12758950390572865,0.04544509534358138,0.0013435661446559164,0.8498650241235737
5,19865,0.5248026314953128,0.36586906967214394,0.021255586693181054,0.055684896743545306,0.12576520564716723,0.04309670798519892,0.0010499999999997692,0.9003075563377934
6,23838,0.5057682137258431,0.3500856364334812,0.018773708043016025,0.05280017600472845,0.12484748690819714,0.04124098978683506,0.0007564338553436019,0.9545280735183042
7,27811,0.4936367323195007,0.3369769672437726,0.017985486896717282,0.05123967192518548,0.12675458895782815,0.040512539594502885,0.0004916040103220687,0.9340017293870915
8,31784,0.47775049588255997,0.3259477877692645,0.016477945211652658,0.049711398005142356,0.12322777219720535,0.03954044565757216,0.00028143385534377816,0.7850582585961092
9,35757,0.4677530835452261,0.31679776812283095,0.015800529820239745,0.04814516214207058,0.12320397164086112,0.03907396905583637,0.00014649630951960442,0.7639244824531488
10,39730,0.46262081898889523,0.31266348409939254,0.01525931916495688,0.04728345978476966,0.12283879585808864,0.03833996772526074,0.0001,0.7800655423197895
