coverage,helpful_precision,mean_true_utility,mean_absolute_utility_error
0.01,0.6810321894120777,0.31512200832366943,0.35756558179855347
0.05,0.43195360715045755,0.08315137028694153,0.18891175091266632
0.1,0.25091109810598,0.0406375527381897,0.1303943246603012
0.2,0.13316663119812727,0.02011236734688282,0.08776026219129562
0.5,0.05554225488866012,0.012708745896816254,0.05433080717921257
1.0,0.033871478315922764,0.009511537849903107,0.047972746193408966
