epoch,train_total,train_utility,train_heteroscedastic,train_classification,train_harmful_as_helpful,train_predicted_utility_mean,train_sigma_mean,validation_total,validation_utility,validation_heteroscedastic,validation_classification,validation_harmful_as_helpful,validation_predicted_utility_mean,validation_sigma_mean,validation_auroc,validation_average_precision,validation_utility_mae,validation_utility_pearson,validation_utility_spearman,validation_uncertainty_error_correlation
1,0.005865763773237212,0.005865763773237212,0.0923059031379242,0.0,0.0,0.037964280705543786,0.9999999905434939,0.0018027630168944598,0.0018027630168944598,0.04191661803051829,0.0,0.0,0.006670496033621021,0.9999999910593033,0.764446783846364,0.38265733757319603,0.03854208067059517,0.45648099944725934,0.2711303228091419,
2,0.004676585892575065,0.004676585892575065,0.07742228976283701,0.0,0.0,0.0346364022463184,0.9999999893017304,0.0018301832868019118,0.0018301832868019118,0.04082852980742852,0.0,0.0,0.005860935192322359,0.9999999910593033,0.6308566802782034,0.36202809925679574,0.03793327510356903,0.4891308453389584,0.279186133643357,
3,0.004224749061298401,0.004224749061298401,0.07189058095145111,0.0,0.0,0.03144404801020219,0.9999999886330886,0.0019665256171720103,0.0019665256171720103,0.04302149104575316,0.0,0.0,0.0014520269728867182,0.9999999910593033,0.6328421761694187,0.35281349995818906,0.04052520543336868,0.4615483646837904,0.2814860301481255,
4,0.003959611643110223,0.003959611643110223,0.06856770960327524,0.0,0.0,0.029989149618073405,0.9999999879644468,0.0018919329023143897,0.0018919329023143897,0.04187075107668837,0.0,0.0,0.01992789823561907,0.9999999910593033,0.7181130244189263,0.4347606459353844,0.0396888330578804,0.45861427557053086,0.07802888764006206,
5,0.0037666383213945664,0.0037666383213945664,0.06617805483536078,0.0,0.0,0.029780735301190547,0.9999999884420481,0.002182897108529384,0.002182897108529384,0.04879451710730791,0.0,0.0,0.0038220079441089183,0.9999999910593033,0.7777081086695525,0.44238244194181503,0.04963739216327667,0.4186506852140988,0.024811245892164616,
