coverage,helpful_precision,mean_true_utility,mean_absolute_utility_error
0.01,0.5052540569300346,0.21856582164764404,0.19375815987586975
0.05,0.18639604171100235,0.06666500866413116,0.09631303697824478
0.1,0.1104756331134284,0.046025555580854416,0.06813628226518631
0.2,0.07296432751649287,0.031730495393276215,0.05805075168609619
0.5,0.051311312749221245,0.020788727328181267,0.04804743826389313
1.0,0.033871478315922764,0.009511529467999935,0.0360417366027832
