epoch,train_total,train_utility,train_heteroscedastic,train_classification,train_harmful_as_helpful,train_predicted_utility_mean,train_sigma_mean,validation_total,validation_utility,validation_heteroscedastic,validation_classification,validation_harmful_as_helpful,validation_predicted_utility_mean,validation_sigma_mean,validation_auroc,validation_average_precision,validation_utility_mae,validation_utility_pearson,validation_utility_spearman,validation_uncertainty_error_correlation
1,-0.0822711156334919,0.006038180741597898,-1.7661859008173149,0.0,0.0,0.04855921254700381,0.10250353093187396,-0.12076798801620801,0.002108896277301634,-2.457537643114726,0.0,0.0,0.0165006707868694,0.04089891699453195,0.8409411885625789,0.3649969467355678,0.04039255902171135,0.2999122851368272,0.1974640460590004,0.785041568860164
2,-0.09685544656494106,0.0049693241796772685,-2.0364953864079256,0.0,0.0,0.04528756816337894,0.07924826892140584,-0.13212613724172115,0.0019932581664761527,-2.6823878506819407,0.0,0.0,0.023592909704893826,0.034259507649888596,0.800299912581102,0.4265759723106101,0.03611065074801445,0.46574347109244557,0.3307877556485324,0.6529605032658607
3,-0.10126180508627723,0.004674333920448612,-2.1187227477247896,0.0,0.0,0.043613085937137766,0.07516179400949906,-0.12270784191787243,0.002191138730267994,-2.4979795634746553,0.0,0.0,0.021190275003512702,0.03267369829118252,0.732275087873116,0.4115843415878444,0.04321340471506119,0.3984628829869366,-0.006914526332887212,0.5945877813244257
4,-0.10329406491170327,0.004505894545731373,-2.155999157291192,0.0,0.0,0.042645477180065845,0.07238293362733646,-0.1304606407880783,0.001975576970532226,-2.648724313577016,0.0,0.0,0.018492504737029472,0.030014200819035372,0.6316352925220906,0.32202806525642114,0.038883276283741,0.3826215604749973,0.21033863463764985,0.718071639086193
5,-0.10627121244294521,0.004388306958553119,-2.2131903551709957,0.0,0.0,0.04116011658889198,0.07262616517404333,-0.11956447424987952,0.0021263527470485617,-2.4338165005048116,0.0,0.0,0.01986279928823933,0.03178895004093647,0.7564870586426935,0.42472673774046316,0.041837405413389206,0.42387685189925106,0.16140035157015153,0.48846627471181475
