utility_margin_px,uncertainty_threshold_px,require_helpful_class,intervention_coverage,intervention_precision,intervention_recall,false_update_rate,clean_pixel_degradation,harmful_proposal_acceptance_rate,epe_gain,retained_existing_authorized_gain,selected_candidate_regret
0.0,0.1,False,0.15889575203300693,0.08082735875511135,0.37917222963951935,0.15528018545068717,0.06387452319732782,0.3106970767748153,0.00803845189511776,2.5526002226924493,0.017866160720586777
0.0,0.25,False,0.18734986872241774,0.1343591928012353,0.7431673604021047,0.17676151036068044,0.07755596130232661,0.7176143056001714,0.008991827256977558,2.85534336188706,0.016912784427404404
0.0,0.5,False,0.19254510921177587,0.15073896389628602,0.8568876148590278,0.1787278216358208,0.07871641869914742,0.752671592247564,0.010672084987163544,3.3889070769176173,0.015232531353831291
0.0,1.0,False,0.19327465079099065,0.15341816229905308,0.8754221314694102,0.17881682016595446,0.07879707361708105,0.7553271228182888,0.011248049326241016,3.5718038236263974,0.014656570740044117
0.0,2.0,False,0.19333915902543353,0.15361119423777436,0.8768161470195555,0.1788335073903545,0.0788137608414811,0.7558839276153764,0.011286933906376362,3.5841515728208746,0.014617685228586197
0.02,0.1,False,0.14599344011108717,0.0831283480922707,0.3583012644310061,0.14252488829989168,0.057684953546939075,0.2994539029874719,0.00542918685823679,1.7240314135351464,0.020475421100854874
0.02,0.25,False,0.17317667807863887,0.1378747556671774,0.7049202858713579,0.16298759722046466,0.07080597903250255,0.6907591819252596,0.0063591268844902515,2.0193326915768726,0.01954548805952072
0.02,0.5,False,0.17823159653225012,0.15496783630095073,0.8154401947694966,0.16488994080207145,0.07194001499068992,0.7251097547917336,0.008007633499801159,2.5428138802754523,0.01789698377251625
0.02,1.0,False,0.1789584779780858,0.15783156259638717,0.8338961752925469,0.1649789393322051,0.07202066990862355,0.7277652853624585,0.008581132628023624,2.7249278023981582,0.017323484644293785
0.02,2.0,False,0.17902298621252868,0.1580384406784698,0.8352901908426922,0.16499562655660516,0.0720373571330236,0.728322090159546,0.008620016276836395,2.737275255852331,0.01728460192680359
0.05,0.1,False,0.08805307498117956,0.12066100722032568,0.3136731328045237,0.08460492300931842,0.035434625712509715,0.27538280329799764,0.0013806895585730672,0.43843622138527716,0.024523917585611343
0.05,0.25,False,0.11288275994158348,0.1892129138682691,0.6305858792114977,0.10313469510355118,0.047475848719185997,0.6365563764857051,0.0022886113729327917,0.7267456441149898,0.023616012185811996
0.05,0.5,False,0.11767698532404415,0.21155248122340337,0.7349799732977303,0.10491118920114086,0.048568166616373226,0.6696862619124103,0.003881065873429179,1.2324275547156531,0.02202354557812214
0.05,1.0,False,0.11840120663650075,0.21552140554263696,0.7533770517552816,0.1050001877312745,0.04864882153430685,0.6723417924831352,0.0044530658051371574,1.4140654088831515,0.021451545879244804
0.05,2.0,False,0.11846504983759885,0.21579821931804147,0.7547514332835938,0.10501687495567456,0.048665508758706906,0.6728985972802227,0.004491048865020275,1.4261268814628498,0.021413562819361687
0.1,0.1,False,0.011971930272583867,0.446505943784024,0.15781826749391345,0.009574294999534149,0.005713288453970377,0.15232894314166398,0.00042052005301229656,0.1335356104597431,0.025484096258878708
0.1,0.25,False,0.03152790080894656,0.4428155585555181,0.41217702034084663,0.02383700475446835,0.015212490943704257,0.4416318663668487,0.0013209064491093159,0.41945217065990015,0.024583714082837105
0.1,0.5,False,0.0358140407160015,0.4777821105602288,0.5051833817639205,0.025384049516557202,0.01620468549449113,0.471763572116929,0.002809965517371893,0.8923009926523321,0.023094648495316505
0.1,1.0,False,0.03653360679504471,0.48531901337944844,0.5234626560904736,0.025472352745674186,0.01628464511140808,0.4744191026876539,0.003378680907189846,1.0728958447008512,0.022525936365127563
0.1,2.0,False,0.036596784962798036,0.4857350536071234,0.5248174035969528,0.025489039970074245,0.01630133233580814,0.4749759074847414,0.00341551355086267,1.0845920040693866,0.02248910441994667
0.25,0.1,False,0.0010334618177755433,0.88996138996139,0.02715385219508364,0.0002002466928007142,9.10844331836582e-05,0.002591283863368669,0.000362141290679574,0.11499750838793439,0.025542473420500755
0.25,0.25,False,0.006810606483809098,0.6431989063568011,0.12932930181418362,0.003249141650894922,0.0021881122994578043,0.06658100439019167,0.0015151228290051222,0.4811253362197587,0.02438947930932045
0.25,0.5,False,0.00956650466454388,0.6692387904066737,0.18901672818660176,0.004127306834948054,0.0028409999541101328,0.0865188992397473,0.002676932839676738,0.8500566342683163,0.023227691650390625
0.25,1.0,False,0.010256144243072347,0.6829205031772793,0.20678551794549596,0.004201008742714983,0.002907748851710371,0.08878894956633472,0.003235494950786233,1.027427325516917,0.02266913279891014
0.25,2.0,False,0.010315332210757047,0.6830636322609761,0.208022461320977,0.004217695967115043,0.0029244360761104303,0.08934575436342221,0.0032678861171007156,1.0377130993731785,0.022636737674474716
