dataset,method,coverage_threshold,frames,valid_count,raw_epe,epe,bad1,bad3,boundary_epe,refined_minus_raw_epe,intervention_coverage,intervention_precision,false_update_rate,clean_degradation,new_bad3,frames_worsened,worst_frame_degradation,p95_frame_degradation
SCARED-C-final,raw,0.5,960,7200246,0.9616051806244463,0.9616051806244463,0.08149707651818955,0.05914867327000449,2.528729219392619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCARED-C-final,a2_unconditional,0.5,960,7200246,0.9616051806244463,0.9558881271338309,0.08501570636807909,0.059320473128745464,2.490244774244671,-0.005717053010961843,0.20452092886826367,0.4823601233463783,0.15482865313204142,0.08861414675832763,0.0005244775130000456,0.41458333333333336,0.3527272045612335,0.02716143485158682
SCARED-C-final,p4_multidomain,0.5,960,7200246,0.9616051806244463,0.9512637865995813,0.08339895605843478,0.05916978372769472,2.4810204331042973,-0.010341392978756457,0.07843565344850717,0.5751014597454476,0.042871684088231894,0.0309914405393584,0.00029729741499941387,0.375,0.3537808358669281,0.010606900043785552
D4D-final-specimen3,raw,0.5,51,5304,7.300629587509693,7.300629587509693,0.9521116231586418,0.6610105620036225,7.4014120929021825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
D4D-final-specimen3,a2_unconditional,0.5,51,5304,7.300629587509693,6.477037438046788,0.8250377193011826,0.49019608084747335,6.5810090334774145,-0.8235920474669288,0.9671945701357466,0.8933723196881092,0.9900990099009901,0.8316831683168316,0.03281423825153188,0.0392156862745098,nan,nan
D4D-final-specimen3,p4_multidomain,0.5,51,5304,7.300629587509693,6.479352923461305,0.8250377193011826,0.49132730338728087,6.5833484534382105,-0.8212765018381235,0.9519230769230769,0.8916617151911269,0.9702970297029703,0.8316831683168316,0.03281423825153188,0.0392156862745098,nan,nan
