dataset,method,coverage_threshold,frames,valid_count,raw_epe,epe,refined_minus_raw_epe,bad1,bad3,boundary_epe,new_bad3,intervention_coverage,intervention_precision,false_update_rate,clean_degradation,mean_clean_update,frames_worsened,worst_frame_degradation,p95_frame_degradation,catastrophic_tail_p99,raw_mc_temporal_error,refined_mc_temporal_error
SCARED-C-test,m0_scared_only,0.5,960,7200246,0.9616051806244463,0.934659526895616,-0.026945651926016206,0.0794172864404766,0.057416649254325575,2.410537167825803,0.00033287272568946605,0.05622460677037979,0.7627997855895423,0.01923392544286942,0.00971446635356628,0.006755711880125849,0.03333333333333333,0.040098004043102264,-0.0007547846413217487,0.0062661713082343305,0.23714127169300997,0.23120642031097105
SCARED-C-test,multidomain,0.5,960,7200246,0.9616051806244463,0.9420834644178204,-0.0195217158284465,0.08031767233012023,0.05760955943379221,2.4308103795344973,0.00022157071437138592,0.019684188568001703,0.8419541243623484,0.0024841597022177628,0.0020016541660973566,0.0020349238738719038,0.052083333333333336,0.04449927806854248,2.277609601151167e-05,0.004037867176812118,0.23714127169300997,0.23182275706818162
SCARED-C-test,oracle_authorization,0.5,960,7200246,0.9616051806244463,0.8964787510862386,-0.06512643141476782,0.07609059452605903,0.05671417318996022,2.321019688306143,0.0,0.2568785844261432,0.9708632566478282,0.21071003826572893,0.0,0.03002167008416981,0.0,-0.007456328719854355,-0.02610247749835254,-0.01930786609649658,0.23714127169300997,0.2280220906540492
SCARED-C-test,raw,0.9,960,139422,1.572575563014394,1.572575563014394,0.0,0.27131299260604064,0.16204759659334667,2.9249124383195286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37893719179708746,0.37893719179708746
SCARED-C-test,a2_no_authorization,0.9,960,139422,1.572575563014394,1.4822220278300275,-0.09035353374867412,0.26056146132290486,0.15235041846584912,2.717593883591495,0.004767651906344097,0.42097373441781066,0.6296151159422759,0.2538245327955028,0.12558199412105478,0.06737853525990749,0.05426356589147287,1.2979710102081299,0.0010780509910545482,0.17453638970851854,0.37893719179708746,0.4007729217600865
SCARED-C-test,m0_scared_only,0.9,960,139422,1.572575563014394,1.500246790421515,-0.0723287697657102,0.2609200845789074,0.1535051862536389,2.749511223514666,0.003458045550293629,0.17506562809312734,0.7386512618813503,0.03633574355783466,0.02480314115905336,0.022602150883463425,0.06589147286821706,1.277597188949585,0.004145848611369661,0.18555058315396278,0.37893719179708746,0.4019752299861225
SCARED-C-test,multidomain,0.9,960,139422,1.572575563014394,1.5147925623269882,-0.05778299852617957,0.2640903158086187,0.1557932037330868,2.8015432566476357,0.0030300695962820405,0.0920514696389379,0.7095995013246065,0.018387795824661532,0.016735683481022164,0.01941540461454211,0.06201550387596899,1.3146603107452393,0.008465273724868862,0.09371086955070346,0.37893719179708746,0.3912295939807757
SCARED-C-test,oracle_authorization,0.9,960,139422,1.572575563014394,1.4315950239710704,-0.14098053509754388,0.24927199449664797,0.14835535275482975,2.615504655284974,0.0,0.2696776692344106,0.9828452884385223,0.1218593773467505,0.0,0.025915328013374032,0.0,0.0,-0.0428718775510788,0.0,0.37893719179708746,0.3914322348058002
Fast-FoundationStereo,raw,0.05,320,4300609,1.0486879476238786,1.0486879476238786,0.0,0.0811745500840984,0.05423789984117266,2.9372001404853507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357183019395505,0.1357183019395505
Fast-FoundationStereo,a2_no_authorization,0.05,320,4300609,1.0486879476238786,1.0130645057145227,-0.035623439618568314,0.07941293921061898,0.05280786995421225,2.8075976733311885,0.0003569889308868518,0.4314786580226196,0.6213353912248245,0.3791181912275558,0.1408033818420889,0.05721284903506863,0.025,0.01986359991133213,-0.005762759153731167,0.006876791124232117,0.1357183019395505,0.14618720982964634
Fast-FoundationStereo,m0_scared_only,0.05,320,4300609,1.0486879476238786,1.0259084540864085,-0.022779493452132846,0.08006959027520698,0.05303504715225379,2.8306097254280176,0.0002606117537683491,0.06923856597984146,0.7252223207329196,0.02716040539460007,0.012584179571239461,0.008298542665530284,0.03125,0.018669085577130318,-0.0011526267742738088,0.005230297069065274,0.1357183019395505,0.14166033548336968
Fast-FoundationStereo,multidomain,0.05,320,4300609,1.0486879476238786,1.0332387665172067,-0.015449188821344145,0.08032397274864325,0.05332895880506651,2.8588997722224745,0.00019717983737149142,0.017882816131389763,0.8411327967545217,0.002254413319473689,0.0017860395177554484,0.0019723655436792737,0.0125,0.012651138938963413,-9.155000407190518e-05,0.0010960508405696632,0.1357183019395505,0.13837692475866825
Fast-FoundationStereo,oracle_authorization,0.05,320,4300609,1.0486879476238786,0.9883733184998691,-0.06031463327521259,0.0749268304558638,0.05247024314737772,2.7583288063334295,0.0,0.2750815058983507,0.9745946384585864,0.2301653273452562,0.0,0.03173788482811257,0.0,-0.02033139578998089,-0.028763416409492492,-0.021923847310245038,0.1357183019395505,0.13728215111830797
Fast-FoundationStereo,raw,0.25,320,4038927,0.9500286981724829,0.9500286981724829,0.0,0.07186611660015235,0.04949705681290149,2.7509370475455737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13147594661938258,0.13147594661938258
Fast-FoundationStereo,a2_no_authorization,0.25,320,4038927,0.9500286981724829,0.9156275326996081,-0.03440117026615181,0.07009906336965889,0.04818680803885895,2.6045940270440218,0.00031179897245961545,0.42055402338294307,0.6277158603003555,0.3721708899426876,0.1354368254152969,0.05578953399839865,0.028125,0.017768822610378265,-0.005499851680360729,0.004561938513070346,0.13147594661938258,0.14041461478053072
Fast-FoundationStereo,m0_scared_only,0.25,320,4038927,0.9500286981724829,0.9288628279417946,-0.02116587469092594,0.0708705553377526,0.04840889651159182,2.6331440252049885,0.00022375548555146943,0.06246089617366197,0.7329263700327024,0.024979198789747768,0.011129374799988363,0.0073682679296301675,0.021875,0.011931912042200565,-0.0013599455240182572,0.0030429770587943506,0.13147594661938258,0.13623061633282707
Fast-FoundationStereo,multidomain,0.25,320,4038927,0.9500286981724829,0.9351068188229961,-0.014921880685959916,0.07093096736298929,0.04859310388184574,2.659386175636035,0.0001661885920812372,0.016838383065601335,0.8543428075695864,0.0019413493148692288,0.0014883775056003259,0.0015694796424850245,0.009375,0.007334751542657614,-8.968520996859287e-05,0.0,0.13147594661938258,0.1337614227865564
Fast-FoundationStereo,oracle_authorization,0.25,320,4038927,0.9500286981724829,0.8923364416821161,-0.057692258980342706,0.06632875487002547,0.047890442103751374,2.556119159846084,0.0,0.2711039342874976,0.9737535948506305,0.2285689349198499,0.0,0.03150488122358647,0.0,-0.01848507486283779,-0.027652032021433112,-0.021369061246514318,0.13147594661938258,0.13226733426029974
Fast-FoundationStereo,raw,0.5,320,2400082,0.9757408121148207,0.9757408121148207,0.0,0.0774973520887625,0.058078432542514956,2.6692508322816466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1318956610542514,0.1318956610542514
Fast-FoundationStereo,a2_no_authorization,0.5,320,2400082,0.9757408121148207,0.9373983164079759,-0.03834250374586119,0.07461161747471731,0.05646765400826592,2.5061567381956804,0.00038129968469532055,0.4008317215828459,0.6419754498045277,0.35055689122695805,0.12308958189190339,0.05305073452337051,0.028125,0.012815587222576141,-0.004874670435674478,0.00985311805736274,0.1318956610542514,0.14186354978623103
Fast-FoundationStereo,m0_scared_only,0.5,320,2400082,0.9757408121148207,0.9523085809256692,-0.023432230249582756,0.07565741480441693,0.05678014346242167,2.545884206331112,0.00026717518518361077,0.05636432421892252,0.7837210505695636,0.018243671558831602,0.00861959004765899,0.0059630895990721265,0.021875,0.008152296766638756,-0.001212924998253583,0.0018312625878024863,0.1318956610542514,0.137254452043867
Fast-FoundationStereo,multidomain,0.5,320,2400082,0.9757408121148207,0.958053195711064,-0.017687626042093365,0.07633280845785789,0.05691347221608308,2.5608238048214123,0.000201266074912928,0.01973724231088771,0.8689915771252454,0.0019133170733592823,0.0014422352181761256,0.0014810103022077285,0.015625,0.002597270766273141,0.0,0.0007224255078472203,0.1318956610542514,0.13518931517483798
Fast-FoundationStereo,oracle_authorization,0.5,320,2400082,0.9757408121148207,0.9163027937938467,-0.0594380178612849,0.07218253368851694,0.05610849959238109,2.4575762441878943,0.0,0.2651288580973483,0.970562490276287,0.21872596274636374,0.0,0.030570273707966156,0.0,-0.011248096823692322,-0.026499977335333824,-0.016775214280933134,0.1318956610542514,0.1348749282347895
Fast-FoundationStereo,raw,0.9,320,46474,1.58443446315345,1.58443446315345,0.0,0.27639110156019875,0.1591427467003761,2.9268695961533577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27789782728949675,0.27789782728949675
Fast-FoundationStereo,a2_no_authorization,0.9,320,46474,1.58443446315345,1.4708827990076176,-0.11355166241272341,0.25166759934096306,0.14653354579581288,2.6429829796257853,0.0039408362980258875,0.4235056160433791,0.6768621075093995,0.23441851213366927,0.11556822702559343,0.05766655642652822,0.01937984496124031,0.043326377868652344,-0.025940285157412295,0.013914885520935172,0.27789782728949675,0.330201709991616
Fast-FoundationStereo,m0_scared_only,0.9,320,46474,1.58443446315345,1.4928895264071038,-0.09154493393217335,0.25440031080916553,0.1481258332783527,2.6904416691512623,0.002482215064340197,0.19221500193656668,0.8071196686443524,0.03023471688105026,0.017537461875082882,0.014075089411441328,0.007751937984496124,0.028062501922249794,0.0,0.0,0.27789782728949675,0.33108491963603226
Fast-FoundationStereo,multidomain,0.9,320,46474,1.58443446315345,1.5066718918091768,-0.07776255754004224,0.2606833931087502,0.15137496210666612,2.740646614624819,0.0031219612329684366,0.10216465120282309,0.7992839090143218,0.009448349025328207,0.008752154886619812,0.01095901286725225,0.007751937984496124,0.03235193341970444,0.0,0.0,0.27789782728949675,0.31509434035362993
Fast-FoundationStereo,oracle_authorization,0.9,320,46474,1.58443446315345,1.4275354225379753,-0.15689902102704,0.24362008892542075,0.14321986440900697,2.5664664928918386,0.0,0.2892800275422817,0.9909253198452841,0.11391062193343059,0.0,0.025728524812264737,0.0,0.0,-0.042491951398551484,0.0,0.27789782728949675,0.31650436555562494
CREStereo,raw,0.05,320,4300609,1.0856082841217134,1.0856082841217134,0.0,0.09256014707617545,0.06453365136114367,2.974463640317377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18547482845682878,0.18547482845682878
CREStereo,a2_no_authorization,0.05,320,4300609,1.0856082841217134,1.0344080544949348,-0.05120023089057734,0.08996632815248419,0.0625192852221697,2.820271372910919,0.00023887200846483032,0.45633978815558446,0.6280726140983696,0.4028710294622695,0.1506079092331952,0.05942014949486275,0.00625,0.003014471149072051,-0.005319779599085444,-0.002258003905881196,0.18547482845682878,0.1788468881061366
CREStereo,m0_scared_only,0.05,320,4300609,1.0856082841217134,1.0477876839871219,-0.03782059445637645,0.09044253991180588,0.062697399477641,2.838661999134572,0.00014615685751795615,0.07973382374449758,0.7459726337400555,0.030353685277695577,0.014402372786725003,0.009222570992873451,0.028125,0.008237713947892189,-0.0014705666864756493,0.0034947247966192665,0.18547482845682878,0.17681458728041696
CREStereo,multidomain,0.05,320,4300609,1.0856082841217134,1.0619301735253983,-0.023678103220559247,0.09130869601372735,0.06321941840100986,2.887462953733302,0.00010365205801069591,0.019924852503447766,0.8809998949690159,0.0023707747520872124,0.0018714142520895875,0.0020003893187898426,0.0125,0.0057699973694980145,-0.00028183624235680275,1.9699398326338326e-05,0.18547482845682878,0.1786252385085306
CREStereo,oracle_authorization,0.05,320,4300609,1.0856082841217134,1.010362083234108,-0.07524620033055268,0.08607385602037383,0.062295828488551475,2.7754413559069344,0.0,0.2940071975852722,0.97485546618581,0.24346297424926164,0.0,0.03297306246404504,0.0,-0.023132089525461197,-0.029505148995667696,-0.025100480914115906,0.18547482845682878,0.17155071881462652
CREStereo,raw,0.25,320,4038927,1.0146911905396059,1.0146911905396059,0.0,0.08386534313767076,0.06053142304691446,2.908415172084485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18134775938815614,0.18134775938815614
CREStereo,a2_no_authorization,0.25,320,4038927,1.0146911905396059,0.9649175505955043,-0.04977364261586786,0.08133397788031811,0.058622995718736005,2.735440427110621,0.00018711563829873013,0.44658816561923503,0.6354917596079694,0.39655895806548774,0.14517163018497314,0.057847400207618124,0.009375,0.0059973266907036304,-0.005544280214235184,-0.0005945737886941045,0.18134775938815614,0.17346576797384666
CREStereo,m0_scared_only,0.25,320,4038927,1.0146911905396059,0.9787729167589987,-0.035918280652033466,0.08197003794287935,0.058794328289240444,2.758789431390358,0.00010541726115477014,0.07254476250746796,0.7579478708409129,0.027940226824446034,0.012791543950898848,0.008110386935694863,0.025,0.004962008446455002,-0.0015482791233807792,0.002143253945978359,0.18134775938815614,0.1717003274479369
CREStereo,multidomain,0.25,320,4038927,1.0146911905396059,0.9916187894992077,-0.023072415904348494,0.08260312700471575,0.059228106611436404,2.8085028429803485,7.326499628865851e-05,0.01879187219773965,0.8964676741459044,0.002028399348849529,0.0015508186845963536,0.0015419951408338064,0.009375,0.0031791834626346827,-0.00024155645733117125,0.0,0.18134775938815614,0.17396988652973686
CREStereo,oracle_authorization,0.25,320,4038927,1.0146911905396059,0.9424629092103619,-0.07222828784234049,0.07832030608463521,0.05844720652358207,2.6932948823378506,0.0,0.2913283651821387,0.9741691270330955,0.24256028943146218,0.0,0.032776800393941485,0.0,-0.022691838443279266,-0.02897621830925345,-0.025398095324635505,0.18134775938815614,0.1669895355864539
CREStereo,raw,0.5,320,2400082,1.100315462075034,1.100315462075034,0.0,0.09049857488837411,0.07110257044341334,2.986384609735581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18229756268115246,0.18229756268115246
CREStereo,a2_no_authorization,0.5,320,2400082,1.100315462075034,1.0471571171886458,-0.0531583356430239,0.0870428597180973,0.06896181051087659,2.8079649698105973,0.00020094822387855486,0.4292465840750441,0.6526474262468369,0.3772768813470101,0.13303601238999735,0.05507116054437925,0.0125,0.010324256494641304,-0.005565777258016168,0.0010462950519286173,0.18229756268115246,0.17461974524172624
CREStereo,m0_scared_only,0.5,320,2400082,1.100315462075034,1.0625230658677638,-0.03779239073707889,0.08799866004488485,0.06917721967575817,2.840283856410978,9.419448054468204e-05,0.06507569324714739,0.8167517142912022,0.020782246527803163,0.010040674479871128,0.006498084737959269,0.0125,0.007746288087219,-0.001995202858233823,0.0009573321464995415,0.18229756268115246,0.17266429670939654
CREStereo,multidomain,0.5,320,2400082,1.100315462075034,1.0751993514878784,-0.025116110393017997,0.08905820664704447,0.06961387132225741,2.878591663085891,7.087013271771978e-05,0.02077887338849256,0.9120731487237071,0.0019881510292909872,0.0014885543622100207,0.001332668086493726,0.021875,0.0018709326395764947,-0.00012131001203670155,0.00024534732510801444,0.18229756268115246,0.1751915141929733
CREStereo,oracle_authorization,0.5,320,2400082,1.100315462075034,1.0275108871455492,-0.07280457372040172,0.08550124542160817,0.06877515013612323,2.770124957251123,0.0,0.2882622343736589,0.97184662059715,0.23479239930690102,0.0,0.03203236829696973,0.0,-0.014241599477827549,-0.027717218920588486,-0.021495700757950542,0.18229756268115246,0.1697493543546336
CREStereo,raw,0.9,320,46474,1.8685118715480524,1.8685118715480524,0.0,0.2849980628966558,0.18436114760342992,3.383892982997508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2607037400582809,0.2607037400582809
CREStereo,a2_no_authorization,0.9,320,46474,1.8685118715480524,1.7640061999368202,-0.10450567186138708,0.2751430894723568,0.17304299177013008,3.1492361578846473,0.0011343850645648256,0.44308645694366744,0.6670066045066045,0.27155215272944216,0.14391302906764775,0.06736750193368067,0.01937984496124031,1.3549003601074219,-0.016113281250000038,0.01982683181762699,0.2607037400582809,0.2915428570185257
CREStereo,m0_scared_only,0.9,320,46474,1.8685118715480524,1.7772501877340283,-0.09126167072720487,0.2755949561713692,0.17405431015969994,3.171902326321739,0.0006331451445266515,0.1935921160218617,0.8178281649438702,0.04613701899174704,0.03161976732624043,0.02474331655868395,0.01937984496124031,1.3400487899780273,0.0,0.0034386789938435085,0.2607037400582809,0.28789169260906655
CREStereo,multidomain,0.9,320,46474,1.8685118715480524,1.8082187607734992,-0.06029310845200064,0.2798123684550916,0.17840082641754615,3.2623116821247957,0.0005276209534466668,0.07873219434522528,0.8081443017217819,0.01673792714858639,0.014782406947068377,0.015797894699796658,0.050387596899224806,1.3400487899780273,5.6808732915661066e-05,0.01369409828446808,0.2607037400582809,0.27860213494549624
CREStereo,oracle_authorization,0.9,320,46474,1.8685118715480524,1.7330232409106021,-0.13548861907998433,0.2665576450240548,0.1721177433354533,3.0886807310327575,0.0,0.29984507466540433,0.9856476498026552,0.12197142951841172,0.0,0.027052242032322846,0.0,0.0,-0.035932711511850464,0.0,0.2607037400582809,0.28356334907455444
SERV-CT-seen-calibration,raw,0.05,7,132746,1.015624048948367,1.015624048948367,0.0,0.29316137177779344,0.037477588899234755,4.476162763599238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61938631069938,23.61938631069938
SERV-CT-seen-calibration,a2_no_authorization,0.05,7,132746,1.015624048948367,1.4076215268059666,0.391997495126012,0.5069003997274428,0.07683847279402387,4.569779494240948,0.04194222605973991,0.9005996414204571,0.38565131199237146,0.8886649276737016,0.6731765981232427,0.720030896374729,0.8571428571428571,0.7003538012504578,0.6807702779769897,0.6964370965957641,23.61938631069938,23.009577770995254
SERV-CT-seen-calibration,m0_scared_only,0.05,7,132746,1.015624048948367,1.06177175022922,0.0461476820161878,0.3179907414167475,0.0436849326279973,4.564189272903536,0.0068716687461732925,0.3337652358639808,0.5354579515189817,0.2891527490768657,0.1777838002642366,0.10861654362686296,0.5714285714285714,0.13564082980155945,0.12846607491374015,0.13420587882399557,23.61938631069938,23.514809258976694
SERV-CT-seen-calibration,multidomain,0.05,7,132746,1.015624048948367,1.0170588342752787,0.0014347803423067713,0.29364349690691377,0.037839182167473014,4.477979283220895,0.00040697810878047606,0.023541198981513568,0.4096,0.016328466411463804,0.012263288051763271,0.006632705887596659,0.7142857142857143,0.0035691186785697937,0.003499810746870935,0.003555257092230022,23.61938631069938,23.61777341001036
SERV-CT-seen-calibration,oracle_authorization,0.05,7,132746,1.015624048948367,0.9339204536605517,-0.08170360209117211,0.25138233840562535,0.03646814203399402,4.370706960035118,0.0,0.3509484278245672,0.9896537660720802,0.21093194213896135,0.0,0.032776996763817144,0.0,-0.03526211529970169,-0.041957366093993205,-0.03660116545856,23.61938631069938,23.52808209872459
SERV-CT-seen-calibration,raw,0.25,7,132746,1.015624048948367,1.015624048948367,0.0,0.29316137177779344,0.037477588899234755,4.476162763599238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61938631069938,23.61938631069938
SERV-CT-seen-calibration,a2_no_authorization,0.25,7,132746,1.015624048948367,1.4076215268059666,0.391997495126012,0.5069003997274428,0.07683847279402387,4.569779494240948,0.04194222605973991,0.9005996414204571,0.38565131199237146,0.8886649276737016,0.6731765981232427,0.720030896374729,0.8571428571428571,0.7003538012504578,0.6807702779769897,0.6964370965957641,23.61938631069938,23.009577770995254
SERV-CT-seen-calibration,m0_scared_only,0.25,7,132746,1.015624048948367,1.06177175022922,0.0461476820161878,0.3179907414167475,0.0436849326279973,4.564189272903536,0.0068716687461732925,0.3337652358639808,0.5354579515189817,0.2891527490768657,0.1777838002642366,0.10861654362686296,0.5714285714285714,0.13564082980155945,0.12846607491374015,0.13420587882399557,23.61938631069938,23.514809258976694
SERV-CT-seen-calibration,multidomain,0.25,7,132746,1.015624048948367,1.0170588342752787,0.0014347803423067713,0.29364349690691377,0.037839182167473014,4.477979283220895,0.00040697810878047606,0.023541198981513568,0.4096,0.016328466411463804,0.012263288051763271,0.006632705887596659,0.7142857142857143,0.0035691186785697937,0.003499810746870935,0.003555257092230022,23.61938631069938,23.61777341001036
SERV-CT-seen-calibration,oracle_authorization,0.25,7,132746,1.015624048948367,0.9339204536605517,-0.08170360209117211,0.25138233840562535,0.03646814203399402,4.370706960035118,0.0,0.3509484278245672,0.9896537660720802,0.21093194213896135,0.0,0.032776996763817144,0.0,-0.03526211529970169,-0.041957366093993205,-0.03660116545856,23.61938631069938,23.52808209872459
SERV-CT-seen-calibration,raw,0.5,7,132746,1.015624048948367,1.015624048948367,0.0,0.29316137177779344,0.037477588899234755,4.476162763599238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61938631069938,23.61938631069938
SERV-CT-seen-calibration,a2_no_authorization,0.5,7,132746,1.015624048948367,1.4076215268059666,0.391997495126012,0.5069003997274428,0.07683847279402387,4.569779494240948,0.04194222605973991,0.9005996414204571,0.38565131199237146,0.8886649276737016,0.6731765981232427,0.720030896374729,0.8571428571428571,0.7003538012504578,0.6807702779769897,0.6964370965957641,23.61938631069938,23.009577770995254
SERV-CT-seen-calibration,m0_scared_only,0.5,7,132746,1.015624048948367,1.06177175022922,0.0461476820161878,0.3179907414167475,0.0436849326279973,4.564189272903536,0.0068716687461732925,0.3337652358639808,0.5354579515189817,0.2891527490768657,0.1777838002642366,0.10861654362686296,0.5714285714285714,0.13564082980155945,0.12846607491374015,0.13420587882399557,23.61938631069938,23.514809258976694
SERV-CT-seen-calibration,multidomain,0.5,7,132746,1.015624048948367,1.0170588342752787,0.0014347803423067713,0.29364349690691377,0.037839182167473014,4.477979283220895,0.00040697810878047606,0.023541198981513568,0.4096,0.016328466411463804,0.012263288051763271,0.006632705887596659,0.7142857142857143,0.0035691186785697937,0.003499810746870935,0.003555257092230022,23.61938631069938,23.61777341001036
SERV-CT-seen-calibration,oracle_authorization,0.5,7,132746,1.015624048948367,0.9339204536605517,-0.08170360209117211,0.25138233840562535,0.03646814203399402,4.370706960035118,0.0,0.3509484278245672,0.9896537660720802,0.21093194213896135,0.0,0.032776996763817144,0.0,-0.03526211529970169,-0.041957366093993205,-0.03660116545856,23.61938631069938,23.52808209872459
SERV-CT-seen-calibration,raw,0.9,7,132746,1.015624048948367,1.015624048948367,0.0,0.29316137177779344,0.037477588899234755,4.476162763599238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61938631069938,23.61938631069938
SERV-CT-seen-calibration,a2_no_authorization,0.9,7,132746,1.015624048948367,1.4076215268059666,0.391997495126012,0.5069003997274428,0.07683847279402387,4.569779494240948,0.04194222605973991,0.9005996414204571,0.38565131199237146,0.8886649276737016,0.6731765981232427,0.720030896374729,0.8571428571428571,0.7003538012504578,0.6807702779769897,0.6964370965957641,23.61938631069938,23.009577770995254
SERV-CT-seen-calibration,m0_scared_only,0.9,7,132746,1.015624048948367,1.06177175022922,0.0461476820161878,0.3179907414167475,0.0436849326279973,4.564189272903536,0.0068716687461732925,0.3337652358639808,0.5354579515189817,0.2891527490768657,0.1777838002642366,0.10861654362686296,0.5714285714285714,0.13564082980155945,0.12846607491374015,0.13420587882399557,23.61938631069938,23.514809258976694
SERV-CT-seen-calibration,multidomain,0.9,7,132746,1.015624048948367,1.0170588342752787,0.0014347803423067713,0.29364349690691377,0.037839182167473014,4.477979283220895,0.00040697810878047606,0.023541198981513568,0.4096,0.016328466411463804,0.012263288051763271,0.006632705887596659,0.7142857142857143,0.0035691186785697937,0.003499810746870935,0.003555257092230022,23.61938631069938,23.61777341001036
