dataset,backbone,method,coverage_threshold,frames,valid_count,raw_epe,epe,refined_minus_raw_epe,bad1,bad3,boundary_epe,new_bad3,intervention_coverage,intervention_precision,false_update_rate,clean_degradation,mean_clean_update,frames_worsened,worst_frame_degradation,p95_frame_degradation,catastrophic_tail_p99,raw_mc_temporal_error,refined_mc_temporal_error
Fast-FoundationStereo,Fast-FoundationStereo,a2_no_authorization,0.05,320,4300609,1.0486879476238786,1.0130645057145227,-0.035623439618568314,0.07941293921061898,0.05280786995421225,2.8075976733311885,0.0003569889308868518,0.4314786580226196,0.6213353912248245,0.3791181912275558,0.1408033818420889,0.05721284903506863,0.025,0.01986359991133213,-0.005762759153731167,0.006876791124232117,0.1357183019395505,0.14618720982964634
Fast-FoundationStereo,Fast-FoundationStereo,m0_scared_only,0.05,320,4300609,1.0486879476238786,1.0259084540864085,-0.022779493452132846,0.08006959027520698,0.05303504715225379,2.8306097254280176,0.0002606117537683491,0.06923856597984146,0.7252223207329196,0.02716040539460007,0.012584179571239461,0.008298542665530284,0.03125,0.018669085577130318,-0.0011526267742738088,0.005230297069065274,0.1357183019395505,0.14166033548336968
Fast-FoundationStereo,Fast-FoundationStereo,multidomain,0.05,320,4300609,1.0486879476238786,1.0332387665172067,-0.015449188821344145,0.08032397274864325,0.05332895880506651,2.8588997722224745,0.00019717983737149142,0.017882816131389763,0.8411327967545217,0.002254413319473689,0.0017860395177554484,0.0019723655436792737,0.0125,0.012651138938963413,-9.155000407190518e-05,0.0010960508405696632,0.1357183019395505,0.13837692475866825
Fast-FoundationStereo,Fast-FoundationStereo,oracle_authorization,0.05,320,4300609,1.0486879476238786,0.9883733184998691,-0.06031463327521259,0.0749268304558638,0.05247024314737772,2.7583288063334295,0.0,0.2750815058983507,0.9745946384585864,0.2301653273452562,0.0,0.03173788482811257,0.0,-0.02033139578998089,-0.028763416409492492,-0.021923847310245038,0.1357183019395505,0.13728215111830797
Fast-FoundationStereo,Fast-FoundationStereo,raw,0.25,320,4038927,0.9500286981724829,0.9500286981724829,0.0,0.07186611660015235,0.04949705681290149,2.7509370475455737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13147594661938258,0.13147594661938258
Fast-FoundationStereo,Fast-FoundationStereo,a2_no_authorization,0.25,320,4038927,0.9500286981724829,0.9156275326996081,-0.03440117026615181,0.07009906336965889,0.04818680803885895,2.6045940270440218,0.00031179897245961545,0.42055402338294307,0.6277158603003555,0.3721708899426876,0.1354368254152969,0.05578953399839865,0.028125,0.017768822610378265,-0.005499851680360729,0.004561938513070346,0.13147594661938258,0.14041461478053072
Fast-FoundationStereo,Fast-FoundationStereo,m0_scared_only,0.25,320,4038927,0.9500286981724829,0.9288628279417946,-0.02116587469092594,0.0708705553377526,0.04840889651159182,2.6331440252049885,0.00022375548555146943,0.06246089617366197,0.7329263700327024,0.024979198789747768,0.011129374799988363,0.0073682679296301675,0.021875,0.011931912042200565,-0.0013599455240182572,0.0030429770587943506,0.13147594661938258,0.13623061633282707
Fast-FoundationStereo,Fast-FoundationStereo,multidomain,0.25,320,4038927,0.9500286981724829,0.9351068188229961,-0.014921880685959916,0.07093096736298929,0.04859310388184574,2.659386175636035,0.0001661885920812372,0.016838383065601335,0.8543428075695864,0.0019413493148692288,0.0014883775056003259,0.0015694796424850245,0.009375,0.007334751542657614,-8.968520996859287e-05,0.0,0.13147594661938258,0.1337614227865564
Fast-FoundationStereo,Fast-FoundationStereo,oracle_authorization,0.25,320,4038927,0.9500286981724829,0.8923364416821161,-0.057692258980342706,0.06632875487002547,0.047890442103751374,2.556119159846084,0.0,0.2711039342874976,0.9737535948506305,0.2285689349198499,0.0,0.03150488122358647,0.0,-0.01848507486283779,-0.027652032021433112,-0.021369061246514318,0.13147594661938258,0.13226733426029974
Fast-FoundationStereo,Fast-FoundationStereo,raw,0.5,320,2400082,0.9757408121148207,0.9757408121148207,0.0,0.0774973520887625,0.058078432542514956,2.6692508322816466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1318956610542514,0.1318956610542514
