specimen,frames,raw_mc_inconsistency,temporal_module_mc_inconsistency,update_magnitude,support_coverage
specimen_2,198,4.935292173515666,2.9497485663741827,1.263646823265872,0.9733738303184509
specimen_3,306,2.9307333814844587,0.9176303165591188,1.9644698646205654,0.976329928519679
