require_helpful_class,utility_margin_px,uncertainty_threshold_px,SCARED-C_raw_epe,SCARED-C_output_epe,SCARED-C_gain,SCARED-C_coverage,SCARED-C_precision,SCARED-C_harmful_acceptance,SCARED-C_false_update_rate,SCARED-C_clean_degradation,D4D_raw_epe,D4D_output_epe,D4D_gain,D4D_coverage,D4D_precision,D4D_harmful_acceptance,D4D_false_update_rate,D4D_clean_degradation
True,0.0,0.1,0.18623508512973785,0.18613450229167938,0.00010058283805847168,0.0006223900533871711,0.8556749182624942,0.06445586174684727,0.0004503077912964583,4.1903219958807314e-05,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.0,0.25,0.18623508512973785,0.18544188141822815,0.0007932037115097046,0.0030599148537848496,0.8158844765342961,0.09718791563746912,0.0015826056697485777,0.0003091121588265641,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.0,0.5,0.18623508512973785,0.18517842888832092,0.0010566562414169312,0.0034549770128475144,0.8343289861169542,0.08767353807320151,0.0015980916423420498,0.0003145777962124955,0.882704496383667,0.8797133564949036,0.0029911398887634277,0.003694167692824359,0.9696969696969697,0.030303030303030304,0.0004623208506703652,0.0004623208506703652
True,0.0,1.0,0.18623508512973785,0.18517842888832092,0.0010566562414169312,0.0034549770128475144,0.8343289861169542,0.08767353807320151,0.0015980916423420498,0.0003145777962124955,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.0,2.0,0.18623508512973785,0.18517842888832092,0.0010566562414169312,0.0034549770128475144,0.8343289861169542,0.08767353807320151,0.0015980916423420498,0.0003145777962124955,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.02,0.1,0.18623508512973785,0.18613450229167938,0.00010058283805847168,0.0006223900533871711,0.8556749182624942,0.06445586174684727,0.0004503077912964583,4.1903219958807314e-05,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.02,0.25,0.18623508512973785,0.18544557690620422,0.0007895082235336304,0.003048577529131837,0.8151997711452275,0.09754934681033661,0.0015826056697485777,0.0003091121588265641,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.02,0.5,0.18623508512973785,0.18518386781215668,0.0010512173175811768,0.003439860579976831,0.8336009465055354,0.08805881855826925,0.0015980916423420498,0.0003145777962124955,0.882704496383667,0.8797133564949036,0.0029911398887634277,0.003694167692824359,0.9696969696969697,0.030303030303030304,0.0004623208506703652,0.0004623208506703652
True,0.02,1.0,0.18623508512973785,0.18518386781215668,0.0010512173175811768,0.003439860579976831,0.8336009465055354,0.08805881855826925,0.0015980916423420498,0.0003145777962124955,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.02,2.0,0.18623508512973785,0.18518386781215668,0.0010512173175811768,0.003439860579976831,0.8336009465055354,0.08805881855826925,0.0015980916423420498,0.0003145777962124955,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
