require_helpful_class,utility_margin_px,uncertainty_threshold_px,SCARED-C_raw_epe,SCARED-C_output_epe,SCARED-C_gain,SCARED-C_coverage,SCARED-C_precision,SCARED-C_harmful_acceptance,SCARED-C_false_update_rate,SCARED-C_clean_degradation,D4D_raw_epe,D4D_output_epe,D4D_gain,D4D_coverage,D4D_precision,D4D_harmful_acceptance,D4D_false_update_rate,D4D_clean_degradation
True,0.05,0.1,0.18623508512973785,0.18613450229167938,0.00010058283805847168,0.0006223900533871711,0.8556749182624942,0.06445586174684727,0.0004503077912964583,4.1903219958807314e-05,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.05,0.25,0.18623508512973785,0.18545332551002502,0.0007817596197128296,0.0030206702684474986,0.8135886825137137,0.09845058223462612,0.001581391083662815,0.0003091121588265641,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.05,0.5,0.18623508512973785,0.18519574403762817,0.0010393410921096802,0.00340265089906438,0.8318667236223836,0.08902178556172576,0.0015968770562562874,0.0003145777962124955,0.882704496383667,0.8797133564949036,0.0029911398887634277,0.003694167692824359,0.9696969696969697,0.030303030303030304,0.0004623208506703652,0.0004623208506703652
True,0.05,1.0,0.18623508512973785,0.18519574403762817,0.0010393410921096802,0.00340265089906438,0.8318667236223836,0.08902178556172576,0.0015968770562562874,0.0003145777962124955,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.05,2.0,0.18623508512973785,0.18519574403762817,0.0010393410921096802,0.00340265089906438,0.8318667236223836,0.08902178556172576,0.0015968770562562874,0.0003145777962124955,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.1,0.1,0.18623508512973785,0.1861383467912674,9.673833847045898e-05,0.0006032038116666885,0.8510843373493976,0.06650602409638554,0.00044666403303917073,4.1903219958807314e-05,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.1,0.25,0.18623508512973785,0.18548355996608734,0.0007515251636505127,0.002909331926342274,0.8069544364508393,0.10191846522781775,0.0015695488693266305,0.0003082012192622422,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.1,0.5,0.18623508512973785,0.18523284792900085,0.0010022372007369995,0.003276777525352729,0.8258516678495387,0.09217530163236339,0.0015850348419201028,0.00031366685664817356,0.882704496383667,0.8797133564949036,0.0029911398887634277,0.003694167692824359,0.9696969696969697,0.030303030303030304,0.0004623208506703652,0.0004623208506703652
True,0.1,1.0,0.18623508512973785,0.18523284792900085,0.0010022372007369995,0.003276777525352729,0.8258516678495387,0.09217530163236339,0.0015850348419201028,0.00031366685664817356,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.1,2.0,0.18623508512973785,0.18523284792900085,0.0010022372007369995,0.003276777525352729,0.8258516678495387,0.09217530163236339,0.0015850348419201028,0.00031366685664817356,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.25,0.1,0.18623508512973785,0.18623508512973785,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.25,0.25,0.18623508512973785,0.1858053058385849,0.0004297792911529541,0.0013491416337084825,0.759965524671407,0.13380736910148675,0.0006658968215193075,0.00018795719677175163,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
True,0.25,0.5,0.18623508512973785,0.1855994611978531,0.0006356239318847656,0.0016404236671012642,0.797270955165692,0.11341485025695552,0.0006795609149841359,0.00019342283415768304,0.882704496383667,0.8797133564949036,0.0029911398887634277,0.003694167692824359,0.9696969696969697,0.030303030303030304,0.0004623208506703652,0.0004623208506703652
True,0.25,1.0,0.18623508512973785,0.1855994611978531,0.0006356239318847656,0.0016404236671012642,0.797270955165692,0.11341485025695552,0.0006795609149841359,0.00019342283415768304,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
True,0.25,2.0,0.18623508512973785,0.1855994611978531,0.0006356239318847656,0.0016404236671012642,0.797270955165692,0.11341485025695552,0.0006795609149841359,0.00019342283415768304,0.882704496383667,0.8919469118118286,-0.009242415428161621,0.09683197134221426,0.5341040462427745,0.41734104046242776,0.14840499306518723,0.14840499306518723
False,0.0,0.1,0.18623508512973785,0.185591459274292,0.0006436258554458618,0.007273620516487813,0.4203269253826786,0.04240438032053075,0.00564387789401704,0.00032004343359842686,0.882704496383667,0.8826802372932434,2.4259090423583984e-05,0.0,0.0,0.0,0.0,0.0
False,0.0,0.25,0.18623508512973785,0.18479301035404205,0.0014420747756958008,0.01016463830300599,0.5315449293599497,0.0595435565978379,0.007004517956592515,0.0006276373598177878,0.882704496383667,0.882673978805542,3.0517578125e-05,0.0,0.0,0.0,0.0,0.0
False,0.0,0.5,0.18623508512973785,0.18071188032627106,0.005523204803466797,0.014572531987970807,0.665443156655828,0.04685910351293662,0.007146320882105291,0.0007056745158280303,0.882704496383667,0.8549310564994812,0.02777343988418579,0.06571140714205755,0.7632027257240205,0.21294718909710392,0.0638002773925104,0.05640314378178456
False,0.0,1.0,0.18623508512973785,0.17868535220623016,0.00754973292350769,0.015915568908404593,0.691738661893368,0.044512228533854496,0.007155126631227069,0.0007138729719069275,0.882704496383667,0.548788845539093,0.333915650844574,0.986454718459644,0.6573990013617794,0.2921016795279165,0.9833564493758669,0.9620896902450301
False,0.0,2.0,0.18623508512973785,0.17868530750274658,0.007549777626991272,0.01591615030966885,0.6917316578692627,0.04451060254607222,0.007155126631227069,0.0007138729719069275,0.882704496383667,0.548788845539093,0.333915650844574,0.986454718459644,0.6573990013617794,0.2921016795279165,0.9833564493758669,0.9620896902450301
False,0.02,0.1,0.18623508512973785,0.18566380441188812,0.0005712807178497314,0.006643090845401043,0.44346227901277785,0.04533520042009452,0.005404300788600381,0.000312452270562411,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
False,0.02,0.25,0.18623508512973785,0.18487901985645294,0.0013560652732849121,0.009473642900436487,0.552916628310166,0.06299671668354352,0.0067482402924966215,0.0006188316106960094,0.882704496383667,0.8827025294303894,1.9669532775878906e-06,0.0,0.0,0.0,0.0,0.0
False,0.02,0.5,0.18623508512973785,0.1808149814605713,0.005420103669166565,0.013857699133566766,0.6861967694566814,0.048625970211873294,0.006887614045837872,0.0006962614736633708,0.882704496383667,0.8551305532455444,0.02757394313812256,0.06537557371543715,0.761986301369863,0.21404109589041095,0.0638002773925104,0.05640314378178456
False,0.02,1.0,0.18623508512973785,0.1787949502468109,0.007440134882926941,0.01519492204135798,0.7117849626937057,0.046030227664052036,0.00689641979495965,0.0007044599297422678,0.882704496383667,0.5490199327468872,0.3336845636367798,0.9857830516064032,0.6572791278673632,0.2921871451283216,0.9833564493758669,0.9620896902450301
False,0.02,2.0,0.18623508512973785,0.1787949502468109,0.007440134882926941,0.015195503442622237,0.7117768595041323,0.04602846648301194,0.00689641979495965,0.0007044599297422678,0.882704496383667,0.5490199327468872,0.3336845636367798,0.9857830516064032,0.6572791278673632,0.2921871451283216,0.9833564493758669,0.9620896902450301
False,0.05,0.1,0.18623508512973785,0.18578845262527466,0.0004466325044631958,0.004453824384841125,0.6085111937863064,0.06605312969127342,0.0036968963985397033,0.00030516475404783586,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
False,0.05,0.25,0.18623508512973785,0.18502579629421234,0.0012092888355255127,0.007191933638859698,0.6833872271624899,0.08181083265966047,0.0050135077155062865,0.0006100258615742311,0.882704496383667,0.8827076554298401,-3.159046173095703e-06,0.0,0.0,0.0,0.0,0.0
False,0.05,0.5,0.18623508512973785,0.18098880350589752,0.005246281623840332,0.011539652292973912,0.7929514308746474,0.05761285771866183,0.005151666882761774,0.0006871520780201518,0.882704496383667,0.8551556468009949,0.02754884958267212,0.06448001791111609,0.7638888888888888,0.21354166666666666,0.06241331484049931,0.05547850208044383
False,0.05,1.0,0.18623508512973785,0.17897650599479675,0.007258579134941101,0.012870479786858296,0.8119663911099065,0.05364322175543208,0.005160472631883553,0.0006953505340990489,0.882704496383667,0.5490984916687012,0.3336060047149658,0.9846636068510018,0.6572305593451568,0.29229195088676674,0.9819694868238558,0.9611650485436893
False,0.05,2.0,0.18623508512973785,0.17897647619247437,0.007258608937263489,0.012871061188122554,0.8119522992140211,0.053640798626795556,0.005160472631883553,0.0006953505340990489,0.882704496383667,0.5490984916687012,0.3336060047149658,0.9846636068510018,0.6572305593451568,0.29229195088676674,0.9819694868238558,0.9611650485436893
False,0.1,0.1,0.18623508512973785,0.1860070526599884,0.00022803246974945068,0.0018500188228659303,0.7900691389063482,0.10339409176618479,0.0015941442375633217,0.00019858482502217378,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
False,0.1,0.25,0.18623508512973785,0.1852830946445465,0.0009519904851913452,0.0044241729203640156,0.7944674420132729,0.10821998817267889,0.002859439292406438,0.0004973730021197564,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
False,0.1,0.5,0.18623508512973785,0.18137113749980927,0.004863947629928589,0.00863758788243485,0.8821054757176994,0.06407969575606637,0.002992740115318876,0.0005726773394370332,0.882704496383667,0.8547241687774658,0.027980327606201172,0.06291279525355424,0.7775800711743772,0.20462633451957296,0.05779010633379565,0.05177993527508091
False,0.1,1.0,0.18623508512973785,0.1793922632932663,0.006842821836471558,0.009942252319427669,0.8944767696850969,0.05824391099675448,0.003001242217919214,0.0005808757955159304,0.882704496383667,0.5486438870429993,0.3340606093406677,0.9818649949624986,0.6581917683274427,0.29187093831946187,0.9764216366158114,0.9565418400369856
False,0.1,2.0,0.18623508512973785,0.1793922334909439,0.006842851638793945,0.009942833720691926,0.8944537028915592,0.05824050521884045,0.003001242217919214,0.0005808757955159304,0.882704496383667,0.5486438870429993,0.3340606093406677,0.9818649949624986,0.6581917683274427,0.29187093831946187,0.9764216366158114,0.9565418400369856
False,0.25,0.1,0.18623508512973785,0.18623508512973785,0.0,0.0,0.0,0.0,0.0,0.0,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
False,0.25,0.25,0.18623508512973785,0.18576964735984802,0.00046543776988983154,0.0014491426511606949,0.7638916750250753,0.1342026078234704,0.0006956541806204896,0.000202532229800902,0.882704496383667,0.882704496383667,0.0,0.0,0.0,0.0,0.0,0.0
False,0.25,0.5,0.18623508512973785,0.1835521012544632,0.002682983875274658,0.003992191781021028,0.8960168936139227,0.0613121677710624,0.0007916064813957294,0.00025415213844580956,0.882704496383667,0.8580185770988464,0.024685919284820557,0.050598902944139705,0.8030973451327433,0.18141592920353983,0.039297272306981046,0.036523347202958856
False,0.25,1.0,0.18623508512973785,0.1824880689382553,0.003747016191482544,0.0046576055279632204,0.9049432030957434,0.05754587442266883,0.0007988939979103047,0.0002611360084389441,0.882704496383667,0.5535926818847656,0.32911181449890137,0.9620508227918952,0.6583663020712125,0.29124970909937165,0.9491447064262598,0.9325011558021267
False,0.25,2.0,0.18623508512973785,0.18248802423477173,0.0037470608949661255,0.004658186929227478,0.9048926610084873,0.057538691962056916,0.0007988939979103047,0.0002611360084389441,0.882704496383667,0.5535926818847656,0.32911181449890137,0.9620508227918952,0.6583663020712125,0.29124970909937165,0.9491447064262598,0.9325011558021267
