age,historical_only_count,recurrent_only_count,raw_epe,historical_memory_epe,recurrent_memory_epe,fused_epe,historical_selection_oracle_epe,recurrent_selection_oracle_epe,convex_fusion_oracle_epe,historical_selection_gain,recurrent_selection_gain,convex_fusion_gain,fused_gain,endpoint_selection_gain,beyond_endpoint_gain_signed,interpolation_advantage,recurrent_candidate_improvement,gt_between_endpoint_fraction,fused_better_than_both_fraction,fused_worse_than_both_fraction,harmful_update_rate,clean_pixel_degradation,reset_mean,fusion_mean,temporal_weight_mean,temporal_weight_p95,recurrent_raw_difference_mean,delta_fusion_mean,delta_fusion_p95,w_star_mean,temporal_valid_count,raw_tepe,fused_tepe,raw_teper,fused_teper,reset,pre_reset,evidence_reset,state_age_before,accumulated_update_before,disagreement_mean,warp_support_fraction,fb_confidence_mean,decision_temporal_activation,decision_update_magnitude,historical_selection_normalized_gain,recurrent_selection_normalized_gain,convex_fusion_normalized_gain,frames_worsened_fraction,worst_frame_degradation
1,0.0,0.0,0.15524321794509888,0.1580182909965515,0.1580182909965515,0.15289278328418732,0.1352536529302597,0.1352536529302597,0.1338827759027481,0.019989555701613426,0.019989555701613426,0.02136046066880226,0.002350438153371215,0.019989555701613426,-0.017639117315411568,0.00021050481882411987,0.0,0.0883074402809143,0.04215499386191368,0.001817025477066636,0.007904061116278172,0.008297915570437908,0.5813180804252625,0.4850994050502777,0.3908136188983917,0.9996849298477173,0.045496005564928055,0.02071327343583107,0.09169932454824448,0.48361724615097046,7312.0,0.04350508004426956,0.03604254871606827,3.7554514408111572,2.6487104892730713,1.0,1.0,0.0,0.0,0.0,0.06035211309790611,0.9944444298744202,0.9317792057991028,0.47174903750419617,0.03361455723643303,0.11758331142805255,0.11758331142805255,0.11003686623688394,0.0,-0.002350438153371215
2,0.0,0.0,0.15303263068199158,0.15882344543933868,0.1596977859735489,0.15017066895961761,0.13061939179897308,0.1266748011112213,0.12230190634727478,0.02241324819624424,0.02635783515870571,0.030730729922652245,0.002861953806132078,0.02635783515870571,-0.023495880886912346,0.0011030766181647778,-0.0008743564831092954,0.14955462515354156,0.07491795718669891,0.0015939990989863873,0.04988279566168785,0.05939961597323418,0.631420910358429,0.5401458144187927,0.45012420415878296,0.9998807311058044,0.06812664121389389,0.040573880076408386,0.16265428066253662,0.42335739731788635,6996.0,0.048617083579301834,0.03486698865890503,4.264155387878418,2.65116548538208,0.0,0.0,0.0,1.0,0.03361455723643303,0.10341634601354599,0.9944444298744202,0.9296245574951172,0.5496529936790466,0.07369992882013321,0.12769027412151945,0.10858076123853462,0.09313003021195647,0.0,-0.002861953806132078
3,0.0,0.0,0.16921532154083252,0.15513476729393005,0.15841065347194672,0.1653866469860077,0.13861174881458282,0.12953071296215057,0.12497399002313614,0.03060358390212059,0.03968460112810135,0.04424133524298668,0.0038286771159619093,0.03968460112810135,-0.03585592657327652,0.00045990964281372726,-0.0032758847810328007,0.15167070925235748,0.0689588412642479,0.0019370459485799074,0.07186440378427505,0.09348510205745697,0.6358306407928467,0.5584679841995239,0.4735965430736542,0.9999768733978271,0.07767803221940994,0.05127380043268204,0.21232829988002777,0.5246282815933228,6650.0,0.04707147926092148,0.036881521344184875,4.438145637512207,3.117460012435913,0.0,0.0,0.0,2.0,0.10731448605656624,0.12517300248146057,0.9944444298744202,0.9279730319976807,0.5786853432655334,0.10107113420963287,0.1251055147072697,0.09647765145989479,0.08654072249252122,0.0,-0.0038286771159619093
4,0.0,0.0,0.16623711585998535,0.17010976374149323,0.1740342527627945,0.16956554353237152,0.1460271179676056,0.13481710851192474,0.12913963198661804,0.02020999789237976,0.031420011073350906,0.03709748014807701,-0.003328443970531225,0.031420011073350906,-0.03474845364689827,0.0004029870906379074,-0.0039244722574949265,0.1407458782196045,0.06774449348449707,0.0013886133674532175,0.10017853230237961,0.13603509962558746,0.6312822699546814,0.5631092190742493,0.47352170944213867,0.9999809861183167,0.08199211955070496,0.05772540718317032,0.2531052827835083,0.4329932928085327,6328.0,0.044415295124053955,0.03239694982767105,4.43826150894165,2.950191020965576,0.0,0.0,0.0,3.0,0.2083856202661991,0.14741204679012299,0.9944444298744202,0.9371363520622253,0.6010430455207825,0.12505117058753967,-0.1646929400119445,-0.10593388916257472,-0.08972156484067177,1.0,0.003328443970531225
