backbone,historical_only_count,recurrent_only_count,raw_epe,historical_memory_epe,recurrent_memory_epe,fused_epe,historical_selection_oracle_epe,recurrent_selection_oracle_epe,convex_fusion_oracle_epe,historical_selection_gain,recurrent_selection_gain,convex_fusion_gain,fused_gain,endpoint_selection_gain,beyond_endpoint_gain_signed,interpolation_advantage,recurrent_candidate_improvement,gt_between_endpoint_fraction,fused_better_than_both_fraction,fused_worse_than_both_fraction,harmful_update_rate,clean_pixel_degradation,reset_mean,fusion_mean,temporal_weight_mean,temporal_weight_p95,recurrent_raw_difference_mean,delta_fusion_mean,delta_fusion_p95,w_star_mean,temporal_valid_count,raw_tepe,fused_tepe,raw_teper,fused_teper,reset,pre_reset,evidence_reset,state_age_before,accumulated_update_before,disagreement_mean,warp_support_fraction,fb_confidence_mean,decision_temporal_activation,decision_update_magnitude,historical_selection_normalized_gain,recurrent_selection_normalized_gain,convex_fusion_normalized_gain,frames_worsened_fraction,worst_frame_degradation
S2M2-S,0.0,0.0,0.16074540514638208,0.16041190344259967,0.16237761234485812,0.15926324271221443,0.13748436229946967,0.13157048435100582,0.1276251755562917,0.023261045513462097,0.0291749188399065,0.033120235900172115,0.0014821580647821114,0.0291749188399065,-0.02769276088991572,0.0005440438599631065,-0.0019657085851989865,0.13194230114012187,0.06316690154704929,0.0016873024360491732,0.056346394833147316,0.07275770845806147,0.6193638473367415,0.5357445126008578,0.44597519718622447,0.9998771249305987,0.06787270119952843,0.04211366658930234,0.17795431274158363,0.4662778834175164,6833.709688918462,0.0458939053026511,0.0350769867108599,4.21549650564878,2.8365844425676543,0.26157941015708547,0.26157941015708547,0.0,1.462986287696951,0.08478017882992524,0.10803133499993396,0.9944444298744202,0.931582734399191,0.5487115422788774,0.08223414375213701,0.06371846286635428,0.05080247430730681,0.04475083055717031,0.25,0.003328443970531225
