configuration,raw_tepe,output_tepe,raw_teper,output_teper
cs1,0.11064653285011204,0.07015156845292905,9.104476468644728,5.600675461678112
hard,0.11064956301690529,0.12260705084427077,9.100411143047186,10.540853707571529
soft,0.11064653285011204,0.12770280750659618,9.104476468644728,11.136516683167898
consensus,0.11064956301690529,0.10260993068730406,9.100411143047186,8.044061063888261
