phase,sequence,backbone,reset_mean,fusion_mean,product_mean,product_p95
test,dataset_7_keyframe_1,S2M2-S,0.7465585470199585,0.39458930492401123,0.3667261302471161,0.9949516654014587
test,dataset_7_keyframe_1,S2M2-S,0.768346905708313,0.4211641550064087,0.3942851424217224,0.9979223012924194
test,dataset_7_keyframe_1,S2M2-S,0.7910541296005249,0.442564994096756,0.4166829586029053,0.9994472861289978
test,dataset_7_keyframe_1,S2M2-S,0.78790682554245,0.44262462854385376,0.4174375534057617,0.9996362328529358
test,dataset_7_keyframe_1,S2M2-S,0.7543144822120667,0.37009620666503906,0.33957216143608093,0.9150695204734802
test,dataset_7_keyframe_1,S2M2-S,0.7864289879798889,0.4132463335990906,0.38719141483306885,0.9940613508224487
test,dataset_7_keyframe_1,S2M2-S,0.7573792934417725,0.4249317944049835,0.4019061326980591,0.9990407228469849
test,dataset_7_keyframe_1,S2M2-S,0.8032400608062744,0.45256391167640686,0.4229927659034729,0.9996740818023682
test,dataset_7_keyframe_1,S2M2-S,0.7463518381118774,0.36460840702056885,0.3376360237598419,0.8897580504417419
test,dataset_7_keyframe_1,S2M2-S,0.7431526780128479,0.38683658838272095,0.3525402843952179,0.9935637712478638
test,dataset_7_keyframe_1,S2M2-S,0.766804575920105,0.38187751173973083,0.36195722222328186,0.9956288933753967
test,dataset_7_keyframe_1,S2M2-S,0.7498130202293396,0.3998591899871826,0.37907275557518005,0.9996334314346313
test,dataset_7_keyframe_1,S2M2-S,0.699288547039032,0.29280421137809753,0.2603629529476166,0.5885885953903198
test,dataset_7_keyframe_1,S2M2-S,0.7075541019439697,0.32220882177352905,0.2890027165412903,0.8085473775863647
test,dataset_7_keyframe_1,S2M2-S,0.6807891726493835,0.3132864832878113,0.2874661684036255,0.9163703918457031
test,dataset_7_keyframe_1,S2M2-S,0.6888524889945984,0.30521678924560547,0.28249484300613403,0.8680366277694702
test,dataset_7_keyframe_1,S2M2-S,0.6585063934326172,0.2911457419395447,0.2574547827243805,0.7275565266609192
test,dataset_7_keyframe_1,S2M2-S,0.6483063697814941,0.30441007018089294,0.27108216285705566,0.9036728739738464
test,dataset_7_keyframe_1,S2M2-S,0.6398441791534424,0.3014112412929535,0.2682119309902191,0.8791444301605225
