epoch,train_total,train_disparity,train_reset,train_fusion,validation_fused_epe,validation_gain
1,1.7527196695536726,0.07101769163634589,0.6843479545225789,0.9973540216184861,0.3102150692451501,-0.0005634259800497698
2,1.6965051762884555,0.0698791226809457,0.6482525710946482,0.9783734827216259,0.31046449152402467,-0.0008128482589243591
3,1.6428818647939918,0.061726079638041484,0.6303675547953901,0.9507882241356232,0.3062635138592227,0.003388129405877627
4,1.5604945237336139,0.052721247970445105,0.5921955490851891,0.9155777257322008,0.30800430859465133,0.0016473346704489744
5,1.4854454978847267,0.04926854642923207,0.5413963268082842,0.894780623032246,0.30645356466054147,0.0031980786045588405
6,1.4420388308761285,0.04922572381402499,0.519075047611908,0.8737380579992675,0.3049244563870495,0.004727186878050793
7,1.4031771089925595,0.05038649015750651,0.5054592815428578,0.8473313352582175,0.30356511827331045,0.0060865249917898545
8,1.333657304815888,0.04912983269756169,0.47396386410628016,0.8105636080698077,0.30039476294821055,0.00925688031688976
9,1.3007099572580694,0.04847726762013812,0.46916213973985976,0.7830705498405897,0.29727736995294873,0.012374273312151574
10,1.2342862556211553,0.046733074742620825,0.44621175116561546,0.7413414270148228,0.29589354764309117,0.013758095622009137
11,1.190391611028058,0.04747176204890725,0.4212333496440352,0.7216864999205632,0.3017664428385925,0.00788520042650781
12,1.1410450888190633,0.04669787404101405,0.4016475237329619,0.6926996901788599,0.299221619182359,0.010430024082741296
