backbone,raw_epe,memory_epe,fused_epe,oracle_epe,raw_bad1,raw_bad3,fused_bad1,fused_bad3,harmful_update_rate,clean_pixel_degradation,effective_temporal_fraction,gain,oracle_gain,oracle_recovery,frames_worsened_fraction,worst_frame_degradation
S2M2-S,0.5692236663558742,0.5687483116384594,0.5487163123359312,0.5284864911062904,0.0777052726052569,0.03714738672678518,0.07259700107978986,0.035761874690149735,0.006953702922119006,0.03556902289730172,0.8418443653708088,0.02050735401994297,0.04073717524958376,0.503406382359624,0.3091065785693766,0.7366180419921875
RAFT-Stereo,0.514768915644598,0.5112238705614308,0.47872339365412375,0.4535849351740328,0.07161723952429395,0.035530241396332526,0.06804663629761235,0.033530666076090614,0.006825973710318335,0.03321082259566816,0.8385054991906963,0.03604552199047428,0.061183980470565225,0.5891333272737181,0.2703246193622522,1.0436286926269531
StereoAnywhere,0.5155059483487792,0.5135644808394844,0.48019943455023256,0.46043855413588397,0.07028621088840507,0.03499837382721162,0.06614630232590571,0.03281641994386654,0.006351686892073036,0.030564193136385826,0.8394034832616168,0.0353065137985466,0.05506739421289519,0.6411509805974955,0.2889974145360529,0.5883846282958984
