sequence,raw_epe,memory_epe,fused_epe,oracle_epe,raw_bad1,raw_bad3,fused_bad1,fused_bad3,harmful_update_rate,clean_pixel_degradation,effective_temporal_fraction,gain,oracle_gain,oracle_recovery,frames_worsened_fraction,worst_frame_degradation
dataset_7_keyframe_1,0.15812873616049158,0.15632320841389608,0.15486246882607058,0.13534549474859303,0.012523789132922973,0.0029535268539821885,0.011476631651897572,0.0027057245151510707,0.0019254241062382292,0.00924854620640462,0.8766496030432064,0.003266267334421008,0.022783241411898553,0.14336271452205213,0.32712215320910976,0.026748046278953552
dataset_7_keyframe_2,0.2130935409476453,0.20672638300385113,0.19405254538181785,0.17630213161970462,0.016152797439011907,0.00852104921795362,0.014188214954627677,0.00799454104692938,0.0027634761565630554,0.025277078515308245,0.9286385070320347,0.019040995565827445,0.03679140932794067,0.5175391732375703,0.28294573643410853,1.0436286926269531
dataset_7_keyframe_3,1.2081723039493122,1.2102283801072327,1.1269503764182311,1.106231581234543,0.1506293815696572,0.11020752808971916,0.1457436693161279,0.10564231321052613,0.006666680122452042,0.02934997859679314,0.83409145601512,0.08122192753108104,0.10194072271476928,0.7967564420583956,0.21551724137931033,0.08550477027893066
dataset_7_keyframe_4,0.3683570207550461,0.3635695397299884,0.35157959586100435,0.3270772487691468,0.07014910576869536,0.010373280406824031,0.0635271016676167,0.009092341186134289,0.010928193828111117,0.05591909495735843,0.807976030779412,0.01677742489404177,0.04127977198589933,0.40643211158658377,0.3004007666840913,0.5883846282958984
