dataset,item_id,candidate,comparison,shared_valid_count,shared_valid_ratio,median_disparity_px,mean_local_rgb_l1,mean_ternary_census
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_0.5,zivid_scales_common,10,0.00038580246913580245,15.941878318786621,0.0781177505850792,0.2867346704006195
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_0.75,zivid_scales_common,10,0.00038580246913580245,23.912817001342773,0.07911801338195801,0.4265305995941162
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_1,zivid_scales_common,10,0.00038580246913580245,31.883756637573242,0.07638250291347504,0.2581632733345032
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,10,0.00038580246913580245,7.9709391593933105,0.07621791213750839,0.2602040469646454
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,10,0.00038580246913580245,31.883756637573242,0.07638250291347504,0.2581632733345032
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,10,0.00038580246913580245,33.02808380126953,0.043569304049015045,0.09489796310663223
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,10,0.00038580246913580245,7.9709391593933105,0.07621791213750839,0.2602040469646454
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,10,0.00038580246913580245,31.883756637573242,0.07638250291347504,0.2581632733345032
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,10,0.00038580246913580245,8.26171875,0.005655181594192982,0.037755101919174194
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,10,0.00038580246913580245,7.9709391593933105,0.07621791213750839,0.2602040469646454
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,10,0.00038580246913580245,31.883756637573242,0.07638250291347504,0.2581632733345032
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,10,0.00038580246913580245,8.40625,0.007114107720553875,0.033673468977212906
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.125,zivid_scales_common,30,0.0011574074074074073,3.870215892791748,0.06652597337961197,0.3316326439380646
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.2,zivid_scales_common,30,0.0011574074074074073,6.19234561920166,0.0653800293803215,0.34863948822021484
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.25,zivid_scales_common,30,0.0011574074074074073,7.740431785583496,0.06447648257017136,0.2996598482131958
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.333333,zivid_scales_common,30,0.0011574074074074073,10.320575714111328,0.06479894369840622,0.32278910279273987
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.5,zivid_scales_common,30,0.0011574074074074073,15.480863571166992,0.06690322607755661,0.41122451424598694
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.75,zivid_scales_common,30,0.0011574074074074073,23.221294403076172,0.06560944020748138,0.32176870107650757
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_1,zivid_scales_common,30,0.0011574074074074073,30.961727142333984,0.06493956595659256,0.3163265287876129
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.25,raw_S2M2-S_paired,30,0.0011574074074074073,7.740431785583496,0.06447648257017136,0.2996598482131958
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_1,raw_S2M2-S_paired,30,0.0011574074074074073,30.961727142333984,0.06493956595659256,0.3163265287876129
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,raw_S2M2-S,raw_S2M2-S_paired,30,0.0011574074074074073,31.828506469726562,0.03858788311481476,0.1714285910129547
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,30,0.0011574074074074073,7.740431785583496,0.06447648257017136,0.2996598482131958
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_1,raw_RAFT-Stereo_paired,30,0.0011574074074074073,30.961727142333984,0.06493956595659256,0.3163265287876129
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,30,0.0011574074074074073,7.791015625,0.004749627783894539,0.05136054381728172
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_0.25,raw_StereoAnywhere_paired,30,0.0011574074074074073,7.740431785583496,0.06447648257017136,0.2996598482131958
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,zivid_scale_1,raw_StereoAnywhere_paired,30,0.0011574074074074073,30.961727142333984,0.06493956595659256,0.3163265287876129
D4D,specimen_1__2025_03_06-17_03_37__Clip_1__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,30,0.0011574074074074073,8.05078125,0.005309141706675291,0.04285714775323868
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.125,zivid_scales_common,60,0.0023148148148148147,4.297746658325195,0.04355218634009361,0.19778911769390106
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.2,zivid_scales_common,60,0.0023148148148148147,6.876394271850586,0.04323907196521759,0.18979592621326447
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.25,zivid_scales_common,60,0.0023148148148148147,8.59549331665039,0.043057240545749664,0.18928571045398712
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,60,0.0023148148148148147,11.460657119750977,0.04313892498612404,0.1923469603061676
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.5,zivid_scales_common,60,0.0023148148148148147,17.19098663330078,0.043211836367845535,0.19676871597766876
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.75,zivid_scales_common,60,0.0023148148148148147,25.78647804260254,0.043640367686748505,0.24540819227695465
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_1,zivid_scales_common,60,0.0023148148148148147,34.38197326660156,0.045587800443172455,0.32499998807907104
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,57,0.002199074074074074,8.63620376586914,0.04521326720714569,0.1976369321346283
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,57,0.002199074074074074,34.54481506347656,0.04787701740860939,0.3404940962791443
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,57,0.002199074074074074,34.37787628173828,0.04763173311948776,0.24418188631534576
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,60,0.0023148148148148147,8.59549331665039,0.043057240545749664,0.18928571045398712
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,60,0.0023148148148148147,34.38197326660156,0.045587800443172455,0.32499998807907104
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,60,0.0023148148148148147,8.48828125,0.00559809897094965,0.030782312154769897
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,60,0.0023148148148148147,8.59549331665039,0.043057240545749664,0.18928571045398712
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,60,0.0023148148148148147,34.38197326660156,0.045587800443172455,0.32499998807907104
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,60,0.0023148148148148147,8.875,0.007212481927126646,0.03282313048839569
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.125,zivid_scales_common,118,0.004552469135802469,4.365243911743164,0.03493324667215347,0.18194395303726196
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.2,zivid_scales_common,118,0.004552469135802469,6.9843902587890625,0.03414095938205719,0.14484606683254242
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.25,zivid_scales_common,118,0.004552469135802469,8.730487823486328,0.03376227617263794,0.12210306525230408
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.333333,zivid_scales_common,118,0.004552469135802469,11.640650749206543,0.03394448384642601,0.118989959359169
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.5,zivid_scales_common,118,0.004552469135802469,17.460975646972656,0.034180253744125366,0.12348668277263641
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.75,zivid_scales_common,118,0.004552469135802469,26.191463470458984,0.0342932865023613,0.13913868367671967
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_1,zivid_scales_common,118,0.004552469135802469,34.92195129394531,0.035323504358530045,0.18211691081523895
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.25,raw_S2M2-S_paired,114,0.004398148148148148,8.745071411132812,0.034943822771310806,0.12638738751411438
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_1,raw_S2M2-S_paired,114,0.004398148148148148,34.98028564453125,0.036559831351041794,0.18850697576999664
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,raw_S2M2-S,raw_S2M2-S_paired,114,0.004398148148148148,35.21970748901367,0.0319509282708168,0.14894378185272217
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,118,0.004552469135802469,8.730487823486328,0.03376227617263794,0.12210306525230408
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_1,raw_RAFT-Stereo_paired,118,0.004552469135802469,34.92195129394531,0.035323504358530045,0.18211691081523895
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,118,0.004552469135802469,8.7265625,0.0042638471350073814,0.02455897442996502
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_0.25,raw_StereoAnywhere_paired,118,0.004552469135802469,8.730487823486328,0.03376227617263794,0.12210306525230408
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,zivid_scale_1,raw_StereoAnywhere_paired,118,0.004552469135802469,34.92195129394531,0.035323504358530045,0.18211691081523895
D4D,specimen_1__2025_03_06-17_50_08__Clip_1__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,118,0.004552469135802469,9.01953125,0.005105143878608942,0.028969213366508484
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.125,zivid_scales_common,12,0.000462962962962963,3.9277515411376953,0.06376457959413528,0.2933673560619354
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.2,zivid_scales_common,12,0.000462962962962963,6.284402847290039,0.06295258551836014,0.17346937954425812
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.25,zivid_scales_common,12,0.000462962962962963,7.855503082275391,0.06196063756942749,0.13605444133281708
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,12,0.000462962962962963,10.474004745483398,0.063470758497715,0.23299318552017212
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.5,zivid_scales_common,12,0.000462962962962963,15.711006164550781,0.06590164452791214,0.4175170361995697
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.75,zivid_scales_common,12,0.000462962962962963,23.566509246826172,0.06396209448575974,0.3333333432674408
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_1,zivid_scales_common,12,0.000462962962962963,31.422012329101562,0.06377894431352615,0.28231292963027954
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,12,0.000462962962962963,7.855503082275391,0.06196063756942749,0.13605444133281708
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,12,0.000462962962962963,31.422012329101562,0.06377894431352615,0.28231292963027954
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,12,0.000462962962962963,32.785072326660156,0.04034852981567383,0.13775509595870972
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,12,0.000462962962962963,7.855503082275391,0.06196063756942749,0.13605444133281708
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,12,0.000462962962962963,31.422012329101562,0.06377894431352615,0.28231292963027954
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,12,0.000462962962962963,7.9765625,0.0053117950446903706,0.019557824358344078
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,12,0.000462962962962963,7.855503082275391,0.06196063756942749,0.13605444133281708
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,12,0.000462962962962963,31.422012329101562,0.06377894431352615,0.28231292963027954
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,12,0.000462962962962963,8.25,0.0050066495314240456,0.02210884355008602
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.125,zivid_scales_common,30,0.0011574074074074073,3.8147294521331787,0.05514482408761978,0.3411564528942108
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.2,zivid_scales_common,30,0.0011574074074074073,6.103567123413086,0.05423033609986305,0.26530611515045166
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.25,zivid_scales_common,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.333333,zivid_scales_common,30,0.0011574074074074073,10.172612190246582,0.054212477058172226,0.2680272161960602
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.5,zivid_scales_common,30,0.0011574074074074073,15.258917808532715,0.054997190833091736,0.35374149680137634
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.75,zivid_scales_common,30,0.0011574074074074073,22.888378143310547,0.05515563115477562,0.34965986013412476
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_1,zivid_scales_common,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.25,raw_S2M2-S_paired,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_1,raw_S2M2-S_paired,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,raw_S2M2-S,raw_S2M2-S_paired,30,0.0011574074074074073,31.374385833740234,0.03461741656064987,0.15952381491661072
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_1,raw_RAFT-Stereo_paired,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,30,0.0011574074074074073,7.82421875,0.004373268224298954,0.029931971803307533
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_0.25,raw_StereoAnywhere_paired,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,zivid_scale_1,raw_StereoAnywhere_paired,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_1__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,30,0.0011574074074074073,7.96484375,0.004827011842280626,0.033673468977212906
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.125,zivid_scales_common,30,0.0011574074074074073,3.8147294521331787,0.05514482408761978,0.3411564528942108
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.2,zivid_scales_common,30,0.0011574074074074073,6.103567123413086,0.05423033609986305,0.26530611515045166
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.25,zivid_scales_common,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.333333,zivid_scales_common,30,0.0011574074074074073,10.172612190246582,0.054212477058172226,0.2680272161960602
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.5,zivid_scales_common,30,0.0011574074074074073,15.258917808532715,0.054997190833091736,0.35374149680137634
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.75,zivid_scales_common,30,0.0011574074074074073,22.888378143310547,0.05515563115477562,0.34965986013412476
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_1,zivid_scales_common,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.25,raw_S2M2-S_paired,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_1,raw_S2M2-S_paired,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,raw_S2M2-S,raw_S2M2-S_paired,30,0.0011574074074074073,31.374385833740234,0.03461741656064987,0.15952381491661072
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_1,raw_RAFT-Stereo_paired,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,30,0.0011574074074074073,7.82421875,0.004373268224298954,0.029931971803307533
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_0.25,raw_StereoAnywhere_paired,30,0.0011574074074074073,7.629458904266357,0.05356902256608009,0.24353741109371185
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,zivid_scale_1,raw_StereoAnywhere_paired,30,0.0011574074074074073,30.51783561706543,0.05443656072020531,0.27823126316070557
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,30,0.0011574074074074073,7.96484375,0.004827011842280626,0.033673468977212906
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.125,zivid_scales_common,25,0.0009645061728395061,3.8478569984436035,0.05671229958534241,0.3440816402435303
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.2,zivid_scales_common,25,0.0009645061728395061,6.156571388244629,0.05555379390716553,0.2918367385864258
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.25,zivid_scales_common,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.333333,zivid_scales_common,25,0.0009645061728395061,10.26095199584961,0.05613396316766739,0.31755101680755615
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.5,zivid_scales_common,25,0.0009645061728395061,15.391427993774414,0.05711591616272926,0.3857142925262451
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.75,zivid_scales_common,25,0.0009645061728395061,23.087142944335938,0.056505173444747925,0.3612244725227356
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_1,zivid_scales_common,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.25,raw_S2M2-S_paired,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_1,raw_S2M2-S_paired,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,raw_S2M2-S,raw_S2M2-S_paired,25,0.0009645061728395061,31.609966278076172,0.04712075740098953,0.1624489724636078
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_1,raw_RAFT-Stereo_paired,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,25,0.0009645061728395061,7.70703125,0.005985185503959656,0.04816326126456261
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_0.25,raw_StereoAnywhere_paired,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,zivid_scale_1,raw_StereoAnywhere_paired,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_2__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,25,0.0009645061728395061,8.0390625,0.006063662003725767,0.03999999910593033
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.125,zivid_scales_common,25,0.0009645061728395061,3.8478569984436035,0.05671229958534241,0.3440816402435303
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.2,zivid_scales_common,25,0.0009645061728395061,6.156571388244629,0.05555379390716553,0.2918367385864258
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.25,zivid_scales_common,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.333333,zivid_scales_common,25,0.0009645061728395061,10.26095199584961,0.05613396316766739,0.31755101680755615
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.5,zivid_scales_common,25,0.0009645061728395061,15.391427993774414,0.05711591616272926,0.3857142925262451
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.75,zivid_scales_common,25,0.0009645061728395061,23.087142944335938,0.056505173444747925,0.3612244725227356
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_1,zivid_scales_common,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.25,raw_S2M2-S_paired,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_1,raw_S2M2-S_paired,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,raw_S2M2-S,raw_S2M2-S_paired,25,0.0009645061728395061,31.609966278076172,0.04712075740098953,0.1624489724636078
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_1,raw_RAFT-Stereo_paired,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,25,0.0009645061728395061,7.70703125,0.005985185503959656,0.04816326126456261
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_0.25,raw_StereoAnywhere_paired,25,0.0009645061728395061,7.695713996887207,0.0549444817006588,0.2514285445213318
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,zivid_scale_1,raw_StereoAnywhere_paired,25,0.0009645061728395061,30.782855987548828,0.05604780837893486,0.281632661819458
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,25,0.0009645061728395061,8.0390625,0.006063662003725767,0.03999999910593033
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.125,zivid_scales_common,19,0.0007330246913580247,3.9459166526794434,0.07084699720144272,0.3614393174648285
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.2,zivid_scales_common,19,0.0007330246913580247,6.313466548919678,0.06897778809070587,0.37325453758239746
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.25,zivid_scales_common,19,0.0007330246913580247,7.891833305358887,0.06825961917638779,0.3378088176250458
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.333333,zivid_scales_common,19,0.0007330246913580247,10.522444725036621,0.06860069185495377,0.32867884635925293
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.5,zivid_scales_common,19,0.0007330246913580247,15.783666610717773,0.06935018301010132,0.38184747099876404
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.75,zivid_scales_common,19,0.0007330246913580247,23.675498962402344,0.06945186853408813,0.4398496150970459
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_1,zivid_scales_common,19,0.0007330246913580247,31.567333221435547,0.06857779622077942,0.32975295186042786
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.25,raw_S2M2-S_paired,19,0.0007330246913580247,7.891833305358887,0.06825961917638779,0.3378088176250458
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_1,raw_S2M2-S_paired,19,0.0007330246913580247,31.567333221435547,0.06857779622077942,0.32975295186042786
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,raw_S2M2-S,raw_S2M2-S_paired,19,0.0007330246913580247,31.953819274902344,0.04311898723244667,0.15306124091148376
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,19,0.0007330246913580247,7.891833305358887,0.06825961917638779,0.3378088176250458
D4D,specimen_1__2025_03_06-17_04_37__Clip_3__end,zivid_scale_1,raw_RAFT-Stereo_paired,19,0.0007330246913580247,31.567333221435547,0.06857779622077942,0.32975295186042786
