dataset,item_id,candidate,comparison,shared_valid_count,shared_valid_ratio,median_disparity_px,mean_local_rgb_l1,mean_ternary_census
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,zivid_scale_0.25,raw_S2M2-S_paired,494,0.01905864197530864,6.452742576599121,0.04762354865670204,0.1668594628572464
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,zivid_scale_1,raw_S2M2-S_paired,494,0.01905864197530864,25.810970306396484,0.053358811885118484,0.2610303461551666
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,raw_S2M2-S,raw_S2M2-S_paired,494,0.01905864197530864,24.609886169433594,0.04044484347105026,0.21300503611564636
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,502,0.019367283950617285,6.448164463043213,0.04739619418978691,0.1652979850769043
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,zivid_scale_1,raw_RAFT-Stereo_paired,502,0.019367283950617285,25.79265785217285,0.05305398255586624,0.2632327973842621
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,502,0.019367283950617285,6.21875,0.005539618898183107,0.040917955338954926
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,zivid_scale_0.25,raw_StereoAnywhere_paired,502,0.019367283950617285,6.448164463043213,0.04739619418978691,0.1652979850769043
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,zivid_scale_1,raw_StereoAnywhere_paired,502,0.019367283950617285,25.79265785217285,0.05305398255586624,0.2632327973842621
D4D,specimen_1__2025_03_06-17_38_21__Clip_5__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,502,0.019367283950617285,6.046875,0.005985471419990063,0.043377507477998734
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.125,zivid_scales_common,816,0.03148148148148148,2.0175533294677734,0.03676896542310715,0.15084783732891083
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.2,zivid_scales_common,816,0.03148148148148148,3.2280850410461426,0.029560096561908722,0.10355391353368759
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.25,zivid_scales_common,816,0.03148148148148148,4.035106658935547,0.02777070179581642,0.09802670776844025
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,816,0.03148148148148148,5.3801422119140625,0.03407438099384308,0.1512479931116104
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.5,zivid_scales_common,816,0.03148148148148148,8.070213317871094,0.04247932508587837,0.233968585729599
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.75,zivid_scales_common,816,0.03148148148148148,12.10531997680664,0.045040883123874664,0.24047118425369263
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_1,zivid_scales_common,816,0.03148148148148148,16.140426635742188,0.043455999344587326,0.20908363163471222
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,813,0.03136574074074074,4.032872676849365,0.027831295505166054,0.09814995527267456
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,813,0.03136574074074074,16.13149070739746,0.04357372596859932,0.20961669087409973
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,813,0.03136574074074074,15.133283615112305,0.046007949858903885,0.21221476793289185
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,816,0.03148148148148148,4.035106658935547,0.02777070179581642,0.09802670776844025
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,816,0.03148148148148148,16.140426635742188,0.043455999344587326,0.20908363163471222
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,816,0.03148148148148148,3.8720703125,0.004165209364145994,0.028748998418450356
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,816,0.03148148148148148,4.035106658935547,0.02777070179581642,0.09802670776844025
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,816,0.03148148148148148,16.140426635742188,0.043455999344587326,0.20908363163471222
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,816,0.03148148148148148,15.6953125,0.03993067890405655,0.2101965695619583
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.125,zivid_scales_common,369,0.01423611111111111,2.0720646381378174,0.048877112567424774,0.2104972004890442
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.2,zivid_scales_common,369,0.01423611111111111,3.3153035640716553,0.039563555270433426,0.1454012542963028
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.25,zivid_scales_common,369,0.01423611111111111,4.144129276275635,0.0366491936147213,0.12914109230041504
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.333333,zivid_scales_common,369,0.01423611111111111,5.525506019592285,0.047255124896764755,0.20394335687160492
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.5,zivid_scales_common,369,0.01423611111111111,8.28825855255127,0.05724705383181572,0.31757092475891113
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.75,zivid_scales_common,369,0.01423611111111111,12.432388305664062,0.057681623846292496,0.3075051009654999
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_1,zivid_scales_common,369,0.01423611111111111,16.57651710510254,0.05214603245258331,0.26085394620895386
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.25,raw_S2M2-S_paired,369,0.01423611111111111,4.144129276275635,0.0366491936147213,0.12914109230041504
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_1,raw_S2M2-S_paired,369,0.01423611111111111,16.57651710510254,0.05214603245258331,0.26085394620895386
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,raw_S2M2-S,raw_S2M2-S_paired,369,0.01423611111111111,15.149491310119629,0.05401196330785751,0.2755931615829468
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,369,0.01423611111111111,4.144129276275635,0.0366491936147213,0.12914109230041504
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_1,raw_RAFT-Stereo_paired,369,0.01423611111111111,16.57651710510254,0.05214603245258331,0.26085394620895386
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,369,0.01423611111111111,3.951171875,0.00494806794449687,0.029340190812945366
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_0.25,raw_StereoAnywhere_paired,369,0.01423611111111111,4.144129276275635,0.0366491936147213,0.12914109230041504
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,zivid_scale_1,raw_StereoAnywhere_paired,369,0.01423611111111111,16.57651710510254,0.05214603245258331,0.26085394620895386
D4D,specimen_2__2025_04_10-16_07_15__Clip_1__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,369,0.01423611111111111,8.9140625,0.058984674513339996,0.33612629771232605
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.125,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.2,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.25,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.5,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.75,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_1,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.125,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.2,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.25,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.333333,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.5,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.75,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_1,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.25,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_1,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,raw_S2M2-S,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_1,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_0.25,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,zivid_scale_1,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_18_24__Clip_1__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.125,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.2,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.25,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.5,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.75,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_1,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.125,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.2,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.25,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.333333,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.5,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.75,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_1,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.25,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_1,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,raw_S2M2-S,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_1,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_0.25,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,zivid_scale_1,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_13_29__Clip_1__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.125,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.2,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.25,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.5,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.75,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_1,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_32_24__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.125,zivid_scales_common,21,0.0008101851851851852,3.8464603424072266,0.05096817761659622,0.37512144446372986
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.2,zivid_scales_common,21,0.0008101851851851852,6.154336452484131,0.04998151957988739,0.3070942759513855
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.25,zivid_scales_common,21,0.0008101851851851852,7.692920684814453,0.04981941729784012,0.21817298233509064
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,21,0.0008101851851851852,10.257227897644043,0.04986315220594406,0.2240038812160492
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.5,zivid_scales_common,21,0.0008101851851851852,15.385841369628906,0.05003965646028519,0.2551020681858063
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.75,zivid_scales_common,21,0.0008101851851851852,23.07876205444336,0.050089217722415924,0.30369290709495544
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_1,zivid_scales_common,21,0.0008101851851851852,30.771682739257812,0.04991251975297928,0.25364431738853455
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,20,0.0007716049382716049,7.698694229125977,0.05201045796275139,0.22551019489765167
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,20,0.0007716049382716049,30.794776916503906,0.052107591181993484,0.2627551257610321
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,20,0.0007716049382716049,29.54178237915039,0.040296975523233414,0.13061223924160004
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,21,0.0008101851851851852,7.692920684814453,0.04981941729784012,0.21817298233509064
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,21,0.0008101851851851852,30.771682739257812,0.04991251975297928,0.25364431738853455
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,21,0.0008101851851851852,7.3515625,0.00381954712793231,0.054907672107219696
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,21,0.0008101851851851852,7.692920684814453,0.04981941729784012,0.21817298233509064
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,21,0.0008101851851851852,30.771682739257812,0.04991251975297928,0.25364431738853455
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,21,0.0008101851851851852,7.69921875,0.005303971469402313,0.02526724897325039
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.125,zivid_scales_common,25,0.0009645061728395061,3.889099597930908,0.06953033804893494,0.4134694039821625
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.2,zivid_scales_common,25,0.0009645061728395061,6.222559452056885,0.06824696063995361,0.32530611753463745
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.25,zivid_scales_common,25,0.0009645061728395061,7.778199195861816,0.06764041632413864,0.3036734461784363
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.333333,zivid_scales_common,25,0.0009645061728395061,10.370932579040527,0.06818417459726334,0.34448978304862976
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.5,zivid_scales_common,25,0.0009645061728395061,15.556398391723633,0.06880544871091843,0.37346938252449036
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.75,zivid_scales_common,25,0.0009645061728395061,23.334598541259766,0.06903419643640518,0.4383673369884491
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_1,zivid_scales_common,25,0.0009645061728395061,31.112796783447266,0.06886477023363113,0.38734695315361023
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.25,raw_S2M2-S_paired,25,0.0009645061728395061,7.778199195861816,0.06764041632413864,0.3036734461784363
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_1,raw_S2M2-S_paired,25,0.0009645061728395061,31.112796783447266,0.06886477023363113,0.38734695315361023
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,raw_S2M2-S,raw_S2M2-S_paired,25,0.0009645061728395061,29.43719482421875,0.049659233540296555,0.33673468232154846
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.25,raw_RAFT-Stereo_paired,25,0.0009645061728395061,7.778199195861816,0.06764041632413864,0.3036734461784363
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_1,raw_RAFT-Stereo_paired,25,0.0009645061728395061,31.112796783447266,0.06886477023363113,0.38734695315361023
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,25,0.0009645061728395061,7.828125,0.005229400936514139,0.05265306308865547
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_0.25,raw_StereoAnywhere_paired,25,0.0009645061728395061,7.778199195861816,0.06764041632413864,0.3036734461784363
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,zivid_scale_1,raw_StereoAnywhere_paired,25,0.0009645061728395061,31.112796783447266,0.06886477023363113,0.38734695315361023
D4D,specimen_1__2025_03_06-17_33_33__Clip_1__end,raw_StereoAnywhere,raw_StereoAnywhere_paired,25,0.0009645061728395061,7.703125,0.0057242573238909245,0.05224490165710449
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.125,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.2,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.25,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.5,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.75,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_1,zivid_scales_common,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.25,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_1,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,raw_S2M2-S,raw_S2M2-S_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.25,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_1,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,raw_RAFT-Stereo,raw_RAFT-Stereo_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_0.25,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,zivid_scale_1,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_2__2025_04_10-16_28_15__Clip_1__start,raw_StereoAnywhere,raw_StereoAnywhere_paired,0,0.0,nan,nan,nan
D4D,specimen_3__2025_05_08-14_25_47__Clip_1__start,zivid_scale_0.125,zivid_scales_common,8,0.00030864197530864197,3.2526633739471436,0.0001415381411788985,0.0012755101779475808
D4D,specimen_3__2025_05_08-14_25_47__Clip_1__start,zivid_scale_0.2,zivid_scales_common,8,0.00030864197530864197,5.204261302947998,0.0001415381411788985,0.0012755101779475808
D4D,specimen_3__2025_05_08-14_25_47__Clip_1__start,zivid_scale_0.25,zivid_scales_common,8,0.00030864197530864197,6.505326747894287,0.0001415381411788985,0.0012755101779475808
D4D,specimen_3__2025_05_08-14_25_47__Clip_1__start,zivid_scale_0.333333,zivid_scales_common,8,0.00030864197530864197,8.673768997192383,0.0001415381411788985,0.0012755101779475808
D4D,specimen_3__2025_05_08-14_25_47__Clip_1__start,zivid_scale_0.5,zivid_scales_common,8,0.00030864197530864197,13.010653495788574,0.0001415381411788985,0.0012755101779475808
D4D,specimen_3__2025_05_08-14_25_47__Clip_1__start,zivid_scale_0.75,zivid_scales_common,8,0.00030864197530864197,19.515979766845703,0.0001415381411788985,0.0012755101779475808
D4D,specimen_3__2025_05_08-14_25_47__Clip_1__start,zivid_scale_1,zivid_scales_common,8,0.00030864197530864197,26.02130699157715,0.00014153817028272897,0.0012755101779475808
