probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,harm_cost_fraction,net_utility,mean_selected_utility,clean_selection
0.5,0.0,0.025,0.015035519319475157,0.8446656050955414,0.08819665605095542,0.05265243313500674,0.0051741823554039,0.34413063526153564,0.06713773885350319
0.5,0.0,0.05,0.015286310824047614,0.8420846548416148,0.09072399075923097,0.05600879420515842,0.005258392076939344,0.343993604183197,0.06719135439915423
0.5,0.0,0.1,0.015296785409560783,0.8417623696515564,0.09105315673116428,0.05665581226991846,0.005260884761810303,0.3439209461212158,0.06718447361727936
0.5,0.0,0.25,0.015299478874407026,0.8417706662493643,0.09105668792300771,0.056583765951106875,0.005268741864711046,0.34437403082847595,0.06717264582762802
0.5,0.0,0.5,0.01530097524376605,0.8417861403954857,0.09104778297181529,0.056534713027808714,0.0052735875360667706,0.3446570634841919,0.06716607663269897
0.5,0.005,0.025,0.015021752721372135,0.8446029405905088,0.08823763796469697,0.052647863381642866,0.005172277335077524,0.344319224357605,0.0671594214447942
0.5,0.005,0.05,0.015268653665611127,0.8420980419059566,0.09071130363198024,0.055918923354988034,0.005256611853837967,0.3442748486995697,0.06719065446206315
0.5,0.005,0.1,0.015279128251124298,0.8417753750930388,0.09104085869863282,0.056566326076409254,0.005259104073047638,0.344201922416687,0.06718376620832843
0.5,0.005,0.25,0.01528182171597054,0.8417836789847835,0.09104439613810392,0.05649436342254834,0.005266961641609669,0.34465542435646057,0.06717192487711258
0.5,0.005,0.5,0.015283318085329565,0.8417991697344717,0.09103548210229498,0.05644537273706116,0.005271807312965393,0.3449387848377228,0.06716534816323333
0.5,0.01,0.025,0.014745522937696268,0.8439244180146537,0.08901788070061496,0.05254882067524766,0.005136180203408003,0.34832140803337097,0.06705770128473139
0.5,0.01,0.05,0.014987336226114579,0.841390602847501,0.09153537410890793,0.055839749943829876,0.005219609942287207,0.348268061876297,0.06707402304359113
0.5,0.01,0.1,0.014997511537755942,0.8410791610959232,0.09185241354538742,0.05647539569144606,0.005222193896770477,0.34820398688316345,0.06706842535868936
0.5,0.01,0.25,0.015000205002602187,0.841087745900004,0.0918558716731176,0.056403059715257164,0.005230050999671221,0.34866535663604736,0.06705638242687842
0.5,0.01,0.5,0.015001701371961211,0.8411035968639655,0.0918467093582301,0.05635378666915611,0.005234896671026945,0.34895357489585876,0.06704969377780437
0.5,0.02,0.025,0.013064501599768482,0.8464058276446603,0.09027809593622578,0.049995823991719125,0.0049332925118505955,0.3776104748249054,0.06331607641911394
0.5,0.02,0.05,0.013292249016211965,0.8438140267927502,0.09285151412810987,0.053213131930739385,0.005016138777136803,0.3773731291294098,0.06333445907913993
0.5,0.02,0.1,0.01330242432785333,0.8434610452428626,0.09320794618551599,0.053879561365347356,0.005018722265958786,0.3772786259651184,0.06333100857162141
0.5,0.02,0.25,0.013304818518827768,0.8434892142969611,0.09319117349348809,0.05379940491024691,0.005026625469326973,0.3778047561645508,0.0633196122095508
0.5,0.02,0.5,0.013306314888186793,0.8435068148081508,0.09318069362601772,0.0537503831003182,0.005031471140682697,0.37812644243240356,0.06331249156583149
0.5,0.05,0.025,0.007031140344182909,0.8719247467438495,0.07904145739337703,0.0326439628751341,0.004158442839980125,0.5914321541786194,0.049033795862773476
