epoch,global_step,learning_rate,train_total,train_classification,train_positive_gain,train_harmful_magnitude,train_harmful_selection,validation_loss_total,validation_loss_classification,validation_loss_positive_gain,validation_loss_harmful_magnitude,validation_loss_harmful_selection,validation_auroc,validation_auprc,validation_decisive_auroc,validation_decisive_auprc,validation_utility_mae,validation_best_policy_net_utility,validation_best_policy_coverage,validation_best_policy_harm_cost_fraction,validation_best_policy_threshold,validation_best_policy_constraint_feasible
1,898,0.002,0.09242022015519423,0.0875028953586761,0.0016112596688420597,0.001758269068583035,0.000334330727755899,0.19643819561228157,0.19354738505557179,0.00045775698501167474,0.0007356612749080682,0.0006647809550611327,0.8739049944833852,0.32639990972662114,0.5848440640330559,0.5447236709629881,0.05715354159474373,0.0035767960362136364,0.01000082592099168,0.15280872768128761,-6.271628662955363e-05,True
2,1796,0.001961518324933773,0.0644241824853991,0.060034357332821545,0.001495232867850335,0.00150579755151429,0.00031794794540271397,0.1787409881874919,0.17555168215418235,0.000655468024833965,0.0007203614922457291,0.0007266477456141729,0.9250431082719934,0.42082870433776387,0.6683876214185033,0.6156424238045779,0.05845460668206215,0.003189470386132598,0.01000082592099168,0.12456872633679796,0.005889985617250202,True
3,2694,0.0018491908561896221,0.055505037054685014,0.05112470268481359,0.0013480785600463636,0.0016069309886837019,0.0003109296876107465,0.18336618888773956,0.1804575463978108,0.0004893553860633016,0.000720526051164605,0.0006692490514458881,0.9243608183529177,0.4227423691257765,0.646555770001412,0.5933176425912994,0.05689594894647598,0.0036483886651694775,0.01000082592099168,0.15632679135134128,0.005717706354334936,True
4,3592,0.001672117697248021,0.05171214925013234,0.048726298170110295,0.0007793708461955685,0.0010769979571360984,0.000295491642332116,0.187923514561262,0.18437011541565881,0.0004380168990324762,0.0005046558027117965,0.0011791997513620346,0.9338704101384973,0.47113413522347436,0.7087873606100851,0.6802402853239582,0.05477388948202133,0.00495750829577446,0.025000269322062504,0.18434435261628515,0.03134881518781185,True
5,4490,0.0014446442623517923,0.05123086123185892,0.04897146232899088,0.000630531239550007,0.0006724147560472721,0.00031012277359292374,0.17812485774746165,0.17536357418401166,0.00038816390750298527,0.0005106093158281943,0.0008036031475202776,0.9254172949902488,0.42594955266050194,0.6404295515477425,0.5978753831170623,0.05511779710650444,0.003387340111657977,0.01000082592099168,0.1920082006352,0.047853740677237216,True
6,5388,0.001185199096359621,0.04760776987125089,0.045673248217024225,0.0006119080911338174,0.0005345267528174901,0.00026041171053848525,0.16093190957908518,0.1588749749737326,0.00039718867754352517,0.00038795050523486195,0.0005389102039049476,0.9439024372478663,0.5217837189200302,0.7355790561001152,0.6960340823272679,0.05314682796597481,0.004771389998495579,0.025000269322062504,0.21547040913858348,0.002738595358096063,True
7,6286,0.0009148009036403791,0.04497318829250063,0.04322358642503586,0.0005074660749021794,0.000519615505697072,0.0002313562695610041,0.16700179609586485,0.1644732242729515,0.0003752736191049166,0.0004064131309040775,0.0007718390362202854,0.9439562973246575,0.5426761270906416,0.6857971025353089,0.6651120704433158,0.052590567618608475,0.003981368616223335,0.01000082592099168,0.1568328262078411,0.03358805850148196,True
8,7184,0.000655355737648208,0.04197707768002803,0.04043582238397978,0.0004819885251119056,0.00042966080265922327,0.00020738773155305184,0.15108957628021016,0.14889258085167967,0.00035854897915783113,0.00039318393012990785,0.0006243353340488511,0.957978007483189,0.6180827522977632,0.7881776443599127,0.7507816370125253,0.052626002579927444,0.0066867489367723465,0.05000053864412501,0.24620108513316957,0.0037611261941492558,True
9,8082,0.0004278823027519793,0.03970029584561498,0.03833641222613824,0.0004161434237220417,0.00037520023250663207,0.00019246995564314737,0.15741567637072876,0.15499245901126416,0.0003538835826209663,0.0003965427438311053,0.0007372596005311039,0.9557029793454709,0.6189543754171664,0.7324184581450697,0.7216284732997389,0.05289812013506889,0.006848134566098452,0.05000053864412501,0.2435800760261078,0.004903840366750956,True
10,8980,0.0002508091438103778,0.03750228210619935,0.036205916694533456,0.0004185724687977402,0.00035250306327705156,0.00017451914549735672,0.1656654997030273,0.1630484529794194,0.00037420706898728896,0.00038989698866771506,0.0008289977272528404,0.9496303965860964,0.5485934568932639,0.747428433980901,0.7051414772723523,0.05266008526086807,0.005080044735223055,0.025000269322062504,0.20234727458271692,0.020461715757846832,True
11,9878,0.0001384816750662276,0.035704553993273616,0.03450145497648481,0.00036505360184996397,0.0003397514901411025,0.0001642090468773103,0.16900794557412155,0.1663902554824017,0.00034818202022478316,0.00039037154109792025,0.0008419753559945775,0.9487694025175484,0.5718690218854585,0.7152356784320122,0.6939842086893366,0.05298615247011185,0.0052114492282271385,0.025000269322062504,0.1975617123517217,0.018537770491093397,True
12,10776,0.0001,0.03469104136346543,0.03350708776782111,0.00035029045262239227,0.0003465063900187271,0.00015695176556465172,0.1567734635155648,0.1544071058672853,0.00033035166673812456,0.00038150490327552687,0.0007318739501269533,0.954292195642567,0.5974268074956572,0.739429000485606,0.7146305343454664,0.05275716260075569,0.005357704125344753,0.025000269322062504,0.18964944163734282,0.01563912071287632,True
