backbone,sequence,age_frames,method,frames,epe,gt_tce,nr_tce,stereo_photo,temporal_photo
StereoAnywhere,dataset_2_keyframe_3,2,immutable,1086,0.2786078977354789,0.06956996015572087,0.00862339200317799,0.01210106215943403,0.010831000314717015
StereoAnywhere,dataset_2_keyframe_3,2,raw,1086,0.29854860084199036,0.10467304715834742,0.01030597946783876,0.012126205230642242,0.010831000314717015
StereoAnywhere,dataset_2_keyframe_3,4,h4,1086,0.26672906004138713,0.05924394074603455,0.013943245360295528,0.011950277304374767,0.014084897083920281
StereoAnywhere,dataset_2_keyframe_3,4,immutable,1086,0.2786078977354789,0.08114728335638273,0.014611616985623209,0.01210106215943403,0.014084897083920281
StereoAnywhere,dataset_2_keyframe_3,4,raw,1086,0.29854860084199036,0.11189354927198146,0.016389744979065483,0.012126205230642242,0.014084897083920281
StereoAnywhere,dataset_2_keyframe_3,8,h4,1086,0.26672906004138713,0.07408696016884041,0.025965707240128793,0.011950277304374767,0.02067692181146505
StereoAnywhere,dataset_2_keyframe_3,8,immutable,1086,0.2786078977354789,0.10156153302493835,0.026269992234566882,0.01210106215943403,0.02067692181146505
StereoAnywhere,dataset_2_keyframe_3,8,raw,1086,0.29854860084199036,0.12740022674296467,0.028332842255932047,0.012126205230642242,0.02067692181146505
StereoAnywhere,dataset_2_keyframe_4,0,h4,1846,0.31784101559879746,,,,
StereoAnywhere,dataset_2_keyframe_4,0,immutable,1846,0.3394605130837857,,,,
StereoAnywhere,dataset_2_keyframe_4,0,raw,1846,0.33587538400026845,,,,
StereoAnywhere,dataset_2_keyframe_4,1,h4,1838,0.3141224271056485,0.033431116083895575,0.00369210044424841,0.019307693054290413,0.01367551086589582
StereoAnywhere,dataset_2_keyframe_4,1,immutable,1838,0.3362459857084514,0.03662359088288196,0.004460373126154246,0.019539825394890065,0.01367551086589582
StereoAnywhere,dataset_2_keyframe_4,1,raw,1838,0.33260528578972015,0.027080286620532468,0.004162188374481349,0.019194390239820478,0.01367551086589582
StereoAnywhere,dataset_2_keyframe_4,2,h4,1838,0.3141224271056485,0.04268033635174241,0.007194292011020147,0.019307693054290413,0.016019716871415145
StereoAnywhere,dataset_2_keyframe_4,2,immutable,1838,0.3362459857084514,0.04219610673196259,0.007736653989256542,0.019539825394890065,0.016019716871415145
StereoAnywhere,dataset_2_keyframe_4,2,raw,1838,0.33260528578972015,0.03024870291217233,0.007533070573746868,0.019194390239820478,0.016019716871415145
StereoAnywhere,dataset_2_keyframe_4,4,h4,1838,0.3141224271056485,0.03907644590558386,0.014077812822828788,0.019307693054290413,0.020766709283249384
StereoAnywhere,dataset_2_keyframe_4,4,immutable,1838,0.3362459857084514,0.050491365244973045,0.014225411961238263,0.019539825394890065,0.020766709283249384
StereoAnywhere,dataset_2_keyframe_4,4,raw,1838,0.33260528578972015,0.03467965589055918,0.014366485430424496,0.019194390239820478,0.020766709283249384
StereoAnywhere,dataset_2_keyframe_4,8,h4,1838,0.3141224271056485,0.05271790046258675,0.0273894256918444,0.019307693054290413,0.030992583245247785
StereoAnywhere,dataset_2_keyframe_4,8,immutable,1838,0.3362459857084514,0.06971309492448786,0.02733795796161201,0.019539825394890065,0.030992583245247785
StereoAnywhere,dataset_2_keyframe_4,8,raw,1838,0.33260528578972015,0.04414192605890066,0.027790538297962752,0.019194390239820478,0.030992583245247785
