probability_threshold,utility_threshold_px,sample_coverage,precision,harmful_fraction,harm_cost_fraction,sample_net_utility
0.3,-0.05,0.6818932512120659,0.10911278206145822,0.16224380598707336,1.3682821815178456,-0.010134540498256683
0.3,0.0,0.6741974027417518,0.11028481523028567,0.1638700035480946,1.3663868715769552,-0.010071690194308758
0.3,0.01,0.6413746694228355,0.11573845591642525,0.17157237632751782,1.3656172033037128,-0.00998573750257492
0.3,0.02,0.5844543860899654,0.1263487981743164,0.18680803036191201,1.367502663866229,-0.009893764741718769
0.3,0.05,0.3726047124688451,0.1856834364421618,0.2724310338119139,1.3587031798997389,-0.008792273700237274
0.3,0.1,0.16270135154563323,0.2975102286312569,0.4034127614705467,1.2590741232466083,-0.004779495298862457
0.4,-0.05,0.6632709893091737,0.11217445473786981,0.16679720656755348,1.3683731504496761,-0.010134991258382797
0.4,0.0,0.6556258826969056,0.1134069441322046,0.16851000785001677,1.3664578222474597,-0.010071791708469391
0.4,0.01,0.6258742399292514,0.11860290938291432,0.17581961517079497,1.365684657607684,-0.009985847398638725
0.4,0.02,0.5758500167327317,0.12823460794474678,0.18959722391228637,1.3675613682272465,-0.00989389419555664
0.4,0.05,0.3721081671436804,0.1859279677663384,0.2727913221060971,1.358736625678428,-0.008792413398623466
0.4,0.1,0.16262886317699607,0.2976428375095646,0.4035925741581297,1.2590790793325908,-0.004779487382620573
0.5,-0.05,0.6421684170594126,0.1158512609705852,0.17226523182857198,1.368505938545561,-0.010133695788681507
0.5,0.0,0.6346030476526454,0.11715431784995611,0.17408471404393525,1.3666264645975128,-0.010071625001728535
0.5,0.01,0.6069342373438329,0.1222940814656897,0.1812982835394559,1.365881124723529,-0.009986551478505135
0.5,0.02,0.5620965569233037,0.13136152414359345,0.19422771881407735,1.367743159871374,-0.009894602932035923
0.5,0.05,0.3705532916364128,0.18669183669477102,0.27392293798131157,1.3588788551380269,-0.008793509565293789
0.5,0.1,0.16243314458167565,0.2979717216193501,0.4040639945258053,1.2591803266734445,-0.004780550487339497
0.6,-0.05,0.6149599078914463,0.1209121949494513,0.1798260951565183,1.3689784353615937,-0.01013251580297947
0.6,0.0,0.6076494559143863,0.12228931352803288,0.18175492034205298,1.3671182300223361,-0.010071681812405586
0.6,0.01,0.5820562292275518,0.12746300689735335,0.1889953692460651,1.3663148489833254,-0.009985902346670628
0.6,0.02,0.5418819671893481,0.1362039212888439,0.20141976161917036,1.3681519039088228,-0.00989417266100645
0.6,0.05,0.3661774104496816,0.18884695076082508,0.2771369749119079,1.3591880316756428,-0.008794188499450684
0.6,0.1,0.16198371669612513,0.2986642004221455,0.4051030378066335,1.259367289466333,-0.004781660623848438
0.7,-0.05,0.5712965390428394,0.12966695074576048,0.19309624360029015,1.370858930851356,-0.010120000690221786
0.7,0.0,0.5660145532481434,0.13083856811404884,0.1946826154053033,1.3690705781275552,-0.010065441951155663
0.7,0.01,0.5437159229158688,0.1360355876314316,0.20190692465625584,1.368240992770471,-0.009982634335756302
0.7,0.02,0.5091317222390691,0.14459277961548866,0.21395146861311098,1.369632757145,-0.009884766303002834
0.7,0.05,0.3552715353882175,0.19429717919507591,0.28517504633329366,1.3599140283651476,-0.008783558383584023
0.7,0.1,0.16073329233713374,0.3004915740893853,0.407638189443935,1.2592277331115411,-0.004771578591316938
0.8,-0.05,0.4324958107763625,0.16315208737796277,0.24299621492520637,1.3843864979633378,-0.009724543429911137
0.8,0.0,0.4321152468410173,0.16328459194229317,0.24307881566807393,1.383739052485572,-0.009707264602184296
0.8,0.01,0.42881219351011635,0.1645000788874614,0.24444406878986635,1.3816622661121205,-0.009647699072957039
0.8,0.02,0.41842823470283996,0.16840628167037688,0.24930920682217814,1.3779806741516192,-0.009520424529910088
0.8,0.05,0.3206752533166449,0.21003356829886713,0.3063380414348093,1.362562236908015,-0.008527605794370174
0.8,0.1,0.155469428634597,0.3067101837821036,0.4130862182849594,1.2574097329459344,-0.004658285062760115
0.9,-0.05,0.09286605720057169,0.33033681553852756,0.43877086395982673,1.2049133549577167,-0.0025540457572788
0.9,0.0,0.09286364092161711,0.3303454107851428,0.4387692707994536,1.2048947072638636,-0.002553812228143215
0.9,0.01,0.09284914324788968,0.3303839798056029,0.43875971009589737,1.2048243580069968,-0.0025528650730848312
0.9,0.02,0.09284310255050325,0.3303794503435353,0.4387622319383718,1.2048069445529137,-0.002552564488723874
0.9,0.05,0.09255073279699995,0.3306268438503511,0.4393650627888155,1.2051244425688037,-0.0025530399288982153
0.9,0.1,0.08515933547496192,0.34072466235387583,0.453481443649983,1.1976861713536233,-0.002397799165919423
