split,conditional_retained_fraction,intervention_coverage,intervention_precision_eps_0_1,conditional_harmful_acceptance,useful_proposal_retention,epe_gain,gain_retained
final_seen,0.1,0.00630950927734375,0.9221281741233374,0.04580265823410248,0.1304809052333805,0.010271762497723103,0.3088094178125341
final_seen,0.2,0.012619527180989583,0.9088710652533151,0.10143781807401551,0.2572204225030798,0.018830323591828346,0.5661132903825531
final_seen,0.5,0.031549072265625,0.861884955181531,0.35283363802559414,0.6098120180681663,0.029859330505132675,0.8976884416482572
final_seen,0.75,0.0473236083984375,0.7986070806732444,0.6128761302435891,0.8475612538212347,0.032465025782585144,0.9760258488658922
final_seen,0.9,0.05678863525390625,0.7458956928285461,0.7963832205148476,0.9499475293151435,0.03328224644064903,1.0005947031104316
final_seen,1.0,0.06309865315755209,0.70667515738733,1.0,1.0,0.0332624651491642,1.0
