epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s
1,3973,0.7906761637959407,0.5649680768831413,0.06964853032550236,0.08006001075459215,0.15879712746709046,0.0603589321485011,0.001994795800599443,8.76125782719464
2,7946,0.6160321272262662,0.442866417596465,0.03232366425692454,0.06745722463913309,0.1293974612391088,0.05371068257875056,0.0019792402206962583,1.1745813885063399
3,11919,0.5760082532908405,0.41007262288777707,0.026317716998629705,0.062222309671063424,0.1270359806248085,0.05092577306563567,0.0019535036904791262,1.0133964459528215
4,15892,0.5515225323762397,0.3877463146196545,0.023798175211525843,0.059237471826619724,0.12768841303756995,0.046896591973850835,0.001917868184759225,0.9101105143199675
5,19865,0.529996216441548,0.36954458859760153,0.022615194634850642,0.057191333832890136,0.12597321835481307,0.04436448320705165,0.0018727241335940066,0.9117356207570992
6,23838,0.5141278088576632,0.356129052082305,0.021178515329133046,0.055064501871889104,0.1250592330395669,0.04292099739303224,0.001818566144655039,0.8684446954575833
7,27811,0.5050864635195266,0.3455220151513537,0.021334363450126275,0.05380922910906684,0.12704201618323405,0.042014529355190997,0.0017559875842024092,0.8771853724028915
8,31784,0.49162869648611757,0.3369510417905857,0.019795088279474758,0.052371736231634824,0.12351665270214503,0.040852817695746335,0.0016856740760398498,1.0445564273977652
9,35757,0.4803266011904236,0.32633974412378797,0.01942382052709791,0.050932709293746124,0.12357066055242204,0.03985550143752925,0.00160839598967684,0.9397624986595474
10,39730,0.4704955058683834,0.3185146246925878,0.018436884417580925,0.04897841771974552,0.12291613383921415,0.03800873476763441,0.001524999999999046,0.9219520673796069
11,43703,0.46666773327544475,0.3144643833879977,0.018166348088623874,0.048580770848331595,0.12347076452479494,0.0375210320112419,0.0014363998109211242,0.8921206546074245
12,47676,0.45641556246969883,0.3063499464602096,0.017388702928803096,0.047714069203196784,0.12212793681695082,0.03657390547434809,0.0013435661446553754,0.9901782682572957
13,51649,0.45301456837953563,0.3010312986381778,0.016944523177759217,0.04684723629918593,0.12463368531579061,0.035827650641002795,0.0012475161062761163,1.0915927851747256
14,55622,0.4483097906590348,0.2980755617565002,0.016441765133846573,0.04603638008387847,0.12343337883977766,0.0353542205941128,0.0011493020401035744,1.1133935920952354
15,59595,0.4382435670077966,0.292322773617647,0.0158676763610814,0.04536638702149884,0.11961302242229845,0.03516156349979058,0.001049999999999313,1.165232099359855
16,63568,0.43511827453022006,0.2868355408914738,0.0157111813965341,0.04464991390793013,0.12241699524845467,0.03423840388104323,0.0009506979598949667,1.0049979193427134
17,67541,0.42841700041043557,0.28228830577833297,0.015027154250071156,0.04368275612381257,0.1208710848300357,0.034116422382914506,0.0008524838937224563,1.0610300041444134
18,71514,0.4260161908269829,0.27882654923339006,0.014764072295274091,0.04338696857575836,0.12231081929957982,0.03324998322224515,0.0007564338553432098,0.9521951934730168
19,75487,0.42572047084236125,0.27625318906644325,0.014672342880415452,0.042632051559435634,0.12485096735583012,0.03311101585559091,0.0006636001890774788,1.0014344072842505
20,79460,0.42001276332186477,0.27067537751379794,0.0141152490113292,0.04198662741187085,0.12536569003750875,0.03208700823837883,0.0005749999999995841,0.9602753773797303
21,83433,0.4127293948169442,0.2692922320256276,0.013816769718224866,0.041624894692322716,0.11968775449241911,0.032173968069564775,0.0004916040103219018,0.9689837626647204
22,87406,0.41106305611192084,0.26488888959252443,0.013563519076649554,0.041011291126264206,0.12281914523188771,0.03160236189655234,0.00041432592395888835,1.044121266255388
23,91379,0.40583695607433806,0.2617684163953926,0.013325243604210295,0.040366133543707966,0.12103294677331035,0.03140725160527223,0.000344012415796321,0.9743823782773688
24,95352,0.4068500780613693,0.25997060119942594,0.013274781697652643,0.04036098899668574,0.12392818403242518,0.031118220116370214,0.00028143385534373143,0.9341738580551464
25,99325,0.4008251775704041,0.258287405327015,0.012960691866371148,0.03962163586008205,0.11998074682297692,0.030856209079714588,0.00022727586640478004,0.9258305855910294
26,103298,0.4004713929026921,0.25653932770733384,0.012978179241686365,0.03971846343955532,0.1213876580190792,0.030628417500194183,0.00018213181523952984,1.0265196242544334
27,107271,0.39963514484763296,0.25538326338826184,0.012894903311372065,0.03908466804081566,0.12193213017568791,0.03050588199241978,0.00014649630951960399,0.914379639114486
28,111244,0.3948375262749486,0.25395162413335104,0.01250403920516021,0.03892677708945253,0.11892356464028427,0.029892906325306907,0.00012075977930288466,0.8935167520539835
29,115217,0.39637562357078654,0.25259063223537676,0.01268291112008907,0.03897043852035445,0.12167425261995139,0.030133374115996477,0.00010520419940014007,0.9014972479781136
30,119190,0.3957326557143131,0.2519267836190421,0.012591310140837135,0.03847690073724273,0.12190073998159713,0.029951185115542484,0.0001,0.9622231402609032
