metric,dataset,backbone,sequences,seeds,reduction_mean_pct,reduction_std_pct,reduction_min_pct,reduction_max_pct,bootstrap_point_pct,ci95_low_pct,ci95_high_pct,p_no_improvement,reduction_seed0_pct,reduction_seed1_pct,reduction_seed2_pct
Bad1,scared-d2,CREStereo,3,3,6.148540598472859,2.382811042961423,3.5669474181291494,8.26354647933552,6.148540598472869,0.6894443019746251,12.739000593073108,0.0,8.26354647933552,6.61512789795391,3.5669474181291494
Bad1,scared-d2,Fast-FoundationStereo,3,3,5.43438885875842,2.6429764418479196,2.651503312595376,7.910721257507319,5.434388858758417,0.6331097217785587,12.855441690324053,0.0,7.910721257507319,5.740942006172564,2.651503312595376
Bad1,scared-d2,RAFT-Stereo,3,3,5.115719884803098,1.9915284044359396,2.9980091418990154,6.950887881887776,5.115719884803112,-0.11504558440263202,12.43280436932869,0.0353,6.950887881887776,5.398262630622502,2.9980091418990154
Bad1,scared-d2,S2M2-S,3,3,6.181866597760301,1.5396836718235158,4.450897784165808,7.398685651372232,6.181866597760297,-0.3138055268100237,12.317132829516138,0.0382,7.398685651372232,6.696016357742863,4.450897784165808
Bad1,scared-d2,StereoAnywhere,3,3,16.01339178879876,3.609748039542001,12.43471344268264,19.653427284935518,16.013391788798767,13.890306579277242,19.264957755642957,0.0,19.653427284935518,15.952034638778125,12.43471344268264
Bad1,scared-d7,CREStereo,4,3,4.229839538253237,0.33243484106245813,3.8609801306670546,4.506301717991507,4.229839538253226,2.6761798122315454,7.265968484341973,0.0,3.8609801306670546,4.506301717991507,4.322236766101148
Bad1,scared-d7,Fast-FoundationStereo,4,3,3.9349902541184605,0.1630224671828618,3.7576238618191296,4.0782829454903595,3.9349902541184636,1.5964727904333158,8.58052672081237,0.0,3.969063955045892,4.0782829454903595,3.7576238618191296
Bad1,scared-d7,RAFT-Stereo,4,3,4.76642216229726,0.7258930065397443,3.9540371180128995,5.351342303487625,4.766422162297255,3.2747737068744405,7.715341658959794,0.0,3.9540371180128995,5.351342303487625,4.993887065391252
Bad1,scared-d7,S2M2-S,4,3,5.989498373045539,0.30058477877620915,5.6621695862163275,6.253128301604164,5.989498373045549,1.5009935516324326,13.173468553265932,0.0,5.6621695862163275,6.253128301604164,6.0531972313161235
Bad1,scared-d7,StereoAnywhere,4,3,6.731368079169506,0.33425193828243194,6.399877613942953,7.06831468982477,6.731368079169514,5.656581947513094,12.124822226664984,0.0,6.399877613942953,7.06831468982477,6.725911933740798
Bad1,ALL,ALL,35,3,5.692364244656367,0.37125765982960757,5.2819858831806386,6.00490541795389,5.692364244656345,4.1109152589142255,8.01597785397517,0.0,5.790201432834571,6.00490541795389,5.2819858831806386
Bad3,scared-d2,CREStereo,3,3,14.613145126745218,1.752974511267587,12.64007221270058,15.991034485956066,14.613145126745225,2.1979273431272013,33.85238637802253,0.0,12.64007221270058,15.991034485956066,15.208328681579014
Bad3,scared-d2,Fast-FoundationStereo,3,3,5.98110380836219,1.5111267297770146,4.768105013622778,7.673871789654456,5.9811038083621755,3.2117243529778703,6.92449355432781,0.0,7.673871789654456,5.501334621809334,4.768105013622778
Bad3,scared-d2,RAFT-Stereo,3,3,5.648679706369806,1.2925721044353065,4.238115196261545,6.776423163526092,5.648679706369793,5.432336869173875,6.093730368136685,0.0,6.776423163526092,4.238115196261545,5.931500759321782
Bad3,scared-d2,S2M2-S,3,3,3.5542613015672937,1.2297859700800495,2.715090716636285,4.965924251903209,3.5542613015672777,2.196816857206903,4.124490104245341,0.0,4.965924251903209,2.715090716636285,2.981768936162387
