metric,dataset,backbone,sequences,seeds,reduction_mean_pct,reduction_std_pct,reduction_min_pct,reduction_max_pct,bootstrap_point_pct,ci95_low_pct,ci95_high_pct,p_no_improvement,reduction_seed0_pct,reduction_seed1_pct,reduction_seed2_pct
Bad3,scared-d2,StereoAnywhere,3,3,31.438483785310215,0.5045377270763534,31.12886774620105,32.02068126342471,31.43848378531022,8.193489688637278,65.59633027522936,0.0,32.02068126342471,31.12886774620105,31.165902346304886
Bad3,scared-d7,CREStereo,4,3,4.092787257471049,0.1583223825416013,3.9144954866503143,4.21693328797903,4.092787257471062,3.6646420849673604,7.194891458105329,0.0,3.9144954866503143,4.21693328797903,4.1469329977838045
Bad3,scared-d7,Fast-FoundationStereo,4,3,2.611252573661147,0.09231033148788458,2.5389776146242773,2.715238745293485,2.611252573661161,2.124916412605424,6.750130561780539,0.0,2.715238745293485,2.5389776146242773,2.579541361065678
Bad3,scared-d7,RAFT-Stereo,4,3,5.377463840862425,0.9008431745961855,4.338081436187965,5.932954314929498,5.377463840862403,5.136809115788046,7.3073614234851645,0.0,4.338081436187965,5.932954314929498,5.8613557714698095
Bad3,scared-d7,S2M2-S,4,3,3.0400907013988694,0.12947494302709764,2.913744054368847,3.17248219059366,3.0400907013988627,1.4401184537788134,14.68284855134525,0.0,3.17248219059366,2.913744054368847,3.034045859234101
Bad3,scared-d7,StereoAnywhere,4,3,6.425449095709419,0.14545603130254395,6.264275443603742,6.546959600024056,6.42544909570942,6.335684521763779,7.214175906282719,0.0,6.264275443603742,6.546959600024056,6.465112243500459
Bad3,ALL,ALL,35,3,4.662934236453883,0.1773764727254122,4.45821273537182,4.770702696541397,4.662934236453889,3.2815873741991677,7.084366456751323,0.0,4.45821273537182,4.770702696541397,4.759887277448431
EPE,scared-d2,CREStereo,3,3,3.0292524534339282,0.33683277131475464,2.693650533359415,3.367302728486849,3.029252453433928,0.14896158206952073,4.494273280813228,0.0,3.367302728486849,3.02680409845552,2.693650533359415
EPE,scared-d2,Fast-FoundationStereo,3,3,2.304273191522153,0.5054044540682352,1.8718857303815983,2.859899499754519,2.3042731915221193,0.21696347249945622,4.052039928236794,0.0,2.859899499754519,2.1810343444303415,1.8718857303815983
EPE,scared-d2,RAFT-Stereo,3,3,2.3373735357887697,0.4670582679071884,1.9913769937732928,2.8686429615179874,2.3373735357887564,-0.06351354191355903,4.184953133073584,0.0335,2.8686429615179874,2.152100652075028,1.9913769937732928
EPE,scared-d2,S2M2-S,3,3,1.912717260729958,0.24044560912777113,1.7313328290691883,2.1854502876773823,1.9127172607299583,-0.5527336594555963,4.451467478215709,0.1449,2.1854502876773823,1.7313328290691883,1.821368665443304
EPE,scared-d2,StereoAnywhere,3,3,7.677906853112042,0.713399565308424,7.036187387151642,8.446076361346341,7.6779068531120656,4.816189774346905,9.577758401916345,0.0,8.446076361346341,7.551456810838142,7.036187387151642
EPE,scared-d7,CREStereo,4,3,4.53790877542034,0.4463898066637568,4.0232953722892715,4.820585606699803,4.5379087754203535,2.9687388709639797,5.816634189537079,0.0,4.0232953722892715,4.7698453472719455,4.820585606699803
EPE,scared-d7,Fast-FoundationStereo,4,3,3.286102704115173,0.177009665132847,3.1302218150308305,3.4785345582222056,3.286102704115169,2.366083227159767,6.879282599596531,0.0,3.1302218150308305,3.249551739092483,3.4785345582222056
EPE,scared-d7,RAFT-Stereo,4,3,7.21047977833087,1.1586284002426352,5.872668664458226,7.890148120591416,7.210479778330874,3.154925541550425,8.691094293082806,0.0,5.872668664458226,7.868622549942968,7.890148120591416
EPE,scared-d7,S2M2-S,4,3,3.426258742086001,0.23580378634502216,3.2079395955068457,3.6763295936053955,3.426258742085984,2.257498172316444,6.112377070747989,0.0,3.2079395955068457,3.394507037145762,3.6763295936053955
EPE,scared-d7,StereoAnywhere,4,3,7.107924095457988,0.26994013698957275,6.797310801643267,7.285752150783272,7.107924095457983,2.6928718984260667,8.689060934824521,0.0,6.797310801643267,7.240709333947423,7.285752150783272
EPE,ALL,ALL,35,3,4.616044725974614,0.17584066984664298,4.41319144364608,4.725077322602933,4.616044725974609,3.420540078409818,5.798055511430023,0.0,4.41319144364608,4.70986541167483,4.725077322602933
