metric,dataset,backbone,sequences,seeds,reduction_mean_pct,reduction_std_pct,reduction_min_pct,reduction_max_pct,bootstrap_point_pct,ci95_low_pct,ci95_high_pct,p_no_improvement,reduction_seed0_pct,reduction_seed1_pct,reduction_seed2_pct
Bad1,scared-d2,CREStereo,3,3,10.388480137377107,0.19564001857907853,10.248590861034632,10.612042026021415,10.38848013737713,4.939209226783451,15.610419192475835,0.0,10.612042026021415,10.248590861034632,10.304807525075272
Bad1,scared-d2,Fast-FoundationStereo,3,3,9.575594022278706,0.3508831428175656,9.248062256195785,9.9459057514863,9.575594022278715,4.6715039778518,16.23961091834714,0.0,9.9459057514863,9.248062256195785,9.532814059154031
Bad1,scared-d2,RAFT-Stereo,3,3,9.806407070507355,1.0336456556714966,8.67880473093772,10.709041627573257,9.806407070507348,5.149093292970971,15.403986104540873,0.0,10.709041627573257,8.67880473093772,10.031374853011087
Bad1,scared-d2,S2M2-S,3,3,9.460418703844534,0.28776113663445874,9.134924563389264,9.681015969872353,9.460418703844537,2.9095281897972383,14.506768648036394,0.0,9.134924563389264,9.565315578271981,9.681015969872353
Bad1,scared-d2,StereoAnywhere,3,3,20.971030929245817,0.6320132537083256,20.511008973868005,21.69167986234662,20.971030929245817,20.438631891671285,21.782396111414105,0.0,20.511008973868005,20.710403951522835,21.69167986234662
Bad1,scared-d7,CREStereo,4,3,4.880545095164905,0.23502779502225826,4.743155703099949,5.151924720691514,4.880545095164911,3.099943219406592,8.82367933291145,0.0,4.743155703099949,4.746554861703251,5.151924720691514
Bad1,scared-d7,Fast-FoundationStereo,4,3,4.495315123892796,0.06420228619816148,4.442677657290664,4.566843440086792,4.4953151238928,1.8222028927205303,9.829507718084823,0.0,4.476424274300932,4.442677657290664,4.566843440086792
Bad1,scared-d7,RAFT-Stereo,4,3,5.590499551246411,0.21841144544433688,5.4579146017326075,5.842586220941963,5.590499551246408,3.9755402704574463,9.129270867005502,0.0,5.470997831064663,5.4579146017326075,5.842586220941963
Bad1,scared-d7,S2M2-S,4,3,6.5847960641441405,0.30610457027128246,6.399765906619908,6.938123122205301,6.584796064144138,1.5762434058812005,14.832109872495376,0.0,6.399765906619908,6.416499163607214,6.938123122205301
Bad1,scared-d7,StereoAnywhere,4,3,7.5643671190771675,0.27909996174070884,7.305424950900028,7.8599962718788055,7.56436711907717,5.77602267524108,14.16655159713881,0.0,7.305424950900028,7.527680134452668,7.8599962718788055
Bad1,ALL,ALL,35,3,6.996789871302002,0.21785921615241557,6.848934374280024,7.246975107775439,6.996789871302002,5.095558665094021,9.901197696243832,0.0,6.894460131850541,6.848934374280024,7.246975107775439
Bad3,scared-d2,CREStereo,3,3,19.354661990432465,0.8628099618372028,18.365536081726354,19.952489085658566,19.354661990432472,7.295140932574719,38.6884415748829,0.0,18.365536081726354,19.745960803912475,19.952489085658566
Bad3,scared-d2,Fast-FoundationStereo,3,3,9.611528968654278,0.39023042613602216,9.36712920158456,10.061572337520937,9.611528968654271,3.9912690988462813,17.556783302639673,0.0,10.061572337520937,9.405885366857337,9.36712920158456
Bad3,scared-d2,RAFT-Stereo,3,3,9.820795354833768,0.7578999895385409,9.11039875254586,10.618616401366916,9.82079535483376,6.525233044037271,15.718055032039192,0.0,10.618616401366916,9.11039875254586,9.733370910588526
Bad3,scared-d2,S2M2-S,3,3,6.445324449452222,0.2771013435192593,6.283366038444209,6.765285368499332,6.445324449452209,3.615257048092892,10.154673839946188,0.0,6.765285368499332,6.283366038444209,6.287321941413124
