seed,raw_epe,selector_epe,gain,oracle_gain,oracle_recovery,false_update_rate,clean_pixel_degradation,intervention_coverage,intervention_precision,frames_worsened_fraction,worst_frame_degradation,seen_promotion_passed
0,0.5336854771427203,0.5213162045233671,0.012369272619353167,0.05232582964108873,0.2363894219011145,0.0048255843049847735,0.002496846241432208,0.008033989905429514,0.5050909278645376,0.12096003059858482,0.841820478439331,False
1,0.5336854771427203,0.5206037271325584,0.013081750010161874,0.05232582964108873,0.25000559188247373,0.007120638328494824,0.0037103769851373545,0.010426465371634268,0.4648385400249366,0.14151845477146682,1.1576440334320068,False
2,0.5336854771427203,0.516810644467448,0.016874832675272344,0.05232582964108873,0.3224952722397243,0.004490615604790919,0.0023635375265169145,0.01120891631347539,0.4485701736437436,0.05871103461464907,1.1951076984405518,False
