dataset_id,keyframe_id,model,checkpoint,runtime_ms,valid_px,valid_pixel_ratio,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
dataset_1,keyframe_1,S2M2-XL,CH384NTR3.pth,1552.608611062169,711538,0.5428604125976563,0.8838380575180054,1.129167079925537,35.976715228139604,7.091680275684503,0.04778381477869067,0.7083390951156616,0.5549221038818359,1.0008352994918823,23.889237117342997,3.552164466268843,0.22936231093771522,0.5549221038818359,0.9743995666503906,1.4539029598236084,1.8166232109069824,2.8462390899658203,0.0,0.0,0.0,711538,0.5428604125976563,0.8838380575180054,1.129167079925537,35.976715228139604,7.091680275684503,0.04778381477869067,0.7083390951156616,0.5549221038818359,1.0008352994918823,23.889237117342997,3.552164466268843,0.22936231093771522,0.5549221038818359,0.9743995666503906,1.4539029598236084,1.8166232109069824,2.8462390899658203,0.702603816986084,0.9770544171333313,0.7083390951156616,1.0008352994918823
dataset_1,keyframe_2,S2M2-XL,CH384NTR3.pth,117.66047077253461,812104,0.619586181640625,0.8261470198631287,1.5879734754562378,29.74705210170126,4.477628481081241,0.3221262301380119,1.0127122402191162,0.799560546875,1.596885085105896,40.07294632214593,9.972491208022618,0.592288672386788,0.799560546875,1.368021011352539,1.9981160163879395,2.461355686187744,3.9060745239257812,0.0,0.0,0.0,812104,0.619586181640625,0.8261470198631287,1.5879734754562378,29.74705210170126,4.477628481081241,0.3221262301380119,1.0127122402191162,0.799560546875,1.596885085105896,40.07294632214593,9.972491208022618,0.592288672386788,0.799560546875,1.368021011352539,1.9981160163879395,2.461355686187744,3.9060745239257812,1.053722858428955,1.8323439359664917,1.0127122402191162,1.596885085105896
dataset_1,keyframe_3,S2M2-XL,CH384NTR3.pth,115.9498980268836,850214,0.6486618041992187,0.799858570098877,1.016695261001587,31.46737174405503,4.682585796046642,0.014231711075094036,1.0288225412368774,0.729766845703125,6.23159646987915,37.15405768430065,13.01601714391906,0.7654543444356362,0.729766845703125,1.3643789291381836,2.266268730163574,2.9818239212036133,4.750851631164551,0.0,0.0,0.0,850214,0.6486618041992187,0.799858570098877,1.016695261001587,31.46737174405503,4.682585796046642,0.014231711075094036,1.0288225412368774,0.729766845703125,6.23159646987915,37.15405768430065,13.01601714391906,0.7654543444356362,0.729766845703125,1.3643789291381836,2.266268730163574,2.9818239212036133,4.750851631164551,1.2810403108596802,6.487389087677002,1.0288225412368774,6.23159646987915
dataset_1,keyframe_4,S2M2-XL,CH384NTR3.pth,129.00299485772848,670652,0.5116668701171875,1.3429033756256104,1.8554795980453491,51.71832783619522,22.550145231804276,1.2824833147444576,0.5436171293258667,0.4354362487792969,0.7423629760742188,13.631659936897227,1.104000286288567,0.08350083202614769,0.4354362487792969,0.7545700073242188,1.1179542541503906,1.3722991943359375,2.054157257080078,0.0,0.0,0.0,670652,0.5116668701171875,1.3429033756256104,1.8554795980453491,51.71832783619522,22.550145231804276,1.2824833147444576,0.5436171293258667,0.4354362487792969,0.7423629760742188,13.631659936897227,1.104000286288567,0.08350083202614769,0.4354362487792969,0.7545700073242188,1.1179542541503906,1.3722991943359375,2.054157257080078,0.5436171293258667,0.7423629760742188,0.5436171293258667,0.7423629760742188
dataset_1,keyframe_5,S2M2-XL,CH384NTR3.pth,137.34558410942554,661873,0.5049690246582031,1.0101094245910645,1.4523799419403076,40.16102787090575,11.785795764444236,0.2876684802069279,0.6405364274978638,0.488006591796875,1.0800690650939941,18.651765519971352,3.0362320263857265,0.13627992077029882,0.488006591796875,0.8565864562988281,1.318603515625,1.6941556930541992,2.7854130268096924,0.0,0.0,0.0,661873,0.5049690246582031,1.0101094245910645,1.4523799419403076,40.16102787090575,11.785795764444236,0.2876684802069279,0.6405364274978638,0.488006591796875,1.0800690650939941,18.651765519971352,3.0362320263857265,0.13627992077029882,0.488006591796875,0.8565864562988281,1.318603515625,1.6941556930541992,2.7854130268096924,0.6405364274978638,1.0800690650939941,0.6405364274978638,1.0800690650939941
dataset_2,keyframe_1,S2M2-XL,CH384NTR3.pth,116.08520010486245,608423,0.4641899108886719,1.847615122795105,2.55326771736145,68.87560134971886,36.66906083432086,3.49214280196508,0.7934492230415344,0.6960716247558594,1.1961756944656372,29.417198232150987,3.2398512219294804,0.11850308091574448,0.6960716247558594,1.0825824737548828,1.5047051906585693,1.8093514442443848,2.5402657985687256,0.0,0.0,0.0,608423,0.4641899108886719,1.847615122795105,2.55326771736145,68.87560134971886,36.66906083432086,3.49214280196508,0.7934492230415344,0.6960716247558594,1.1961756944656372,29.417198232150987,3.2398512219294804,0.11850308091574448,0.6960716247558594,1.0825824737548828,1.5047051906585693,1.8093514442443848,2.5402657985687256,0.7934492230415344,1.1961756944656372,0.7934492230415344,1.1961756944656372
dataset_2,keyframe_2,S2M2-XL,CH384NTR3.pth,116.70614592730999,887191,0.6768730163574219,0.9979864358901978,1.2518260478973389,44.10166469227032,7.400210326750384,0.1530673778250681,1.5307384729385376,1.279541015625,3.320831298828125,61.67781233127928,25.044212576547782,1.8825709458278994,1.279541015625,2.0017356872558594,2.9188995361328125,3.6808547973632812,6.135499954223633,0.0,0.0,0.0,887191,0.6768730163574219,0.9979864358901978,1.2518260478973389,44.10166469227032,7.400210326750384,0.1530673778250681,1.5307384729385376,1.279541015625,3.320831298828125,61.67781233127928,25.044212576547782,1.8825709458278994,1.279541015625,2.0017356872558594,2.9188995361328125,3.6808547973632812,6.135499954223633,1.7332239151000977,3.8275485038757324,1.5307384729385376,3.320831298828125
dataset_2,keyframe_3,S2M2-XL,CH384NTR3.pth,120.73872424662113,496833,0.37905349731445315,2.162579298019409,3.385436534881592,64.34375333361511,36.228269861301484,8.266157843782517,1.0887938737869263,0.6826572418212891,2.1272084712982178,34.90911433016728,14.229932391769468,1.1116411349487656,0.6826572418212891,1.3242568969726562,2.4479777812957764,3.3019309043884277,5.199661731719971,0.0,0.0,0.0,496833,0.37905349731445315,2.162579298019409,3.385436534881592,64.34375333361511,36.228269861301484,8.266157843782517,1.0887938737869263,0.6826572418212891,2.1272084712982178,34.90911433016728,14.229932391769468,1.1116411349487656,0.6826572418212891,1.3242568969726562,2.4479777812957764,3.3019309043884277,5.199661731719971,1.0887938737869263,2.1272084712982178,1.0887938737869263,2.1272084712982178
dataset_2,keyframe_4,S2M2-XL,CH384NTR3.pth,134.47500113397837,635765,0.4850502014160156,1.2497687339782715,1.8186804056167603,53.41376137409263,18.079321761971798,0.4100571752141121,0.3884231150150299,0.33385467529296875,0.9215766191482544,3.047824274692693,0.13479823519696743,0.029413383876117746,0.33385467529296875,0.5380859375,0.7512915134429932,0.8971352577209473,1.2453794479370117,0.0,0.0,0.0,635765,0.4850502014160156,1.2497687339782715,1.8186804056167603,53.41376137409263,18.079321761971798,0.4100571752141121,0.3884231150150299,0.33385467529296875,0.9215766191482544,3.047824274692693,0.13479823519696743,0.029413383876117746,0.33385467529296875,0.5380859375,0.7512915134429932,0.8971352577209473,1.2453794479370117,0.3884231150150299,0.9215766191482544,0.3884231150150299,0.9215766191482544
dataset_2,keyframe_5,S2M2-XL,CH384NTR3.pth,115.98398862406611,759702,0.5796066284179687,1.1680881977081299,2.3322043418884277,36.72176721925176,13.864515296787424,1.3389460604289578,1.4272994995117188,1.1455497741699219,2.668174982070923,56.05671697586685,20.00824007308129,0.9757773442744654,1.1455497741699219,1.8128738403320312,2.536977767944336,3.068281650543213,4.951072692871094,0.0,0.0,0.0,759702,0.5796066284179687,1.1680881977081299,2.3322043418884277,36.72176721925176,13.864515296787424,1.3389460604289578,1.4272994995117188,1.1455497741699219,2.668174982070923,56.05671697586685,20.00824007308129,0.9757773442744654,1.1455497741699219,1.8128738403320312,2.536977767944336,3.068281650543213,4.951072692871094,1.6746439933776855,2.947676420211792,1.4272994995117188,2.668174982070923
