dataset_id,keyframe_id,model,checkpoint,runtime_ms,valid_px,valid_pixel_ratio,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_median_abs_error_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct,abs_depth_error_p50,abs_depth_error_p75,abs_depth_error_p90,abs_depth_error_p95,abs_depth_error_p99,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,excluded_pred_disp_le_0_1_ratio,valid_disp_valid_px,valid_disp_valid_pixel_ratio,valid_disp_mae_px,valid_disp_rmse_px,valid_disp_bad1_pct,valid_disp_bad2_pct,valid_disp_bad5_pct,valid_disp_depth_mae_mm,valid_disp_depth_median_abs_error_mm,valid_disp_depth_rmse_mm,valid_disp_depth_bad1mm_pct,valid_disp_depth_bad2mm_pct,valid_disp_depth_bad5mm_pct,valid_disp_abs_depth_error_p50,valid_disp_abs_depth_error_p75,valid_disp_abs_depth_error_p90,valid_disp_abs_depth_error_p95,valid_disp_abs_depth_error_p99,depth_mae_cap100_mm,depth_rmse_cap100_mm,depth_mae_cap200_mm,depth_rmse_cap200_mm
dataset_3,keyframe_1,S2M2-XL,CH384NTR3.pth,116.54291301965714,759440,0.57940673828125,1.0434688329696655,1.7561590671539307,32.83116506899821,9.62235331296745,2.645501948804382,1.4478882551193237,0.925262451171875,2.6266579627990723,46.78973980827978,20.620193827030445,3.4397714105130097,0.925262451171875,1.7426624298095703,3.0721302032470703,4.252354621887207,8.409573554992676,0.0,0.0,0.0,759440,0.57940673828125,1.0434688329696655,1.7561590671539307,32.83116506899821,9.62235331296745,2.645501948804382,1.4478882551193237,0.925262451171875,2.6266579627990723,46.78973980827978,20.620193827030445,3.4397714105130097,0.925262451171875,1.7426624298095703,3.0721302032470703,4.252354621887207,8.409573554992676,6.198554992675781,14.358846664428711,1.4478882551193237,2.6266579627990723
dataset_3,keyframe_2,S2M2-XL,CH384NTR3.pth,129.48899064213037,733774,0.5598251342773437,1.2354241609573364,2.0266857147216797,46.6482868022034,16.038589538468248,1.2446611627013222,1.0473004579544067,0.5314884185791016,2.732307195663452,27.70771381924135,11.052585673518005,1.8872295829506087,0.5314884185791016,1.0910329818725586,2.1331980228424072,3.1219866275787354,7.922702789306641,0.0,0.0,0.0,733774,0.5598251342773437,1.2354241609573364,2.0266857147216797,46.6482868022034,16.038589538468248,1.2446611627013222,1.0473004579544067,0.5314884185791016,2.732307195663452,27.70771381924135,11.052585673518005,1.8872295829506087,0.5314884185791016,1.0910329818725586,2.1331980228424072,3.1219866275787354,7.922702789306641,2.4775543212890625,6.071887969970703,1.0473004579544067,2.732307195663452
dataset_3,keyframe_3,S2M2-XL,CH384NTR3.pth,122.54198407754302,653728,0.4987548828125,0.9427639245986938,1.5398762226104736,34.11831832199324,8.21167213275246,0.7651500318175143,1.281764030456543,0.8053169250488281,2.6444923877716064,41.690121885554845,16.377606588672965,2.0259190366635664,0.8053169250488281,1.5469074249267578,2.5543718338012695,3.444634437561035,7.811851501464844,0.0,0.0,0.0,653728,0.4987548828125,0.9427639245986938,1.5398762226104736,34.11831832199324,8.21167213275246,0.7651500318175143,1.281764030456543,0.8053169250488281,2.6444923877716064,41.690121885554845,16.377606588672965,2.0259190366635664,0.8053169250488281,1.5469074249267578,2.5543718338012695,3.444634437561035,7.811851501464844,4.127309799194336,9.024650573730469,1.281764030456543,2.6444923877716064
dataset_3,keyframe_4,S2M2-XL,CH384NTR3.pth,115.70921866223216,672805,0.5133094787597656,0.9942168593406677,1.7297897338867188,37.070027719770216,9.7283759781809,0.7223489718417669,0.9286593794822693,0.4253578186035156,5.011794090270996,20.47933650909253,8.588967085559709,2.156048186324418,0.4253578186035156,0.8523292541503906,1.7670831680297852,3.0236940383911133,7.828165054321289,0.0,0.0,0.0,672805,0.5133094787597656,0.9942168593406677,1.7297897338867188,37.070027719770216,9.7283759781809,0.7223489718417669,0.9286593794822693,0.4253578186035156,5.011794090270996,20.47933650909253,8.588967085559709,2.156048186324418,0.4253578186035156,0.8523292541503906,1.7670831680297852,3.0236940383911133,7.828165054321289,2.8309476375579834,8.852245330810547,0.9286593794822693,5.011794090270996
dataset_3,keyframe_5,S2M2-XL,CH384NTR3.pth,120.00332633033395,657413,0.5015663146972656,3.2811782360076904,11.710229873657227,40.78547275456981,16.980954133854976,8.287940761743378,1.6862120628356934,1.0424346923828125,3.6105785369873047,51.68090682721515,21.83376355502553,4.713779617987475,1.0424346923828125,1.8449172973632812,3.158397912979126,4.858209609985352,12.654172897338867,0.0,0.0,0.0,657413,0.5015663146972656,3.2811782360076904,11.710229873657227,40.78547275456981,16.980954133854976,8.287940761743378,1.6862120628356934,1.0424346923828125,3.6105785369873047,51.68090682721515,21.83376355502553,4.713779617987475,1.0424346923828125,1.8449172973632812,3.158397912979126,4.858209609985352,12.654172897338867,4.050171852111816,11.291003227233887,1.6862120628356934,3.6105785369873047
dataset_4,keyframe_1,S2M2-XL,CH384NTR3.pth,125.17225928604603,711639,0.5429374694824218,13.380839347839355,18.819355010986328,95.10144890878662,87.72116199365128,63.2095767657478,7.154088497161865,5.317134857177734,24.3986759185791,92.43324213540855,80.85827224196538,51.66032215772323,5.317134857177734,10.078033447265625,15.879192352294922,19.249027252197266,26.57366371154785,0.0,0.0,0.0,711639,0.5429374694824218,13.380839347839355,18.819355010986328,95.10144890878662,87.72116199365128,63.2095767657478,7.154088497161865,5.317134857177734,24.3986759185791,92.43324213540855,80.85827224196538,51.66032215772323,5.317134857177734,10.078033447265625,15.879192352294922,19.249027252197266,26.57366371154785,7.154088497161865,24.3986759185791,7.154088497161865,24.3986759185791
dataset_4,keyframe_2,S2M2-XL,CH384NTR3.pth,123.31323605030775,803883,0.6133140563964844,13.095511436462402,21.76146697998047,77.15028181961803,65.10860411278756,49.06199036426943,5.647141456604004,2.7377548217773438,8.635882377624512,70.05385112012569,56.205940416702425,38.43482198280098,2.7377548217773438,9.184797286987305,15.847076416015625,18.841127395629883,23.00602912902832,0.0,0.0,0.0,803883,0.6133140563964844,13.095511436462402,21.76146697998047,77.15028181961803,65.10860411278756,49.06199036426943,5.647141456604004,2.7377548217773438,8.635882377624512,70.05385112012569,56.205940416702425,38.43482198280098,2.7377548217773438,9.184797286987305,15.847076416015625,18.841127395629883,23.00602912902832,5.647141456604004,8.635882377624512,5.647141456604004,8.635882377624512
dataset_4,keyframe_3,S2M2-XL,CH384NTR3.pth,118.99011489003897,699779,0.5338890075683593,5.3515543937683105,7.926125526428223,79.51696178364884,64.19941152849685,39.73368734986331,2.3704586029052734,1.5189971923828125,4.575931072235107,58.433591176642906,44.07048511029911,14.759231128684913,1.5189971923828125,3.740680694580078,5.79652214050293,6.945122718811035,8.902728080749512,0.0,0.0,0.0,699779,0.5338890075683593,5.3515543937683105,7.926125526428223,79.51696178364884,64.19941152849685,39.73368734986331,2.3704586029052734,1.5189971923828125,4.575931072235107,58.433591176642906,44.07048511029911,14.759231128684913,1.5189971923828125,3.740680694580078,5.79652214050293,6.945122718811035,8.902728080749512,2.3704586029052734,4.575931072235107,2.3704586029052734,4.575931072235107
dataset_4,keyframe_4,S2M2-XL,CH384NTR3.pth,119.7488671168685,622708,0.4750885009765625,16.547454833984375,20.468801498413086,91.68069143161803,84.82065430346165,71.51811121745666,4.922016620635986,5.5026092529296875,14.106525421142578,78.25594018384218,69.17206780706205,51.860101363721036,5.5026092529296875,7.882917404174805,9.097055435180664,9.888368606567383,11.776717185974121,0.0,0.0,0.0,622708,0.4750885009765625,16.547454833984375,20.468801498413086,91.68069143161803,84.82065430346165,71.51811121745666,4.922016620635986,5.5026092529296875,14.106525421142578,78.25594018384218,69.17206780706205,51.860101363721036,5.5026092529296875,7.882917404174805,9.097055435180664,9.888368606567383,11.776717185974121,4.922016620635986,14.106525421142578,4.922016620635986,14.106525421142578
dataset_4,keyframe_5,S2M2-XL,CH384NTR3.pth,122.60658200830221,704671,0.5376213073730469,18.625158309936523,22.466598510742188,94.9474293677475,91.549957355986,83.7535530765421,5.859972953796387,5.215007781982422,7.073514938354492,89.24192992190682,80.38928805073573,51.42399786567064,5.215007781982422,8.974363327026367,11.640892028808594,12.686437606811523,14.475266456604004,0.0,0.0,0.0,704671,0.5376213073730469,18.625158309936523,22.466598510742188,94.9474293677475,91.549957355986,83.7535530765421,5.859972953796387,5.215007781982422,7.073514938354492,89.24192992190682,80.38928805073573,51.42399786567064,5.215007781982422,8.974363327026367,11.640892028808594,12.686437606811523,14.475266456604004,5.859972953796387,7.073514938354492,5.859972953796387,7.073514938354492
dataset_5,keyframe_1,S2M2-XL,CH384NTR3.pth,123.21850378066301,668804,0.5102569580078125,26.289295196533203,32.04730224609375,95.84826047691102,92.02277498340321,84.65051046345417,12.712369918823242,10.394987106323242,15.558658599853516,91.40047009288223,86.48542771873375,81.00579541988385,10.394987106323242,19.105125427246094,26.339214324951172,28.999305725097656,34.508140563964844,0.0,0.0,0.0,668804,0.5102569580078125,26.289295196533203,32.04730224609375,95.84826047691102,92.02277498340321,84.65051046345417,12.712369918823242,10.394987106323242,15.558658599853516,91.40047009288223,86.48542771873375,81.00579541988385,10.394987106323242,19.105125427246094,26.339214324951172,28.999305725097656,34.508140563964844,12.712369918823242,15.558658599853516,12.712369918823242,15.558658599853516
dataset_5,keyframe_2,S2M2-XL,CH384NTR3.pth,125.13756798580289,510158,0.38921966552734377,9.171245574951172,14.283286094665527,75.90197546642413,61.803010047867524,48.93915218422528,2.862942695617676,1.2817974090576172,8.725078582763672,54.38021162071358,40.459818330791634,18.70832173561916,1.2817974090576172,3.8025550842285156,7.759032726287842,11.22316837310791,16.625511169433594,0.0,0.0,0.0,510158,0.38921966552734377,9.171245574951172,14.283286094665527,75.90197546642413,61.803010047867524,48.93915218422528,2.862942695617676,1.2817974090576172,8.725078582763672,54.38021162071358,40.459818330791634,18.70832173561916,1.2817974090576172,3.8025550842285156,7.759032726287842,11.22316837310791,16.625511169433594,2.862942695617676,8.725078582763672,2.862942695617676,8.725078582763672
dataset_5,keyframe_3,S2M2-XL,CH384NTR3.pth,131.41605677083135,628468,0.4794830322265625,13.244466781616211,18.078914642333984,84.45728342572733,77.25596211740296,64.61904186052432,4.5079569816589355,4.126575469970703,6.405141830444336,72.41832519714607,64.45833359852848,43.70596434504223,4.126575469970703,6.59722900390625,9.853314399719238,12.546979904174805,16.134536743164062,0.0,0.0,0.0,628468,0.4794830322265625,13.244466781616211,18.078914642333984,84.45728342572733,77.25596211740296,64.61904186052432,4.5079569816589355,4.126575469970703,6.405141830444336,72.41832519714607,64.45833359852848,43.70596434504223,4.126575469970703,6.59722900390625,9.853314399719238,12.546979904174805,16.134536743164062,4.5079569816589355,6.405141830444336,4.5079569816589355,6.405141830444336
dataset_5,keyframe_4,S2M2-XL,CH384NTR3.pth,132.94044230133295,753032,0.574517822265625,7.13906717300415,9.881512641906738,87.00387234539834,74.95113089483581,51.27883011611725,3.083008050918579,2.057300567626953,17.49223518371582,68.12286861647314,50.6947911908126,20.973610683211337,2.057300567626953,4.409369468688965,7.599363327026367,9.60888671875,12.086936950683594,0.0,0.0,0.0,753032,0.574517822265625,7.13906717300415,9.881512641906738,87.00387234539834,74.95113089483581,51.27883011611725,3.083008050918579,2.057300567626953,17.49223518371582,68.12286861647314,50.6947911908126,20.973610683211337,2.057300567626953,4.409369468688965,7.599363327026367,9.60888671875,12.086936950683594,3.083008050918579,17.49223518371582,3.083008050918579,17.49223518371582
dataset_5,keyframe_5,S2M2-XL,CH384NTR3.pth,120.17625523731112,716589,0.5467140197753906,7.399138927459717,10.98276138305664,84.16540025035272,71.22018339661926,46.77479001212689,1.534386396408081,0.8287868499755859,2.4271693229675293,44.88416651665041,24.193505621772037,6.698121238255123,0.8287868499755859,1.9343795776367188,4.134472370147705,5.6329498291015625,8.56419563293457,0.0,0.0,0.0,716589,0.5467140197753906,7.399138927459717,10.98276138305664,84.16540025035272,71.22018339661926,46.77479001212689,1.534386396408081,0.8287868499755859,2.4271693229675293,44.88416651665041,24.193505621772037,6.698121238255123,0.8287868499755859,1.9343795776367188,4.134472370147705,5.6329498291015625,8.56419563293457,1.534386396408081,2.4271693229675293,1.534386396408081,2.4271693229675293
dataset_6,keyframe_1,S2M2-XL,CH384NTR3.pth,117.12176585569978,828409,0.6320259094238281,0.6690847277641296,1.5399460792541504,21.56953871819355,2.801635424047783,0.06772017204062244,1.4246914386749268,1.0150375366210938,17.860441207885742,50.61919897055681,22.003382387202457,2.315643601168022,1.0150375366210938,1.8510894775390625,2.958505153656006,3.9018774032592773,6.201897144317627,0.0,0.0,0.0,828409,0.6320259094238281,0.6690847277641296,1.5399460792541504,21.56953871819355,2.801635424047783,0.06772017204062244,1.4246914386749268,1.0150375366210938,17.860441207885742,50.61919897055681,22.003382387202457,2.315643601168022,1.0150375366210938,1.8510894775390625,2.958505153656006,3.9018774032592773,6.201897144317627,4.830379486083984,19.942588806152344,1.4246914386749268,17.860441207885742
dataset_6,keyframe_2,S2M2-XL,CH384NTR3.pth,126.44015112891793,791544,0.603900146484375,0.8035205006599426,1.39534330368042,30.686228434553225,4.994289641510768,0.018318627896869912,0.6855250597000122,0.5469589233398438,1.0822768211364746,22.189669809890546,3.212581991651759,0.024256390042751888,0.5469589233398438,0.9390106201171875,1.4303359985351562,1.7785391807556152,2.6601297855377197,0.0,0.0,0.0,791544,0.603900146484375,0.8035205006599426,1.39534330368042,30.686228434553225,4.994289641510768,0.018318627896869912,0.6855250597000122,0.5469589233398438,1.0822768211364746,22.189669809890546,3.212581991651759,0.024256390042751888,0.5469589233398438,0.9390106201171875,1.4303359985351562,1.7785391807556152,2.6601297855377197,0.6855250597000122,1.0822768211364746,0.6855250597000122,1.0822768211364746
dataset_6,keyframe_3,S2M2-XL,CH384NTR3.pth,116.60003801807761,873766,0.6666305541992188,0.7555149793624878,1.2042016983032227,23.981477878516674,5.042997782014864,0.6997296759086529,0.8924155831336975,0.6526107788085938,8.776966094970703,30.991592714754297,7.561978836439047,0.5758978948597221,0.6526107788085938,1.147216796875,1.7917404174804688,2.348367691040039,4.395359992980957,0.0,0.0,0.0,873766,0.6666305541992188,0.7555149793624878,1.2042016983032227,23.981477878516674,5.042997782014864,0.6997296759086529,0.8924155831336975,0.6526107788085938,8.776966094970703,30.991592714754297,7.561978836439047,0.5758978948597221,0.6526107788085938,1.147216796875,1.7917404174804688,2.348367691040039,4.395359992980957,0.8921946883201599,8.77688217163086,0.8924155831336975,8.776966094970703
dataset_6,keyframe_4,S2M2-XL,CH384NTR3.pth,133.6726830340922,873574,0.6664840698242187,0.9237170815467834,2.6993813514709473,20.121249029847498,5.024645880028481,1.4599793492022428,1.3161334991455078,0.7257232666015625,3.541745185852051,36.61933619819271,13.218342120988034,2.31405696598113,0.7257232666015625,1.3482189178466797,2.341761589050293,3.324416160583496,21.382261276245117,0.0,0.0,0.0,873574,0.6664840698242187,0.9237170815467834,2.6993813514709473,20.121249029847498,5.024645880028481,1.4599793492022428,1.3161334991455078,0.7257232666015625,3.541745185852051,36.61933619819271,13.218342120988034,2.31405696598113,0.7257232666015625,1.3482189178466797,2.341761589050293,3.324416160583496,21.382261276245117,1.5555648803710938,4.060794353485107,1.3161334991455078,3.541745185852051
dataset_6,keyframe_5,S2M2-XL,CH384NTR3.pth,122.28262796998024,879832,0.671258544921875,1.1858919858932495,4.607738018035889,19.64147700924722,5.408305221906001,2.0692586766564527,1.8158259391784668,0.9617462158203125,5.506401538848877,48.155556969966995,16.76092708608007,2.5044553960301514,0.9617462158203125,1.6273956298828125,2.5032958984375,3.304412841796875,38.23040008544922,0.0,0.0,0.0,879832,0.671258544921875,1.1858919858932495,4.607738018035889,19.64147700924722,5.408305221906001,2.0692586766564527,1.8158259391784668,0.9617462158203125,5.506401538848877,48.155556969966995,16.76092708608007,2.5044553960301514,0.9617462158203125,1.6273956298828125,2.5032958984375,3.304412841796875,38.23040008544922,5.996734142303467,8.997617721557617,1.8158259391784668,5.506401538848877
dataset_7,keyframe_1,S2M2-XL,CH384NTR3.pth,116.22944474220276,613827,0.46831283569335935,1.1652565002441406,1.916213870048523,42.64328548597569,14.685571015937715,1.3510321312030913,1.3899155855178833,0.8925094604492188,2.9772496223449707,45.588252064506776,21.44741107836573,2.8934862754489457,0.8925094604492188,1.77978515625,3.11668062210083,4.135851860046387,7.183834075927734,0.0,0.0,0.0,613827,0.46831283569335935,1.1652565002441406,1.916213870048523,42.64328548597569,14.685571015937715,1.3510321312030913,1.3899155855178833,0.8925094604492188,2.9772496223449707,45.588252064506776,21.44741107836573,2.8934862754489457,0.8925094604492188,1.77978515625,3.11668062210083,4.135851860046387,7.183834075927734,8.555895805358887,15.080121994018555,1.3899155855178833,2.9772496223449707
dataset_7,keyframe_2,S2M2-XL,CH384NTR3.pth,125.59206597507,521037,0.3975196838378906,1.227603554725647,2.218735933303833,43.66829994798834,16.13129201956867,1.713314025683397,0.9837836623191833,0.6710472106933594,3.098484992980957,34.78083130372699,10.828405660250615,0.8496517521788279,0.6710472106933594,1.2899169921875,2.0682449340820312,2.675692558288574,4.664421558380127,0.0,0.0,0.0,521037,0.3975196838378906,1.227603554725647,2.218735933303833,43.66829994798834,16.13129201956867,1.713314025683397,0.9837836623191833,0.6710472106933594,3.098484992980957,34.78083130372699,10.828405660250615,0.8496517521788279,0.6710472106933594,1.2899169921875,2.0682449340820312,2.675692558288574,4.664421558380127,1.1420410871505737,3.6719775199890137,0.9837836623191833,3.098484992980957
dataset_7,keyframe_3,S2M2-XL,CH384NTR3.pth,137.31068279594183,528555,0.4032554626464844,1.7875362634658813,6.385538101196289,45.56592975187066,16.76760223628572,3.5797599114567076,0.5723989605903625,0.3858985900878906,2.26705002784729,10.083908013357172,1.3192572201568427,0.7456177692009346,0.3858985900878906,0.6689701080322266,1.0029067993164062,1.2454882860183716,2.5466995239257812,0.0,0.0,0.0,528555,0.4032554626464844,1.7875362634658813,6.385538101196289,45.56592975187066,16.76760223628572,3.5797599114567076,0.5723989605903625,0.3858985900878906,2.26705002784729,10.083908013357172,1.3192572201568427,0.7456177692009346,0.3858985900878906,0.6689701080322266,1.0029067993164062,1.2454882860183716,2.5466995239257812,0.5723989605903625,2.26705002784729,0.5723989605903625,2.26705002784729
