epoch,global_step,learning_rate,train_total,train_classification,train_positive_gain,train_harmful_magnitude,train_signed_utility,train_policy_risk,train_decisive_fraction,validation_loss_total,validation_loss_classification,validation_loss_positive_gain,validation_loss_harmful_magnitude,validation_loss_signed_utility,validation_loss_policy_risk,validation_loss_decisive_fraction,validation_auroc,validation_auprc,validation_decisive_auroc,validation_decisive_auprc,validation_utility_mae,validation_best_policy_net_utility,validation_best_policy_coverage,validation_best_policy_harm_cost_fraction,validation_best_policy_threshold,validation_best_policy_constraint_feasible
1,1288,0.0001,0.35567325881179074,0.09733296796297712,0.01890273145134257,0.021492850212401982,0.0026302568820830846,0.0,0.05918038215326226,0.415455449000001,0.3533530876040459,0.005313751594318698,0.00372612110307576,0.007587698123340185,0.0,0.24589326394100983,0.9545984691641097,0.42198080421948825,0.5025482342179151,0.5401952299958264,0.049214206635951996,0.001976258121430874,1.0,0.9166175214788927,-2.385420799255371,False
