budget,gain_vs_h4,gain_vs_raw,h4_epe,multi_epe,raw_epe,seed,valid_pixel_count,strict_support_frame_rows,safety_diagnostics,safety_diagnostics_reason,provenance
1x,-0.017011674008824085,-0.002607561776236611,0.2909239686345885,0.3079356426434126,0.305328080867176,20260722,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
1x,-0.005566824754131783,0.008837287478455691,0.2909239686345885,0.2964907933887203,0.305328080867176,20260723,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
1x,-0.0120539670415033,0.002350145191084174,0.2909239686345885,0.3029779356760918,0.305328080867176,20260724,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
3x,-0.006471602159651091,0.007932510072936383,0.2909239686345885,0.2973955707942396,0.305328080867176,20260722,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
3x,-0.01653830014378571,-0.0021341879111982376,0.2909239686345885,0.30746226877837424,0.305328080867176,20260723,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
3x,-0.00846097364319165,0.005943138589395824,0.2909239686345885,0.2993849422777802,0.305328080867176,20260724,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
6x,-0.00772844337596984,0.006675668856617634,0.2909239686345885,0.29865241201055837,0.305328080867176,20260722,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
6x,-0.013830825862879759,0.0005732863697077151,0.2909239686345885,0.3047547944974683,0.305328080867176,20260723,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
6x,-0.007119618318247645,0.007284493914339829,0.2909239686345885,0.29804358695283617,0.305328080867176,20260724,51114633.0,11886,,not present in the strict D2 selection table; prohibited selection input,selection/d2_common_support_frame_metrics.csv
