epoch,train_total,train_disparity,train_reset,train_fusion,validation_fused_epe,validation_gain
1,1.716387031982583,0.06819291235844377,0.6637861461613018,0.9844079747065337,0.3115718591165849,-0.0019202656484747505
2,1.5718561542618725,0.05647156074293962,0.5726284402071193,0.9427561518163284,0.30659633758274535,0.003055255885364816
3,1.521611251015607,0.05314399562932176,0.5569037529103559,0.911563503564625,0.30492543571144254,0.004726157756667626
4,1.4907170400939174,0.05220567980624532,0.5463457442959206,0.89216561338903,0.30083216987040173,0.008819423597708431
5,1.426045832835244,0.04953805505703328,0.5177510041663539,0.8587567751301067,0.29716358954981587,0.0124880039182943
6,1.3852202489111898,0.04911582286236663,0.5056475415394942,0.8304568843339113,0.2988825305484035,0.01076906291970664
7,1.338646272707252,0.05079378612243532,0.49069452536546176,0.7971579618220149,0.2998344997737106,0.009817093694399537
8,1.265383377920982,0.0491711432648988,0.46094515732979474,0.7552670777620994,0.29718883884975816,0.012462754618352001
9,1.2151392234141305,0.04908638070239197,0.44430064182841683,0.7217522038390812,0.3040021067306709,0.005649486737439258
10,1.1553337811720734,0.04784440431306815,0.41089007924709764,0.6965992998014985,0.29648636628738084,0.013165227180729322
11,1.1148006916971107,0.04766371483468838,0.39583745332706044,0.6712995216407663,0.30593984016472503,0.0037117533033851347
12,1.0754117581190936,0.046357841257232545,0.3718821165137215,0.6571718019073162,0.30062294604676304,0.009028647421347125
13,1.0444008322197929,0.04525446598079867,0.3581255393662988,0.6410208280729552,0.2915102681096559,0.018141325358454252
14,1.0176019349466712,0.0457361078234927,0.3450181666201568,0.6268476592151369,0.2995997006281563,0.010051892839953891
15,0.9847245868098876,0.04430905534046997,0.3286463931305801,0.6117691363258291,0.3033861801625913,0.006265413305518885
16,0.9768811342399509,0.047609860994659414,0.32895546658112584,0.6003158066044825,0.29932264462551256,0.010328948842597607
17,0.9422350943939498,0.04378362827570698,0.31248329312308915,0.5859681737952023,0.2921405527187869,0.017511040749323248
18,0.9245580432024304,0.04506165566776135,0.3046455379923351,0.5748508493216566,0.3033674476861638,0.00628414578194636
19,0.9079798204161823,0.04486474576669217,0.2996192138787082,0.5634958592123825,0.2992581295170692,0.01039346395104096
20,0.8975056753875971,0.04498551404918761,0.29418041637604675,0.5583397459994925,0.29900970264733084,0.01064189082077932
21,0.8821718200791482,0.044655754326014305,0.2864519818598615,0.5510640837654499,0.3040264397281898,0.005625153739920341
22,0.8647827151526878,0.04500614217101538,0.2774335736661631,0.5423430008391724,0.3025385360412943,0.007113057426815839
23,0.8529854311493892,0.04525647563877164,0.2710784449321202,0.5366505135630022,0.2944442984107626,0.01520729505734758
24,0.8318700773062209,0.04404783174066043,0.2612384595558089,0.5265837867138994,0.29809154998400633,0.011560043484103832
25,0.8150775563237758,0.04636678377020131,0.2514400278379049,0.5172707433936612,0.3008433132553096,0.008808280212800557
26,0.8130507021864921,0.045893595899061564,0.2512834413312708,0.5158736653149609,0.2976774417930589,0.011974151675051281
27,0.7971727561591798,0.04335334067667061,0.2454311297649321,0.5083882849568687,0.2965126073347691,0.01313898613334108
28,0.7945903877731734,0.044413055232561276,0.24325443487925072,0.5069228983781932,0.3005767344746599,0.009074858993450285
29,0.77737893641439,0.046075444547708067,0.2338921795866704,0.49741131253193654,0.3046017022298542,0.0050498912382559435
30,0.7685125530052821,0.043353812650255376,0.2308533048148211,0.4943054365138694,0.3007818952548374,0.00886969821327277
31,0.7631080230243601,0.04625356020544633,0.22910845590899237,0.48774600805036034,0.3010340690940127,0.008617524374097463
32,0.7458448023168216,0.0444624991711717,0.21553026495690342,0.48585203766341833,0.30147173732867255,0.008179856139437613
33,0.7403091176058623,0.04398691063587254,0.21355140293384392,0.4827708038232624,0.29985646080354544,0.00979513266456472
34,0.7321036155552394,0.04396848457019654,0.20877232167647783,0.47936280852635776,0.29970613568157384,0.009945457786536327
35,0.7236325007040704,0.043850520912593685,0.20828662320121555,0.47149535599219583,0.2992158587158234,0.010435734752286763
36,0.715138672783388,0.04414472803311604,0.20280040412163616,0.46819354060512386,0.2989691541776206,0.010682439290489565
37,0.7073180217140954,0.04529305675091866,0.1974547813491344,0.4645701835659222,0.2991965549146763,0.010455038553433882
38,0.6991257888145287,0.0441964790762664,0.1959199641040725,0.4590093466683917,0.3002105458854488,0.009441047582661344
39,0.6948575623088339,0.04285141327323,0.194352187897963,0.45765396206183584,0.2994991307693088,0.010152462698801379
40,0.6883895794920564,0.04333805750007958,0.19136469467305137,0.4536868257877029,0.2983652410957308,0.011286352372379349
41,0.6813892331795246,0.04199958118147024,0.1874392643359748,0.4519503871331594,0.30114366338442455,0.008507930083685611
42,0.6670505982482011,0.04255114321225201,0.17895524663719517,0.4455442062141472,0.30198837091332753,0.007663222554782634
43,0.6711741491809977,0.04286352435588226,0.18432255510127707,0.4439880706180259,0.3030755367789834,0.0065760566891267525
44,0.6648954306281109,0.04578264758483958,0.17912272222911205,0.43999006117975614,0.29818616484171867,0.011465428626391494
45,0.6614087348044252,0.044708865708287075,0.17706093572623335,0.43963893244885865,0.30007659771253703,0.009574995755573135
46,0.6521963573608393,0.04442492769516584,0.172503032802673,0.4352683973036739,0.2981227148597204,0.011528878608389748
47,0.6569107627504217,0.04383776019327921,0.1775834658575948,0.43548953575836546,0.30024919640986186,0.009402397058248302
