mode,beyond_endpoint_gain_signed,clean_pixel_degradation,convex_fusion_gain,convex_fusion_normalized_gain,convex_fusion_oracle_epe,delta_fusion_mean,delta_fusion_p95,endpoint_selection_gain,frames_worsened_fraction,fused_better_than_both_fraction,fused_epe,fused_gain,fused_worse_than_both_fraction,fusion_mean,gt_between_endpoint_fraction,harmful_update_rate,historical_memory_epe,historical_only_count,historical_selection_gain,historical_selection_normalized_gain,historical_selection_oracle_epe,interpolation_advantage,raw_epe,recurrent_candidate_improvement,recurrent_memory_epe,recurrent_only_count,recurrent_raw_difference_mean,recurrent_selection_gain,recurrent_selection_normalized_gain,recurrent_selection_oracle_epe,reset_mean,temporal_valid_count,temporal_weight_mean,temporal_weight_p95,w_star_mean,worst_frame_degradation
clip_reset_phase1_subsampled,-0.037576364282473906,0.03718748330619299,0.07187936801272721,0.3834705714648217,0.46128697466178314,0.060288577415151735,0.2532270307490982,0.06513998690153297,0.2699415876663794,0.05539173905220379,0.5056027203829057,0.02756362232837073,0.0016962043613823353,0.446210490501985,0.12049154648381685,0.0285256536198835,0.5311794439669678,0.0,0.052329269677830685,0.5267343209272433,0.48083707419175237,0.0007205785424879015,0.5331663431243114,0.01596652016236456,0.5152129235682207,0.0,0.12580533760078416,0.06513998690153297,0.4231444254054964,0.4680263574621897,0.6405302702369556,3579.5377531483045,0.3694677528603164,0.8739066743559789,0.5344197175732015,0.4104239344596863
reset_every4_all_pairs,-0.03757836784959234,0.03718273496514881,0.07186793052583584,0.3833795432162145,0.4618175568546587,0.06026716444043282,0.2531282525264377,0.0651310625323951,0.26965002868617327,0.05538143568152298,0.506132793085165,0.027552694376889585,0.0016952512313376318,0.446150487477599,0.1204529781063362,0.02851539887204726,0.5316907526766246,0.0,0.05232570376647646,0.526561372205409,0.4813597832577422,0.0007202626589110012,0.5336854873153327,0.015959872863797363,0.5157308793986687,0.0,0.12578127391925442,0.0651310625323951,0.42303462135575226,0.4685544252686443,0.6404163771721333,3578.1677203231643,0.3694046315653706,0.8738306820440273,0.5344549403386594,0.41040992736816406
continuous_streaming,-1.2270997359882925,0.2729021895152086,0.2231770176094642,-4.893850807818943,0.31050841679313984,1.4972436171222325,3.587137254045439,0.13490470812747712,0.6346337731879901,0.0693574803551988,1.6258804577071118,-1.0921950279146988,0.0018202710478823223,0.6079092256085847,0.2217729241219804,0.24679141569392904,0.5316907758139696,0.0,0.052325659050923914,-20.873029556144957,0.48135977493390436,0.0010666044795957148,0.5336854343893054,-1.0994069715460038,1.6310977434595368,0.0,1.5437664034956535,0.13490470812747712,-8.096048263064606,0.3987807260542615,0.6413775141963586,3578.1526183386986,0.5169400972884457,0.9653046304656863,0.4246685577200471,22.81484031677246
