mode,sequence,backbone,frame_id,step_since_reset,valid_count,historical_only_count,recurrent_only_count,raw_epe,historical_memory_epe,recurrent_memory_epe,fused_epe,historical_selection_oracle_epe,recurrent_selection_oracle_epe,convex_fusion_oracle_epe,historical_selection_gain,recurrent_selection_gain,convex_fusion_gain,fused_gain,endpoint_selection_gain,beyond_endpoint_gain_signed,interpolation_advantage,recurrent_candidate_improvement,gt_between_endpoint_fraction,fused_better_than_both_fraction,fused_worse_than_both_fraction,harmful_update_rate,clean_pixel_degradation,reset_mean,fusion_mean,temporal_weight_mean,temporal_weight_p95,recurrent_raw_difference_mean,delta_fusion_mean,delta_fusion_p95,w_star_mean,temporal_valid_count,raw_tepe,fused_tepe,raw_teper,fused_teper
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],3,6435,0,0,0.1765841692686081,0.2017505168914795,0.21848149597644806,0.20497114956378937,0.1601978987455368,0.15955592691898346,0.15560473501682281,0.01638626679778099,0.01702822558581829,0.020979436114430428,-0.028386976569890976,0.01702822558581829,-0.04541520029306412,0.0005322800716385245,-0.016730977222323418,0.10442890226840973,0.04133643954992294,0.0015540015883743763,0.13395492732524872,0.1523532271385193,0.5950791835784912,0.5052021145820618,0.41440349817276,0.9999668598175049,0.08385621011257172,0.05031069368124008,0.2255471795797348,0.28357362747192383,3040,0.06067538633942604,0.039409320801496506,4.954118251800537,3.0971224308013916
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],4,5792,0,0,0.17726193368434906,0.1987910121679306,0.23076260089874268,0.2159024327993393,0.16133031249046326,0.1620369404554367,0.15577875077724457,0.01593160815536976,0.015224986709654331,0.021483179181814194,-0.03864051029086113,0.015224986709654331,-0.053865499794483185,0.0007117721834219992,-0.03197159618139267,0.12154696136713028,0.046616021543741226,0.0008632596582174301,0.15918508172035217,0.22199797630310059,0.5641829371452332,0.5138717293739319,0.41200780868530273,0.9999874234199524,0.09646707028150558,0.06178897246718407,0.29851824045181274,0.2559342384338379,2657,0.04712771251797676,0.038942378014326096,3.7282166481018066,2.9097180366516113
clip_reset,dataset_7_keyframe_1,S2M2-S,['000014'],1,5321,0,0,0.1771887093782425,0.20066341757774353,0.20066341757774353,0.1860683411359787,0.16234122216701508,0.16234122216701508,0.16131362318992615,0.014847496524453163,0.014847496524453163,0.01587510295212269,-0.008879624307155609,0.014847496524453163,-0.023727120831608772,0.00022775062825530767,0.0,0.05450103431940079,0.023679759353399277,0.0016914113657549024,0.02292802184820175,0.02658160589635372,0.4711078107357025,0.3981532156467438,0.27751022577285767,0.9402530193328857,0.055224910378456116,0.017250653356313705,0.08575820922851562,0.38167285919189453,2244,0.05293695628643036,0.04428617283701897,4.25829553604126,3.3017826080322266
clip_reset,dataset_7_keyframe_1,S2M2-S,['000014'],2,5015,0,0,0.17001275718212128,0.1968032419681549,0.20680779218673706,0.19024507701396942,0.15194933116436005,0.15416185557842255,0.15273073315620422,0.01806342788040638,0.015850894153118134,0.017282018437981606,-0.020232317969202995,0.015850894153118134,-0.03608321025967598,0.0001218996403622441,-0.010004564188420773,0.06779661029577255,0.03050847537815571,0.004586241208016872,0.06500498205423355,0.09282244741916656,0.5022151470184326,0.41876694560050964,0.31093543767929077,0.996226966381073,0.07135910540819168,0.02709587849676609,0.13152582943439484,0.3065156638622284,2002,0.06920865178108215,0.05349959433078766,6.01962423324585,4.46755313873291
clip_reset,dataset_7_keyframe_1,S2M2-S,['000014'],3,4669,0,0,0.1800992786884308,0.19315315783023834,0.2139069139957428,0.20229659974575043,0.15709573030471802,0.163072407245636,0.16162733733654022,0.023003537207841873,0.0170268677175045,0.01847192831337452,-0.022197337821125984,0.0170268677175045,-0.039224207401275635,0.000176972767803818,-0.020753750577569008,0.060612551867961884,0.025701435282826424,0.002570143435150385,0.08995502442121506,0.08032596111297607,0.5076025128364563,0.4409075081348419,0.3568088412284851,0.9995307922363281,0.07075151056051254,0.03199039027094841,0.16044999659061432,0.2907004654407501,1833,0.06018085777759552,0.04913366958498955,5.023060321807861,3.8754711151123047
clip_reset,dataset_7_keyframe_1,S2M2-S,['000014'],4,4444,0,0,0.1979500651359558,0.1982061117887497,0.2184743881225586,0.22035735845565796,0.16774781048297882,0.16790419816970825,0.16646802425384521,0.030202260240912437,0.030045874416828156,0.03148204833269119,-0.02240726538002491,0.030045874416828156,-0.052453141659498215,0.0001527576387161389,-0.0202682763338089,0.06390639394521713,0.02565256506204605,0.002025202615186572,0.0992349237203598,0.10038609802722931,0.48769569396972656,0.4114464223384857,0.33079540729522705,0.9996811151504517,0.08348842710256577,0.03757082670927048,0.1865410953760147,0.38285353779792786,1521,0.07927781343460083,0.07045413553714752,7.478142261505127,6.532678127288818
clip_reset,dataset_7_keyframe_1,S2M2-S,['000018'],1,4266,0,0,0.21542111039161682,0.21018360555171967,0.21018360555171967,0.2210279256105423,0.18685023486614227,0.18685023486614227,0.1862775832414627,0.028570858761668205,0.028570858761668205,0.029143525287508965,-0.005606804508715868,0.028570858761668205,-0.03417766094207764,0.00010185257269768044,0.0,0.04477262124419212,0.015471166931092739,0.005157055798918009,0.017112048342823982,0.015578635036945343,0.44785937666893005,0.3463374078273773,0.25699594616889954,0.9502400755882263,0.05304955318570137,0.012312344275414944,0.05701291561126709,0.5220774412155151,1385,0.06553630530834198,0.05862714350223541,5.718645095825195,4.852287292480469
clip_reset,dataset_7_keyframe_1,S2M2-S,['000018'],2,3977,0,0,0.21979491412639618,0.22763663530349731,0.23303617537021637,0.22482313215732574,0.19318148493766785,0.19370107352733612,0.1911553591489792,0.026613429188728333,0.026093844324350357,0.028639554977416992,-0.005028220824897289,0.026093844324350357,-0.03112206608057022,0.0008394981268793344,-0.0053995405323803425,0.08146844059228897,0.03972844034433365,0.0022630123421549797,0.01232084445655346,0.017175571992993355,0.4633879065513611,0.33861929178237915,0.25306200981140137,0.8597079515457153,0.07052037119865417,0.01812378503382206,0.07429846376180649,0.432360976934433,1205,0.06888940930366516,0.05957601219415665,7.052881240844727,5.8399248123168945
clip_reset,dataset_7_keyframe_1,S2M2-S,['000018'],3,3859,0,0,0.19293686747550964,0.23550741374492645,0.239683136343956,0.20077908039093018,0.18296311795711517,0.18164418637752533,0.1786837875843048,0.00997375138103962,0.011292682960629463,0.014253084547817707,-0.007842207327485085,0.011292682960629463,-0.019134890288114548,0.0003563823120202869,-0.004175729118287563,0.1023581251502037,0.039906710386276245,0.002850479446351528,0.027209121733903885,0.02274247445166111,0.44983044266700745,0.3523949980735779,0.2714897394180298,0.9901255965232849,0.0752524733543396,0.019687358289957047,0.08885342627763748,0.2226894497871399,1092,0.07075624912977219,0.06299105286598206,6.672127723693848,5.830015182495117
clip_reset,dataset_7_keyframe_1,S2M2-S,['000018'],4,3850,0,0,0.1852969378232956,0.19561487436294556,0.20437383651733398,0.19561117887496948,0.1590816229581833,0.16059455275535583,0.15783947706222534,0.026215318590402603,0.024702392518520355,0.027457481250166893,-0.010314228013157845,0.024702392518520355,-0.03501662239432335,0.00023380959464702755,-0.008758949115872383,0.11298701167106628,0.03558441624045372,0.004155843984335661,0.04363636299967766,0.057664234191179276,0.36917880177497864,0.34205350279808044,0.24001584947109222,0.9973202347755432,0.07399185746908188,0.02267526648938656,0.10951243340969086,0.3886074423789978,1050,0.08629753440618515,0.07566118240356445,9.467432975769043,8.061674118041992
clip_reset,dataset_7_keyframe_1,S2M2-S,['000022'],1,3899,0,0,0.18790528178215027,0.19814829528331757,0.19814829528331757,0.19364827871322632,0.16639526188373566,0.16639526188373566,0.1643533557653427,0.021510019898414612,0.021510019898414612,0.023551948368549347,-0.005742988549172878,0.021510019898414612,-0.027253007516264915,8.695032011019066e-05,0.0,0.07437804341316223,0.018979225307703018,0.003077712142840028,0.02128751017153263,0.015656908974051476,0.44324979186058044,0.33361268043518066,0.2554346024990082,0.9825910925865173,0.05734691768884659,0.015747999772429466,0.07561513781547546,0.4507032632827759,1038,0.07487968355417252,0.06511662155389786,7.013548374176025,6.072628021240234
clip_reset,dataset_7_keyframe_1,S2M2-S,['000022'],2,3945,0,0,0.18453288078308105,0.19720973074436188,0.20236748456954956,0.19544313848018646,0.1575511395931244,0.15831232070922852,0.15435248613357544,0.02698172815144062,0.026220547035336494,0.03018040768802166,-0.010910251177847385,0.026220547035336494,-0.037130795419216156,0.00044376292498782277,-0.005157753825187683,0.14550063014030457,0.0400506965816021,0.003295310540124774,0.03751584142446518,0.03655514121055603,0.5182589292526245,0.35286375880241394,0.29658395051956177,0.9811885356903076,0.07819544523954391,0.021673815324902534,0.09338990598917007,0.34536755084991455,1009,0.08057050406932831,0.06993786990642548,7.839788436889648,6.356316566467285
clip_reset,dataset_7_keyframe_1,S2M2-S,['000022'],3,4007,0,0,0.17255866527557373,0.19131356477737427,0.2027026116847992,0.18449591100215912,0.15093450248241425,0.15784180164337158,0.1554677039384842,0.021624190732836723,0.01471688598394394,0.017090968787670135,-0.011937232688069344,0.01471688598394394,-0.026654118672013283,0.00023173059162218124,-0.01138903759419918,0.09084102511405945,0.025455452501773834,0.0032443224918097258,0.04716745764017105,0.04388926550745964,0.37394893169403076,0.2978116273880005,0.21123622357845306,0.9939513206481934,0.06432589143514633,0.01870810240507126,0.12181640416383743,0.4068295359611511,1084,0.07552727311849594,0.06548361480236053,6.41571044921875,5.294017314910889
clip_reset,dataset_7_keyframe_1,S2M2-S,['000022'],4,4188,0,0,0.15746183693408966,0.18119770288467407,0.19234152138233185,0.17380385100841522,0.142793670296669,0.14376839995384216,0.14128749072551727,0.014668166637420654,0.013693428598344326,0.016174349933862686,-0.016341999173164368,0.013693428598344326,-0.03003542497754097,0.00029937655199319124,-0.011143820360302925,0.110076405107975,0.04512894153594971,0.002626552013680339,0.042263612151145935,0.04470198601484299,0.3926927447319031,0.312449187040329,0.2308814823627472,0.9940343499183655,0.06722839176654816,0.02349204197525978,0.09924834966659546,0.3706587255001068,1067,0.07240493595600128,0.0635782852768898,7.430300712585449,6.35357141494751
clip_reset,dataset_7_keyframe_1,S2M2-S,['000026'],1,4212,0,0,0.15689241886138916,0.16183331608772278,0.16183331608772278,0.1594763994216919,0.13700740039348602,0.13700740039348602,0.13443000614643097,0.019885016605257988,0.019885016605257988,0.02246241085231304,-0.0025839845184236765,0.019885016605257988,-0.02246900089085102,0.0003540032485034317,0.0,0.1310541331768036,0.03703703731298447,0.005460588727146387,0.004510920960456133,0.006312467157840729,0.41832435131073,0.3197837471961975,0.23489326238632202,0.871254026889801,0.04986574500799179,0.011113434098660946,0.05017080157995224,0.44271573424339294,1181,0.05518249794840813,0.05025447532534599,5.50925350189209,4.784521102905273
clip_reset,dataset_7_keyframe_1,S2M2-S,['000026'],2,4298,0,0,0.17070987820625305,0.16703857481479645,0.17035438120365143,0.17544730007648468,0.14468179643154144,0.14668139815330505,0.1423838883638382,0.026028074324131012,0.024028467014431953,0.028325987979769707,-0.004737443756312132,0.024028467014431953,-0.028765911236405373,0.0009745557326823473,-0.003315793350338936,0.169613778591156,0.06375057995319366,0.001861330820247531,0.02210330404341221,0.01711229979991913,0.4715677797794342,0.3512769937515259,0.2759856879711151,0.9668307304382324,0.056296516209840775,0.018009869381785393,0.08279860019683838,0.4717760682106018,1203,0.06451576203107834,0.052925609052181244,6.248527526855469,4.826385498046875
clip_reset,dataset_7_keyframe_1,S2M2-S,['000026'],3,4350,0,0,0.16417871415615082,0.17380531132221222,0.18000547587871552,0.16753612458705902,0.1449187695980072,0.14618071913719177,0.145038440823555,0.019259948283433914,0.017997998744249344,0.019140267744660378,-0.003357397858053446,0.017997998744249344,-0.02135539799928665,0.00014411663869395852,-0.00620014825835824,0.08551724255084991,0.02620689570903778,0.002758620772510767,0.017931034788489342,0.012387387454509735,0.3648473024368286,0.3183668553829193,0.21728162467479706,0.9244986772537231,0.054107293486595154,0.013330012559890747,0.059986621141433716,0.438630610704422,1282,0.061400461941957474,0.05429212749004364,6.448205471038818,5.7795939445495605
clip_reset,dataset_7_keyframe_1,S2M2-S,['000026'],4,4419,0,0,0.15503786504268646,0.17235755920410156,0.17618833482265472,0.16331128776073456,0.14130842685699463,0.1403375118970871,0.1383257657289505,0.013729429803788662,0.014700334519147873,0.01671208068728447,-0.00827344786375761,0.014700334519147873,-0.022973783314228058,0.00020367625984363258,-0.003830772591754794,0.10884815454483032,0.03145508095622063,0.0031681375112384558,0.034849513322114944,0.022790439426898956,0.4262263774871826,0.36576414108276367,0.2742214500904083,0.9922704696655273,0.05457465723156929,0.019661057740449905,0.09925662726163864,0.37907132506370544,1268,0.045936986804008484,0.04185675457119942,4.918691158294678,4.289514541625977
