mode,sequence,backbone,frame_id,threshold_cache_px,threshold_native_px,valid_count,coverage,epe,gain,harmful_update_rate,harmful_selected_fraction,clean_pixel_degradation
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.01,0.07111111111111111,11007,0.42409375309944153,0.15293437242507935,0.0023088674061000347,0.007904061116278172,0.018637532368302345,0.008297915570437908
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.05,0.35555555555555557,11007,0.15190333127975464,0.15195569396018982,0.0032875249162316322,0.007904061116278172,0.05203349143266678,0.008297915570437908
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.1,0.7111111111111111,11007,0.03470518812537193,0.15316759049892426,0.0020756444428116083,0.007904061116278172,0.22774869203567505,0.008297915570437908
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.5,3.5555555555555554,11007,0.0,0.15524321794509888,0.0,0.0,0.0,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.01,0.07111111111111111,10665,0.555274248123169,0.15004992485046387,0.0029827244579792023,0.04969526454806328,0.08949679136276245,0.05939961597323418
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.05,0.35555555555555557,10665,0.27791842818260193,0.14787374436855316,0.0051588942296803,0.04969526454806328,0.1788124144077301,0.05939961597323418
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.1,0.7111111111111111,10665,0.15161743760108948,0.14810915291309357,0.004923471715301275,0.04969526454806328,0.3277674615383148,0.05939961597323418
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.5,3.5555555555555554,10665,9.37646473175846e-05,0.15298563241958618,4.7009660192998126e-05,0.0,0.0,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.01,0.07111111111111111,10325,0.5747215747833252,0.16547136008739471,0.0037439700681716204,0.07186440378427505,0.125042125582695,0.09348510205745697
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.05,0.35555555555555557,10325,0.321355938911438,0.16426745057106018,0.004947866778820753,0.07186440378427505,0.2236286848783493,0.09348510205745697
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.1,0.7111111111111111,10325,0.19205811619758606,0.16316555440425873,0.006049775052815676,0.07186440378427505,0.37418052554130554,0.09348510205745697
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.5,3.5555555555555554,10325,0.00048426148714497685,0.16934457421302795,-0.00012924296606797725,0.0002905568981077522,0.6000000238418579,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.01,0.07111111111111111,10082,0.5446339845657349,0.16942976415157318,-0.0031926517840474844,0.10017853230237961,0.18393735587596893,0.13603509962558746
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.05,0.35555555555555557,10082,0.3208688795566559,0.1690470576286316,-0.002809958765283227,0.10017853230237961,0.31221020221710205,0.13603509962558746
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.1,0.7111111111111111,10082,0.2227732539176941,0.16695041954517365,-0.0007132969913072884,0.10017853230237961,0.4496883451938629,0.13603509962558746
clip_reset,dataset_7_keyframe_1,S2M2-S,['000002'],0.5,3.5555555555555554,10082,0.001190240029245615,0.16593006253242493,0.00030704954406246543,9.918666910380125e-05,0.0833333358168602,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.01,0.07111111111111111,9733,0.43799445033073425,0.15962298214435577,-0.005088579375296831,0.013356621377170086,0.03049495629966259,0.018505504354834557
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.05,0.35555555555555557,9733,0.11301756650209427,0.1561679244041443,-0.001633540727198124,0.013356621377170086,0.11818181723356247,0.018505504354834557
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.1,0.7111111111111111,9733,0.0333915539085865,0.154346764087677,0.00018763011030387133,0.013356621377170086,0.4000000059604645,0.018505504354834557
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.5,3.5555555555555554,9733,0.0,0.15453439950942993,0.0,0.0,0.0,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.01,0.07111111111111111,9383,0.5178514122962952,0.16348356008529663,0.001009886502288282,0.029947778210043907,0.05783082917332649,0.044570501893758774
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.05,0.35555555555555557,9383,0.21922625601291656,0.16163688898086548,0.002856538398191333,0.029947778210043907,0.13660670816898346,0.044570501893758774
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.1,0.7111111111111111,9383,0.0969839096069336,0.1601945459842682,0.004298900254070759,0.029947778210043907,0.30879122018814087,0.044570501893758774
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.5,3.5555555555555554,9383,0.00010657572420313954,0.16442279517650604,7.064365490805358e-05,0.0,0.0,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.01,0.07111111111111111,8857,0.5487185120582581,0.1651880294084549,-0.008059484884142876,0.0888562723994255,0.16193415224552155,0.10126582533121109
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.05,0.35555555555555557,8857,0.2951337993144989,0.16303052008152008,-0.0059019639156758785,0.0888562723994255,0.3010711669921875,0.10126582533121109
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.1,0.7111111111111111,8857,0.17172858119010925,0.16084590554237366,-0.003717351472005248,0.0888562723994255,0.5174227356910706,0.10126582533121109
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.5,3.5555555555555554,8857,0.0005645252531394362,0.15683794021606445,0.00029061114764772356,0.0,0.0,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.01,0.07111111111111111,8364,0.524988055229187,0.1880418211221695,-0.00946754589676857,0.13558106124401093,0.2582555115222931,0.19750656187534332
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.05,0.35555555555555557,8364,0.3165949285030365,0.18728968501091003,-0.008715430274605751,0.13558106124401093,0.42824772000312805,0.19750656187534332
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.1,0.7111111111111111,8364,0.23266379535198212,0.18685828149318695,-0.008284008130431175,0.13558106124401093,0.5827338099479675,0.19750656187534332
clip_reset,dataset_7_keyframe_1,S2M2-S,['000006'],0.5,3.5555555555555554,8364,0.007054041139781475,0.17574341595172882,0.0028308583423495293,0.0009564801584929228,0.1355932205915451,0.00032808398827910423
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],0.01,0.07111111111111111,7770,0.4541827440261841,0.17477267980575562,-0.0057217939756810665,0.02625482715666294,0.057806745171546936,0.039372704923152924
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],0.05,0.35555555555555557,7770,0.1445302516222,0.17130139470100403,-0.0022505216766148806,0.02625482715666294,0.18165627121925354,0.039372704923152924
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],0.1,0.7111111111111111,7770,0.06151866167783737,0.16927078366279602,-0.00021990411914885044,0.02625482715666294,0.42677825689315796,0.039372704923152924
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],0.5,3.5555555555555554,7770,0.0,0.1690508872270584,0.0,0.0,0.0,0.0
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],0.01,0.07111111111111111,7100,0.4670422673225403,0.19123440980911255,-0.00949194934219122,0.08112675696611404,0.17370325326919556,0.12679211795330048
clip_reset,dataset_7_keyframe_1,S2M2-S,['000010'],0.05,0.35555555555555557,7100,0.24873238801956177,0.19060447812080383,-0.008862033486366272,0.08112675696611404,0.32616081833839417,0.12679211795330048
