epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s
1,3973,0.8027651191822924,0.5704178028793201,0.0815450387234241,0.08161177701911479,0.15809277913294284,0.0653953612255804,0.0019986980580164217,6.602438470261404
2,7946,0.6276767751618774,0.4433362100216174,0.05453936787543215,0.06745529733481026,0.12964664451054067,0.052801765904689414,0.0019947958005990065,0.7951752291701268
3,11919,0.5790135030977648,0.4083380300411943,0.0359344607414952,0.06250271391371542,0.1270790979396969,0.05001751697846573,0.0019883039235640988,0.7927084289840423
4,15892,0.5559754017023184,0.39042844483710915,0.02742930948086132,0.059273137819873326,0.12744797958122514,0.04782997340661526,0.0019792402206954118,0.7877640918886755
5,19865,0.5385457575189926,0.37711990782754296,0.024236100468151188,0.057407080215066034,0.1257928834936007,0.045815614498204676,0.0019676295349724867,0.9088064985116944
6,23838,0.523223369464132,0.3638357526882677,0.02328946178280527,0.055484861741733234,0.12503418624515955,0.0441873114984581,0.0019535036904778625,0.8074608808965422
7,27811,0.5145180904438446,0.35423058494287896,0.021784593171038983,0.054599982043580554,0.12709931174343325,0.043229423060154336,0.001936901405169823,0.8625622369872872
8,31784,0.502225250864611,0.3464157247469073,0.020836381632386946,0.0533101854032703,0.12365863298124798,0.042025632591833256,0.001917868184757982,0.9774124340619892
9,35757,0.4926221752902617,0.3375139971287851,0.020485065602354018,0.052065515444981315,0.12372040921897672,0.04064444141786404,0.0018964561979764897,1.0200347655045334
10,39730,0.4842654942506031,0.3310899352300851,0.019024003118292068,0.05050452228207981,0.12309039377211482,0.039735055467868194,0.0018727241335927888,0.9565124913933687
11,43703,0.48141134586002376,0.3275430160505463,0.019428401404551987,0.0502663478619784,0.12376844517034782,0.03909528162447595,0.0018467370395457595,0.959283421485452
12,47676,0.4697539634531912,0.31814728875023546,0.018484437861550143,0.04948311627128933,0.12234770787974528,0.038229778855326434,0.0018185661446538427,0.8421606181946117
13,51649,0.46845221803391157,0.3145646621343503,0.01843979860790282,0.04881419180258321,0.12492415328584415,0.037699942081124004,0.0017882886633818036,1.0504184201126918
14,55622,0.46299249711105395,0.31101277019015616,0.01791341620699704,0.04760374319243856,0.12365417840618433,0.037339779162268896,0.001755987584201243,1.013962019031169
15,59595,0.45602415106007294,0.30787159072639825,0.017729115278742318,0.047545085398453577,0.12007870954730267,0.03661507501609374,0.0017217514421249793,0.9963487080240157
16,63568,0.4517985902934809,0.3014073912293401,0.017496991373402607,0.04669616572226482,0.12275979507047839,0.036044532215148174,0.0016856740760387197,0.9132573604001664
17,67541,0.44525923353394603,0.2968474293149691,0.017045149754369743,0.045913632803711656,0.12121150502067723,0.03599666078895398,0.0016478543714951912,1.0305571304925252
18,71514,0.44527766863885104,0.29577207721379745,0.016714305546884363,0.04558253222680305,0.12275830254893072,0.03497230295507247,0.001608395989675746,1.14569329994265
19,75487,0.4451908293315424,0.2931946467607276,0.01690522017751593,0.04508136827386156,0.1252702297113054,0.035015079796899336,0.001567407083262229,0.9900566720752977
20,79460,0.4398031336082609,0.2878055959863069,0.016344568537200784,0.04465746405371998,0.12583006620702464,0.034154156248724914,0.0015249999999980143,1.1159443052602
21,83433,0.43235571692392266,0.28611684290342,0.016538669664374995,0.04424235978162138,0.12004066127573468,0.034341205315598304,0.001481290974750642,1.1807710464054253
