age,historical_only_count,recurrent_only_count,raw_epe,historical_memory_epe,recurrent_memory_epe,fused_epe,historical_selection_oracle_epe,recurrent_selection_oracle_epe,convex_fusion_oracle_epe,historical_selection_gain,recurrent_selection_gain,convex_fusion_gain,fused_gain,endpoint_selection_gain,beyond_endpoint_gain_signed,interpolation_advantage,recurrent_candidate_improvement,gt_between_endpoint_fraction,fused_better_than_both_fraction,fused_worse_than_both_fraction,harmful_update_rate,clean_pixel_degradation,reset_mean,fusion_mean,temporal_weight_mean,temporal_weight_p95,recurrent_raw_difference_mean,delta_fusion_mean,delta_fusion_p95,w_star_mean,temporal_valid_count,reset,pre_reset,evidence_reset,state_age_before,accumulated_update_before,disagreement_mean,warp_support_fraction,fb_confidence_mean,decision_temporal_activation,decision_update_magnitude,historical_selection_normalized_gain,recurrent_selection_normalized_gain,convex_fusion_normalized_gain,frames_worsened_fraction,worst_frame_degradation
1,0.0,0.0,0.5263713200060899,0.5346240238981816,0.5346240238981816,0.5127354657905243,0.4794748528160495,0.4794748528160495,0.47428583335404373,0.04689646261938939,0.04689646261938939,0.05208548322081758,0.013635852198644193,0.04689646261938939,-0.03326061044068039,0.000537424755804871,0.0,0.10576471354073579,0.04722451946922908,0.001777947988367285,0.014917123466386264,0.015095698285215384,0.6263201368077613,0.41674873437906534,0.33904639226658606,0.8521958019416209,0.11242368774011476,0.035043550646496474,0.14965161405767913,0.5292192084655829,3608.97856493387,1.0,1.0,0.0,0.0,0.0,0.1703503283869411,0.9825779993910235,0.907980057767291,0.38729177768563167,0.06510048757348606,0.2907650478739187,0.2907650478739187,0.26179755577642794,0.2976461655277145,0.18265056610107422
2,0.0,0.0,0.5298753883323943,0.5265716937307532,0.5141224370746591,0.5056797905607869,0.48015838623460827,0.46937211254361966,0.4632125977143694,0.04971700167774572,0.060503277024325564,0.06666279344853837,0.024195600291271276,0.060503277024325564,-0.0363076764923575,0.0007199712678607985,0.01244925771605951,0.1146558417985193,0.05291624117319499,0.0016811099478585678,0.024102119648220805,0.03029317774578675,0.6436075265722119,0.4454699330300231,0.3690035824849579,0.8749771436789259,0.11757265292545246,0.052878100976348826,0.2256349079391204,0.5368592056142045,3587.4436599450073,0.0,0.0,0.0,1.0,0.0654402926002625,0.2189942325923563,0.9824554221690492,0.9074470051682029,0.41226292165882766,0.10387339800661304,0.48666652200994837,0.3999056163774955,0.3629550914326675,0.26881720430107525,0.10675183683633804
3,0.0,0.0,0.5372956880461006,0.5290228475086838,0.50749095135123,0.5039418259654254,0.4815349368385138,0.46380338286926304,0.4566030250974685,0.05576075233280356,0.07349230504846983,0.08069266275839844,0.03335386322276755,0.07349230504846983,-0.04013844217828258,0.0007767343111870144,0.021531892867951215,0.12787542722236045,0.059351966324467834,0.0016408956380169271,0.03365806132723776,0.04606974366943009,0.6443892116050673,0.45626117496299284,0.3798228111442845,0.8823080974009965,0.13158060907398575,0.0698663661329521,0.29413705897259024,0.5399690303849604,3568.0980048111887,0.0,0.0,0.0,2.0,0.1699744878292458,0.2550798059572745,0.9823125439687659,0.9065072653449999,0.4312168053458744,0.14974558480822087,0.5981602081639377,0.45384157158725563,0.41334443656460085,0.25440613026819925,0.14643090963363647
4,0.0,0.0,0.5413158120556184,0.5365626825724834,0.5064839586745635,0.5020994506597276,0.48430583902755,0.46143436549232436,0.4530120270726342,0.05700997348958434,0.07988144430551335,0.08830378522058968,0.03921635907726625,0.07988144430551335,-0.040665085163460235,0.0008491273337123936,0.030078720508834016,0.13373101203360355,0.062140179903871585,0.0016753957874661026,0.04158270050774984,0.05758803993784753,0.6474886837876173,0.4664782141088329,0.39010927340442586,0.8860814228858368,0.1417757414993614,0.08364209973373025,0.34454795583819414,0.531802144697975,3547.655902297854,0.0,0.0,0.0,3.0,0.32211103417326037,0.29073979507287556,0.9821657561105328,0.9069726242375246,0.441429293089657,0.1926854768933253,0.6878859377900085,0.49093202330293334,0.4441073389923292,0.2578544061302682,0.41043537855148315
