dataset_id,keyframe_id,valid_px,epe_px,rmse_px,bad3_pct,abs_rel,depth_mae_mm,delta1_pct,runtime_ms
dataset_1,keyframe_1,711538,1.0274165868759155,1.2989164590835571,2.0800013491900646,0.013609019108116627,0.8477761149406433,99.99915675620979,1631.73550600186
dataset_1,keyframe_2,812104,0.9913986325263977,1.7187504768371582,1.7151744111591618,0.016367832198739052,1.2554696798324585,99.87292267985381,119.62673114612699
dataset_1,keyframe_3,850214,0.934447169303894,1.1749752759933472,0.9924560169557312,0.01582282967865467,1.2697806358337402,99.9994119127655,107.23471408709884
dataset_1,keyframe_4,670652,1.4028265476226807,1.9252872467041016,9.252339514383017,0.013282915577292442,0.5818170309066772,99.98643111479575,71.74390507861972
dataset_1,keyframe_5,661873,1.1282950639724731,1.5813875198364258,4.327718459583636,0.012867468409240246,0.7128898501396179,99.98428701578702,107.97450691461563
dataset_2,keyframe_1,608423,1.9598482847213745,2.6738455295562744,19.609219243848443,0.019005874171853065,0.8598109483718872,99.98570073780905,113.7367938645184
dataset_2,keyframe_2,887191,1.0652247667312622,1.405312180519104,3.187137831650682,0.019656328484416008,1.6765730381011963,99.98985562297182,89.21504998579621
dataset_2,keyframe_3,496833,2.1947734355926514,3.4365007877349854,20.5761292023678,0.02197868935763836,1.1286109685897827,99.6590403616507,66.29670690745115
dataset_2,keyframe_4,635765,1.2515066862106323,1.8358596563339233,4.273748948117622,0.010201647877693176,0.38999229669570923,99.97782199397575,121.42445286735892
dataset_2,keyframe_5,759702,1.2962130308151245,2.3518550395965576,7.752776746671722,0.0212948527187109,1.6450142860412598,99.5565366419991,109.50198583304882
dataset_3,keyframe_1,759440,1.1819924116134644,1.7832411527633667,5.941219846202465,0.019261781126260757,1.6491655111312866,99.88465184873064,77.66923494637012
dataset_3,keyframe_2,733774,1.3430233001708984,2.1392056941986084,5.856162796719426,0.01745438389480114,1.2381341457366943,99.61527663831097,124.14470221847296
dataset_3,keyframe_3,653728,1.1231496334075928,1.651460886001587,3.373727299427285,0.018621038645505905,1.5781011581420898,99.76167458025355,108.21796068921685
dataset_3,keyframe_4,672805,1.1429245471954346,1.8588932752609253,4.275533029629685,0.014445970766246319,1.0396498441696167,99.65770171149144,88.51195126771927
dataset_3,keyframe_5,657413,3.41227388381958,11.855101585388184,12.223366437840443,0.03376352787017822,1.7919232845306396,99.16445217846316,102.12674317881465
dataset_4,keyframe_1,711639,4.957785606384277,7.868886470794678,43.43100926171837,0.06309909373521805,3.741725206375122,94.88546861540753,110.2484599687159
dataset_4,keyframe_2,803883,7.201423645019531,12.48927116394043,41.49596396490534,0.06510838121175766,3.604555368423462,90.58407753367095,133.63032275810838
dataset_4,keyframe_3,699779,6.599530220031738,11.577072143554688,44.99777786987034,0.06894530355930328,3.091590642929077,92.8820384721462,72.91453098878264
dataset_4,keyframe_4,622708,7.9096479415893555,10.845108985900879,62.11948457382914,0.059074003249406815,2.559832811355591,98.46284293762085,111.12010991200805
dataset_4,keyframe_5,704671,5.933339595794678,7.666656494140625,63.19204281146805,0.04864734038710594,2.2122769355773926,99.9797068419163,121.6060840524733
dataset_5,keyframe_1,668804,23.72007942199707,39.97236251831055,67.09110591443832,0.1636030375957489,9.822405815124512,75.11184143635504,79.22402443364263
dataset_5,keyframe_2,510158,9.954137802124023,15.400124549865723,63.95410833506482,0.0637817308306694,2.6227991580963135,98.4002995150522,88.78552913665771
dataset_5,keyframe_3,628468,10.191651344299316,13.842470169067383,69.06540985380322,0.08267538249492645,4.10626745223999,91.51301259570893,106.6329157911241
dataset_5,keyframe_4,753032,6.035859107971191,7.867814540863037,63.747755739463926,0.05365532264113426,2.6980650424957275,99.80771069489744,117.7234910428524
dataset_5,keyframe_5,716589,8.604985237121582,12.222291946411133,63.9295328284414,0.05157206207513809,1.7743438482284546,98.01964584999212,61.2111110240221
dataset_6,keyframe_1,828409,0.8324516415596008,1.6734776496887207,1.4716160737027242,0.017092714086174965,1.825393795967102,99.9811687222133,107.69818490371108
dataset_6,keyframe_2,791544,0.8593506813049316,1.4378727674484253,0.7391882194799025,0.011061195284128189,0.7465531826019287,99.98862981716746,111.58893909305334
dataset_6,keyframe_3,873766,0.8704222440719604,1.2775121927261353,2.073323979188936,0.013295154087245464,1.0693426132202148,99.9876397113186,116.69023102149367
dataset_6,keyframe_4,873574,1.08790123462677,2.6782643795013428,2.603557340305458,0.017890924587845802,1.598785400390625,98.82402635609576,73.32434272393584
dataset_6,keyframe_5,879832,1.2988203763961792,4.611237525939941,3.568067540166759,0.020578788593411446,2.0423779487609863,98.38798770674401,108.98612579330802
dataset_7,keyframe_1,613827,1.2533681392669678,2.0657570362091064,6.689344065999052,0.0172845758497715,1.4855023622512817,99.89834269264793,122.82780697569251
dataset_7,keyframe_2,521037,1.3648487329483032,2.388444662094116,8.115546496697931,0.016105961054563522,1.1546783447265625,99.88618850484706,81.3762447796762
