model,resize_width,resize_label,frame,image_resolution_used,scale_x,inference_time_ms,peak_gpu_memory_mb,model_param_count,model_param_count_m,status,valid_disp_mae,valid_disp_rmse,bad_1px,bad_2px,bad_3px,valid_depth_mae,valid_depth_median,valid_depth_rmse,bad_1mm,bad_2mm,bad_5mm,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,valid_pixel_ratio
S,0,full,keyframe_0,1024x1280,1.0,1115.358930081129,1488.033203125,26501043,26.501043,ok,2.380030632019043,7.43340539932251,28.64084688777163,12.603294062524595,10.48891150249736,4.712968349456787,1.5401687622070312,11.593039512634277,65.9995753847618,38.83701180686596,12.82768125305421,0.0,0.0,0.8337051391601562
S,0,full,keyframe_1,1024x1280,1.0,167.11611207574606,1488.189453125,26501043,26.501043,ok,2.1855297088623047,7.97627592086792,30.378431452767664,10.134107924559178,7.047498261260893,1.8634909391403198,0.7114334106445312,5.211146354675293,35.05780796137953,11.180542486601482,6.077077281839381,0.0,0.0,0.9324264526367188
S,0,full,keyframe_2,1024x1280,1.0,161.35763900820166,1488.189453125,26501043,26.501043,ok,6.832370281219482,18.572290420532227,40.60134676135077,25.095587389146466,21.903154198235253,2.9966280460357666,0.4933185577392578,6.988889694213867,29.480728468708588,21.700193402057263,16.697632031241298,0.0,0.0,0.8221038818359375
S,0,full,keyframe_3,1024x1280,1.0,162.32825291808695,1488.189453125,26501043,26.501043,ok,2.7488601207733154,10.846813201904297,22.976425236426053,9.515810432962882,7.885280194318449,1.4590080976486206,0.37480926513671875,4.566731929779053,14.63440012586082,8.208006645983982,6.349312052422031,0.0,0.0,0.9165397644042969
S,0,full,keyframe_4,1024x1280,1.0,165.50538898445666,1488.189453125,26501043,26.501043,ok,6.686618328094482,20.266260147094727,35.0158479286848,21.832014822614997,19.432131018462336,2.693758964538574,0.3767547607421875,8.193296432495117,24.93815151135824,19.010729960277455,14.87048845255989,0.0,0.0,0.7984230041503906
S,1024,1024,keyframe_0,819x1024,0.8,167.7578609669581,1012.47802734375,26501043,26.501043,ok,2.4112319946289062,7.447640895843506,30.567996090611427,12.92980853879281,10.570082562040497,4.795068740844727,1.6131362915039062,11.640995025634766,67.65932680182365,40.93419012879386,13.20452727695346,0.0,0.0,0.8337051391601562
S,1024,1024,keyframe_1,819x1024,0.8,119.32618194259703,1012.47802734375,26501043,26.501043,ok,2.1979916095733643,7.9824910163879395,31.128093932823305,10.373685717792416,7.083582211676144,1.8781780004501343,0.7215423583984375,5.2232255935668945,35.868919527062964,11.544082150308881,6.087223335924396,0.0,0.0,0.9324264526367188
S,1024,1024,keyframe_2,819x1024,0.8,119.26386097911745,1012.47802734375,26501043,26.501043,ok,6.8585920333862305,18.58505630493164,41.8143785706066,25.40035339492997,21.971271813413416,3.014953374862671,0.5109634399414062,6.99944543838501,30.129330665548075,21.826034663885043,16.75034430020751,0.0,0.0,0.8221038818359375
S,1024,1024,keyframe_3,819x1024,0.8,119.08576905261725,1012.47802734375,26501043,26.501043,ok,2.77722430229187,10.862984657287598,24.693776132560078,9.769113655149681,7.933643379362988,1.4791697263717651,0.3911781311035156,4.5805463790893555,15.527329361614282,8.266192302345656,6.365044654785916,0.0,0.0,0.9165397644042969
S,1024,1024,keyframe_4,819x1024,0.8,119.22149104066193,1012.47802734375,26501043,26.501043,ok,6.721382141113281,20.275922775268555,36.62424307865484,22.31925382390405,19.549186867958134,2.7178750038146973,0.3994636535644531,8.202234268188477,25.768340262721107,19.1481391942162,14.90785076860304,0.0,0.0,0.7984230041503906
S,736,736,keyframe_0,589x736,0.575,138.71125306468457,605.3427734375,26501043,26.501043,ok,2.4533023834228516,7.463949680328369,33.09738513883271,13.482265907971968,10.657293407299354,4.905363082885742,1.7246055603027344,11.693902015686035,69.65163248086944,43.81809629614716,13.753598705655618,0.0,0.0,0.8337051391601562
S,736,736,keyframe_1,589x736,0.575,76.58517605159432,605.3427734375,26501043,26.501043,ok,2.220858335494995,7.989134788513184,32.51548500593217,10.919363416929183,7.177924150063412,1.905811071395874,0.7416534423828125,5.23865270614624,37.36603526572025,12.424579634251115,6.0855868755881035,0.0,0.0,0.9324264526367188
S,736,736,keyframe_2,589x736,0.575,77.1605740301311,605.3427734375,26501043,26.501043,ok,6.884848594665527,18.600059509277344,43.26006822897913,25.45158081124924,21.902040558750052,3.0303657054901123,0.5350532531738281,7.0100226402282715,30.476786184930972,21.771744738981464,16.763429564158628,0.0,0.0,0.8221038818359375
S,736,736,keyframe_3,589x736,0.575,75.9692060528323,605.3427734375,26501043,26.501043,ok,2.812889575958252,10.881369590759277,26.757660487111334,10.262900942041592,8.042023528980868,1.5056926012039185,0.4110755920410156,4.596645355224609,17.080944655368604,8.378151827104526,6.38743655973769,0.0,0.0,0.9165397644042969
S,736,736,keyframe_4,589x736,0.575,75.79957391135395,605.3427734375,26501043,26.501043,ok,6.7870097160339355,20.26667022705078,40.000802668682255,23.335107485936575,19.918414461796317,2.7653188705444336,0.44937896728515625,8.216147422790527,27.624511590440214,19.57670693706409,14.97244648636562,0.0,0.0,0.7984230041503906
S,512,512,keyframe_0,410x512,0.4,105.24496901780367,374.86962890625,26501043,26.501043,ok,2.478971004486084,7.464496612548828,34.89843093688058,13.883637122353246,10.70323238350077,4.96782922744751,1.8214340209960938,11.69013786315918,70.79022360018816,46.18962730861658,14.064830693824959,0.0,0.0,0.8337051391601562
S,512,512,keyframe_1,410x512,0.4,60.78251695726067,374.86962890625,26501043,26.501043,ok,2.2615513801574707,7.994975566864014,34.92582743525754,12.14916335965307,7.279875629014441,1.9530515670776367,0.7820053100585938,5.256894588470459,39.712146626846135,14.00409115084073,6.0774863969234545,0.0,0.0,0.9324264526367188
S,512,512,keyframe_2,410x512,0.4,60.55402499623597,374.86962890625,26501043,26.501043,ok,6.942936420440674,18.595144271850586,46.43496159799842,26.960098297245228,22.307590937944298,3.07026743888855,0.5842247009277344,7.020047664642334,32.94915864536893,22.02379847579876,16.790992141417366,0.0,0.0,0.8221038818359375
S,512,512,keyframe_3,410x512,0.4,60.55967498105019,374.86962890625,26501043,26.501043,ok,2.864732503890991,10.89189624786377,29.400071753985387,12.202173096916992,8.371908730928382,1.5401965379714966,0.4296760559082031,4.605161190032959,19.652850556093387,8.815418283281739,6.393263449502093,0.0,0.0,0.9165397644042969
S,512,512,keyframe_4,410x512,0.4,60.59474404901266,374.86962890625,26501043,26.501043,ok,6.837940216064453,20.244386672973633,43.15853948699916,24.852915741766196,20.329399938270956,2.7985832691192627,0.4854469299316406,8.205078125,29.776523661048305,20.138766126234938,14.999584332289546,0.0,0.0,0.7984230041503906
L,0,full,keyframe_0,1024x1280,1.0,491.16234900429845,2899.50439453125,180724083,180.724083,ok,2.3435139656066895,7.4333815574646,26.064237696681964,12.322627050553006,10.485800097734714,4.620931148529053,1.4238433837890625,11.584495544433594,62.99231116976007,35.75662957994206,12.580416086328672,0.0,0.0,0.8337051391601562
L,0,full,keyframe_1,1024x1280,1.0,483.8111629942432,2899.50439453125,180724083,180.724083,ok,2.1418652534484863,7.982435703277588,27.331015014523587,9.31129566747126,6.934746144090333,1.817619800567627,0.6571121215820312,5.2085981369018555,31.694472855214173,10.437507670907827,6.057767049871129,0.0,0.0,0.9324264526367188
L,0,full,keyframe_2,1024x1280,1.0,483.63651102408767,2899.50439453125,180724083,180.724083,ok,6.828215599060059,18.605844497680664,39.21857773389213,24.49505729675151,21.769331853430195,2.9932219982147217,0.4762096405029297,7.0086846351623535,28.35131242413331,21.63281821320257,16.757118940409153,0.0,0.0,0.8221038818359375
L,0,full,keyframe_3,1024x1280,1.0,483.62486995756626,2899.50439453125,180724083,180.724083,ok,2.7116386890411377,10.846000671386719,20.81331727331526,9.249355088165004,7.8767063422365435,1.4331841468811035,0.3400077819824219,4.565335273742676,13.824046242197172,8.126346948000004,6.353057910127717,0.0,0.0,0.9165397644042969
L,0,full,keyframe_4,1024x1280,1.0,483.283725916408,2899.50439453125,180724083,180.724083,ok,6.6973652839660645,20.3105525970459,34.4531198489454,21.958530695865967,19.51708012066786,2.6848976612091064,0.3737449645996094,8.186966896057129,24.18507628696934,18.976138762304004,14.869819561991346,0.0,0.0,0.7984230041503906
L,1024,1024,keyframe_0,819x1024,0.8,332.370126969181,2244.7265625,180724083,180.724083,ok,2.357553482055664,7.432071685791016,27.11204900645525,12.41615221724194,10.49586640726092,4.65574312210083,1.4742507934570312,11.585885047912598,64.50710772964456,37.11173786597898,12.641729062533747,0.0,0.0,0.8337051391601562
L,1024,1024,keyframe_1,819x1024,0.8,326.249540084973,2244.7265625,180724083,180.724083,ok,2.1546030044555664,7.977106094360352,28.317636951274395,9.55570101869656,6.949228818066522,1.8316941261291504,0.674346923828125,5.206475734710693,32.96551159841263,10.660148099660434,6.037884056785173,0.0,0.0,0.9324264526367188
L,1024,1024,keyframe_2,819x1024,0.8,325.572939007543,2244.7265625,180724083,180.724083,ok,6.8482794761657715,18.606870651245117,40.33435169477369,24.835552569351897,21.879118146012985,3.0071022510528564,0.49243736267089844,7.010984420776367,28.897552591624688,21.76998147646323,16.805469454724985,0.0,0.0,0.8221038818359375
