model,resize_width,resize_label,frame,image_resolution_used,scale_x,inference_time_ms,peak_gpu_memory_mb,model_param_count,model_param_count_m,status,valid_disp_mae,valid_disp_rmse,bad_1px,bad_2px,bad_3px,valid_depth_mae,valid_depth_median,valid_depth_rmse,bad_1mm,bad_2mm,bad_5mm,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,valid_pixel_ratio
L,1024,1024,keyframe_3,819x1024,0.8,326.0882570175454,2244.7265625,180724083,180.724083,ok,2.717632532119751,10.847833633422852,21.015593589422362,9.228628008860202,7.876956066083589,1.4375859498977661,0.34799957275390625,4.567263126373291,13.81513942498587,8.125098328764773,6.356803767833403,0.0,0.0,0.9165397644042969
L,1024,1024,keyframe_4,819x1024,0.8,325.3278259653598,2244.7265625,180724083,180.724083,ok,6.717277526855469,20.30754280090332,35.821096617420395,22.20086019327115,19.556066885234625,2.700303077697754,0.3950538635253906,8.184370994567871,24.865911329955118,19.07609012440409,14.867526222899183,0.0,0.0,0.7984230041503906
L,736,736,keyframe_0,589x736,0.575,203.2360240118578,1671.05419921875,180724083,180.724083,ok,2.375276565551758,7.439530849456787,28.080611006685857,12.63761102681848,10.543178062034091,4.6978349685668945,1.5135307312011719,11.61451244354248,65.55208217036954,38.09192187811713,12.756210455418145,0.0,0.0,0.8337051391601562
L,736,736,keyframe_1,589x736,0.575,182.21511994488537,1671.05419921875,180724083,180.724083,ok,2.1693942546844482,7.97617769241333,29.377081372990222,10.097860328110297,7.013214417215563,1.8448140621185303,0.6839599609375,5.210340976715088,33.8059158041157,11.093973734811602,6.025692427279794,0.0,0.0,0.9324264526367188
L,736,736,keyframe_2,589x736,0.575,181.18375597987324,1671.05419921875,180724083,180.724083,ok,6.853454113006592,18.598745346069336,40.74574868126524,25.087606306169192,21.99957681699562,3.0116193294525146,0.4972572326660156,7.005721569061279,29.271178638909824,21.8677961445801,16.857532100658158,0.0,0.0,0.8221038818359375
L,736,736,keyframe_3,589x736,0.575,181.3916889950633,1671.05419921875,180724083,180.724083,ok,2.747823476791382,10.865653038024902,22.415795199808212,9.387868581993079,7.990080968795341,1.459145188331604,0.3695068359375,4.582952499389648,14.317750287806733,8.25936651719307,6.375366573797142,0.0,0.0,0.9165397644042969
L,736,736,keyframe_4,589x736,0.575,181.25775700900704,1671.05419921875,180724083,180.724083,ok,6.708526611328125,20.289207458496094,35.352586552050674,21.956524024160327,19.551002428072763,2.6988494396209717,0.39543914794921875,8.184148788452148,24.63141740778149,19.046850050979018,14.87469290756219,0.0,0.0,0.7984230041503906
L,512,512,keyframe_0,410x512,0.4,144.88665095996112,1351.4306640625,180724083,180.724083,ok,2.4357869625091553,7.447347640991211,32.03667065048492,13.310040503169057,10.662418073967242,4.848185062408447,1.7041664123535156,11.64868450164795,69.70370275469135,43.06632599834913,13.26428455077721,0.0,0.0,0.8337051391601562
L,512,512,keyframe_1,410x512,0.4,130.27096004225314,1351.4306640625,180724083,180.724083,ok,2.2082767486572266,7.978816986083984,31.82080759317596,11.227836190320337,7.1828335310722915,1.8839434385299683,0.7167453765869141,5.222268104553223,36.14098105797161,12.156200139099129,6.06414924518267,0.0,0.0,0.9324264526367188
L,512,512,keyframe_2,410x512,0.4,125.86625607218593,1351.4306640625,180724083,180.724083,ok,6.897172927856445,18.596294403076172,43.69438762820775,25.786786296294924,22.095442616013393,3.039656162261963,0.5434074401855469,7.010509967803955,30.734222512593405,21.92125083986978,16.81363614428313,0.0,0.0,0.8221038818359375
L,512,512,keyframe_3,410x512,0.4,127.21490603871644,1351.4306640625,180724083,180.724083,ok,2.7851788997650146,10.86599349975586,25.13470520516063,9.748220093280182,8.008976739888475,1.4846289157867432,0.39833831787109375,4.583514213562012,15.575859029223519,8.312724179178526,6.375616297644189,0.0,0.0,0.9165397644042969
L,512,512,keyframe_4,410x512,0.4,125.88528695050627,1351.4306640625,180724083,180.724083,ok,6.746730327606201,20.277568817138672,38.07468449865218,22.504536511391684,19.695960569856542,2.7245359420776367,0.4340400695800781,8.179594993591309,25.924765099965697,19.176328153890697,14.90995299610419,0.0,0.0,0.7984230041503906
XL,0,full,keyframe_0,1024x1280,1.0,885.3629500372335,5179.36572265625,405710003,405.710003,ok,2.3303780555725098,7.432541370391846,25.273483327446066,12.230474562435827,10.46612503820622,4.5861711502075195,1.3804779052734375,11.576071739196777,61.9943738480939,34.8781152940186,12.47215750296956,0.0,0.0,0.8337051391601562
XL,0,full,keyframe_1,1024x1280,1.0,897.7825090987608,5179.36572265625,405710003,405.710003,ok,2.140113115310669,7.971977710723877,27.379290594444218,9.529435830299063,6.995049707482714,1.8140926361083984,0.6515407562255859,5.192896366119385,31.52370821912204,10.654993249601112,6.062185492779118,0.0,0.0,0.9324264526367188
XL,0,full,keyframe_2,1024x1280,1.0,887.1758959721774,5179.36572265625,405710003,405.710003,ok,6.8043012619018555,18.603404998779297,37.86643379227654,24.195766685103585,21.609988603755934,2.9768247604370117,0.45808982849121094,7.006685733795166,27.755979316002627,21.447211632335637,16.70784039318898,0.0,0.0,0.8221038818359375
XL,0,full,keyframe_3,1024x1280,1.0,885.0279150065035,5179.36572265625,405710003,405.710003,ok,2.7080812454223633,10.837427139282227,20.71492607757921,9.499661624187253,7.934226068339428,1.4306904077529907,0.33519744873046875,4.556310176849365,14.176323349096457,8.232229859147425,6.338407444434363,0.0,0.0,0.9165397644042969
XL,0,full,keyframe_4,1024x1280,1.0,886.4654259523377,5179.36572265625,405710003,405.710003,ok,6.668484210968018,20.289682388305664,33.30778808400119,21.750601284843228,19.436335473464634,2.673905849456787,0.35872650146484375,8.191901206970215,23.799221984712986,18.933234210121462,14.828443902536911,0.0,0.0,0.7984230041503906
XL,1024,1024,keyframe_0,819x1024,0.8,583.2468291046098,4132.61572265625,405710003,405.710003,ok,2.3425817489624023,7.4412665367126465,25.800683410904924,12.344040836272391,10.488179407259091,4.620799541473389,1.40362548828125,11.609667778015137,62.58069062204302,35.52098642512404,12.593502288712738,0.0,0.0,0.8337051391601562
XL,1024,1024,keyframe_1,819x1024,0.8,570.2204511035234,4132.61572265625,405710003,405.710003,ok,2.1493079662323,7.967517852783203,28.066194820603034,9.736202593789633,7.024587816552796,1.8237990140914917,0.6623458862304688,5.190006256103516,32.30037229472651,10.832631019105674,6.0561305895348365,0.0,0.0,0.9324264526367188
XL,1024,1024,keyframe_2,819x1024,0.8,571.6438720701262,4132.61572265625,405710003,405.710003,ok,6.813823223114014,18.602540969848633,38.45137293187867,24.310935568531516,21.656854265424837,2.9833900928497314,0.4671058654785156,7.00741720199585,27.9719325728413,21.491107588710666,16.722596116367903,0.0,0.0,0.8221038818359375
XL,1024,1024,keyframe_3,819x1024,0.8,571.4901590254158,4132.61572265625,405710003,405.710003,ok,2.7053134441375732,10.835021018981934,20.86725762427715,9.554434387972634,7.867799525025243,1.4277669191360474,0.3314971923828125,4.554238796234131,14.1709126657438,8.154399260151482,6.3371588251991335,0.0,0.0,0.9165397644042969
XL,1024,1024,keyframe_4,819x1024,0.8,571.1488450178877,4132.61572265625,405710003,405.710003,ok,6.68512487411499,20.273210525512695,34.50338219738196,22.25456255034596,19.54546019193337,2.6870877742767334,0.37422943115234375,8.183890342712402,24.61842181959257,19.181297055257048,14.815352758552484,0.0,0.0,0.7984230041503906
XL,736,736,keyframe_0,589x736,0.575,336.42768603749573,3318.130859375,405710003,405.710003,ok,2.3652377128601074,7.4533491134643555,26.957851446894725,12.475451931541775,10.529634300126103,4.685627460479736,1.4690589904785156,11.659819602966309,64.03078826524543,37.27362242554133,12.753465098274635,0.0,0.0,0.8337051391601562
XL,736,736,keyframe_1,589x736,0.575,319.35708899982274,3318.130859375,405710003,405.710003,ok,2.1437203884124756,7.975409984588623,27.49367917195107,9.649142903898866,7.011987071963343,1.8174604177474976,0.6533794403076172,5.201024055480957,31.68588143844864,10.644765372499284,6.059076218140163,0.0,0.0,0.9324264526367188
XL,736,736,keyframe_2,589x736,0.575,319.34428901877254,3318.130859375,405710003,405.710003,ok,6.8339362144470215,18.585529327392578,39.75943531053837,25.002876902003436,21.967745288376943,2.9988813400268555,0.4844036102294922,7.0040411949157715,28.949429630976997,21.68887140062438,16.784495911087024,0.0,0.0,0.8221038818359375
XL,736,736,keyframe_3,589x736,0.575,319.90364799275994,3318.130859375,405710003,405.710003,ok,2.7058401107788086,10.842915534973145,20.662234345852546,9.30804019222077,7.828592881039051,1.4291281700134277,0.3362846374511719,4.562087059020996,13.943913688779158,8.0848927893904,6.348146674469149,0.0,0.0,0.9165397644042969
XL,736,736,keyframe_4,589x736,0.575,318.44799604732543,3318.130859375,405710003,405.710003,ok,6.715631484985352,20.268770217895508,35.749429770790314,22.86975076181858,20.06977484187905,2.70943021774292,0.39012908935546875,8.186515808105469,25.50298181859879,19.742687353859356,14.827106121399817,0.0,0.0,0.7984230041503906
XL,512,512,keyframe_0,410x512,0.4,177.2162679117173,2850.568359375,405710003,405.710003,ok,2.3923819065093994,7.468281269073486,28.314881482932115,12.501075264881209,10.56916744299266,4.761649131774902,1.5641059875488281,11.711158752441406,66.1561522538467,39.35204080698858,12.887987598306664,0.0,0.0,0.8337051391601562
XL,512,512,keyframe_1,410x512,0.4,161.3953389460221,2850.568359375,405710003,405.710003,ok,2.145298957824707,8.001733779907227,26.923209098719468,9.509961952297182,7.027206153090865,1.823691487312317,0.6461868286132812,5.237096309661865,31.305158941210166,10.598126252914945,6.108170028228941,0.0,0.0,0.9324264526367188
XL,512,512,keyframe_2,410x512,0.4,161.38168994802982,2850.568359375,405710003,405.710003,ok,6.85861873626709,18.595848083496094,40.80421475423833,25.071829746795505,22.044029593113255,3.01847243309021,0.5016670227050781,7.01436710357666,29.42504649444851,21.816939941422564,16.91107959923827,0.0,0.0,0.8221038818359375
XL,512,512,keyframe_3,410x512,0.4,161.92897805012763,2850.568359375,405710003,405.710003,ok,2.7366487979888916,10.855130195617676,21.99059872957155,10.030491281724293,8.003732539100511,1.4520713090896606,0.348663330078125,4.574704647064209,15.011316652335294,8.335948496953785,6.358551834762725,0.0,0.0,0.9165397644042969
XL,512,512,keyframe_4,410x512,0.4,161.27188806422055,2850.568359375,405710003,405.710003,ok,6.756784915924072,20.272829055786133,37.240673515469055,23.46162335918755,20.645402954011864,2.7337026596069336,0.41796875,8.178357124328613,26.027392024339974,20.30140209018747,14.885586268249963,0.0,0.0,0.7984230041503906
