age,historical_only_count,recurrent_only_count,raw_epe,historical_memory_epe,recurrent_memory_epe,fused_epe,historical_selection_oracle_epe,recurrent_selection_oracle_epe,convex_fusion_oracle_epe,historical_selection_gain,recurrent_selection_gain,convex_fusion_gain,fused_gain,endpoint_selection_gain,beyond_endpoint_gain_signed,interpolation_advantage,recurrent_candidate_improvement,gt_between_endpoint_fraction,fused_better_than_both_fraction,fused_worse_than_both_fraction,harmful_update_rate,clean_pixel_degradation,reset_mean,fusion_mean,temporal_weight_mean,temporal_weight_p95,recurrent_raw_difference_mean,delta_fusion_mean,delta_fusion_p95,w_star_mean,temporal_valid_count,raw_tepe,fused_tepe,raw_teper,fused_teper,reset,pre_reset,evidence_reset,state_age_before,accumulated_update_before,disagreement_mean,warp_support_fraction,fb_confidence_mean,decision_temporal_activation,decision_update_magnitude,historical_selection_normalized_gain,recurrent_selection_normalized_gain,convex_fusion_normalized_gain,frames_worsened_fraction,worst_frame_degradation
1,0.0,0.0,0.15405702613439692,0.15174807286005718,0.15174807286005718,0.15218140671376992,0.12953651712226794,0.12953651712226794,0.12678321186925223,0.024520509212457568,0.024520509212457568,0.027273814221794153,0.0018756204120305591,0.024520509212457568,-0.02264488872347356,0.0005117066461475693,0.0,0.11350363882763037,0.05010771713583313,0.0015112337311786028,0.006894421314262505,0.007651248745516061,0.6189637727098316,0.4680312950585684,0.35228812808853527,0.8974797570391075,0.05223869175097228,0.01755349164585501,0.06858209426856114,0.5231545731585558,2466.456568341052,0.051869991791320416,0.04044146557498945,5.610767063517711,4.007597402919916,1.0,1.0,0.0,0.0,0.0,0.08431408000937529,0.9863241819334136,0.9140487272430577,0.4098031658594359,0.03448239732684433,0.0764919029935013,0.0764919029935013,0.06877000762628115,0.3765432098765432,0.018224481493234634
2,0.0,0.0,0.15362235136962768,0.15206258412685297,0.15080288036134443,0.15087818679491782,0.1294381549860566,0.1280075934410093,0.12536092068342852,0.024184196670159145,0.02561475749472412,0.028261431223107106,0.0027441644037173056,0.02561475749472412,-0.0228705930956452,0.00048662728267524546,0.0012597051477372422,0.11118726515927413,0.04926885644811183,0.0014669632625761964,0.010263398658678254,0.01238507688234866,0.6353674354313972,0.48087811444405604,0.37150741710189705,0.9093645113864621,0.05370340612676876,0.02089806478135356,0.08243923696149918,0.5226189934076251,2438.946970213164,0.052616281341903826,0.039906578397549006,5.70328378110376,3.9726282005707523,0.0,0.0,0.0,1.0,0.03433597211085823,0.09650015779413898,0.9863275226471987,0.9133417952064441,0.44037585370423016,0.050349317927449816,0.11346932218357814,0.10713216411603826,0.09709927222205302,0.35185185185185186,0.019098058342933655
3,0.0,0.0,0.15400719202537538,0.15186336601338024,0.14998405892169359,0.15041716980979275,0.12938639437886068,0.12655929426976048,0.12368641096962246,0.024620796372402613,0.027447896211676592,0.030320780681183258,0.0035900219501922874,0.027447896211676592,-0.023857874171416237,0.0005448429092906635,0.0018793066583701783,0.11672887445193977,0.052354931477616835,0.001525200714167028,0.015857522606641087,0.02020129904358286,0.6438697569149672,0.4911636594267499,0.3837460757601095,0.9141659564020548,0.05661844649100778,0.02499620607976677,0.10208213144568654,0.5172154951785322,2423.3330469106627,0.051867039980687576,0.037759845663361075,5.616716408582306,3.7227655163004236,0.0,0.0,0.0,2.0,0.08402458975202212,0.10811097315086686,0.9860700479603004,0.9128037665071211,0.4552690352354358,0.06326417623727268,0.1458125844465508,0.13079406605541807,0.1184013692767553,0.35403726708074534,0.024870753288269043
4,0.0,0.0,0.15383413444938848,0.15192449920755874,0.14943893309634382,0.1495628258949141,0.12976307158176378,0.12551121373453467,0.12244845360793327,0.02407106273811346,0.02832291951190046,0.03138567999230539,0.004271308578769923,0.02832291951190046,-0.024051610786744462,0.0005148599180327313,0.0024855674900874434,0.11876330433023985,0.053147817430776956,0.0014554590452752994,0.018623413302386777,0.023484121295248087,0.6482094848018873,0.5001089027351224,0.39325822291546253,0.9225866166723133,0.0583761766614739,0.027857705492375484,0.11656978570522115,0.5111482387772026,2410.4930155468883,0.051470674625387666,0.03719027956412378,5.578770806902101,3.6540734408108397,0.0,0.0,0.0,3.0,0.1462514155645913,0.11770140759926058,0.9860832472388693,0.9142057064840727,0.46761801579531326,0.07505647434241591,0.1774457831480307,0.15080749627435985,0.13609100009358058,0.33540372670807456,0.035202693194150925
