delta_mae,frames,modified_pixel_ratio,new_bad3,raw_bad3,raw_mae,refined_bad3,refined_mae,sequence_id,split,temporal_pairs
0.0,728.0,0.0,0.0,80.24346923828125,13.422183990478516,80.24337768554688,13.422183990478516,dataset_4_keyframe_1,val,727
0.0,1467.0,0.0,0.0,55.272918701171875,5.912242889404297,55.27265167236328,5.912242889404297,dataset_7_keyframe_4,val,1466
0.0,1677.0,0.0,0.0,30.88817596435547,2.898447275161743,30.888044357299805,2.898447275161743,dataset_2_keyframe_4,val,1676
0.0,1597.0,0.0,0.0,12.074831008911133,1.6636160612106323,12.072361946105957,1.6636160612106323,dataset_3_keyframe_2,val,1596
