probability_threshold,utility_threshold_px,harm_threshold_px,coverage,precision,harmful_acceptance,harm_cost_fraction,net_utility,mean_selected_utility,clean_selection
0.5,0.0,0.025,0.009176036183408197,0.8483415413717752,0.1163040996705913,0.06345992383854786,0.004102739971131086,0.4471145570278168,0.035354358957633475
0.5,0.0,0.05,0.009245766995538725,0.846733993655726,0.11736906842752638,0.06772000294072875,0.004147156607359648,0.44854649901390076,0.03589693791674759
0.5,0.0,0.1,0.009280482764668085,0.8452112221863914,0.11831667204127701,0.06922788155562254,0.004172280430793762,0.44957560300827026,0.03647210577233151
0.5,0.0,0.25,0.009292154445668475,0.8446004702244839,0.11852233566298431,0.06983481924199655,0.0041771577671170235,0.4495358467102051,0.036877194112531805
0.5,0.0,0.5,0.009292752993412085,0.8446104795336704,0.11851470161991562,0.06982311819746377,0.0041779107414186,0.4495879113674164,0.03687481884641396
0.5,0.005,0.025,0.008715154420828743,0.8614401977954054,0.10820370179595482,0.05781772875499165,0.004048796836286783,0.46456965804100037,0.030356100408639813
0.5,0.005,0.05,0.008780396124882198,0.8597089198677528,0.10934251337809742,0.06208275415675408,0.00409095361828804,0.46591904759407043,0.030948566754149767
0.5,0.005,0.1,0.00881451334626795,0.8580450208807252,0.11037924829389197,0.06367381449502792,0.004115413408726454,0.4668905735015869,0.031575730825382814
0.5,0.005,0.25,0.008825586479524729,0.8574092912851814,0.11061376737877246,0.06429869222222664,0.00412027770653367,0.4668559730052948,0.031976941336046116
0.5,0.005,0.5,0.008826185027268339,0.8574189610741896,0.11060626610606267,0.06428770081481916,0.00412103021517396,0.46690961718559265,0.03197477281974773
0.5,0.01,0.025,0.007889757082390994,0.8796798543413117,0.09464021545347646,0.04958158036967452,0.003939301706850529,0.49929311871528625,0.02567993020521185
0.5,0.01,0.05,0.007950808952239182,0.8776677833402341,0.09598373922535476,0.053995198758485366,0.0039801825769245625,0.5006008744239807,0.02634847743441111
0.5,0.01,0.1,0.007983729078137715,0.8758481088578176,0.0970873786407767,0.05554424929525204,0.004005183465778828,0.5016682744026184,0.027064512501405704
0.5,0.01,0.25,0.007994203663650884,0.8751497454327642,0.09737196765498653,0.056202960441509436,0.004010006319731474,0.5016142129898071,0.027478286912249177
0.5,0.01,0.5,0.007994802211394493,0.8751590926106162,0.09736467769708768,0.05619299953144152,0.0040107592940330505,0.501670777797699,0.027476229692296173
0.5,0.02,0.025,0.006023185943944208,0.9095697108218225,0.07090330915234026,0.035492762565670855,0.0036810142919421196,0.6111406087875366,0.019526980025837224
0.5,0.02,0.05,0.006081245075074347,0.906742125984252,0.07288385826771654,0.04048333118276782,0.0037206700071692467,0.6118271946907043,0.020374015748031497
0.5,0.02,0.1,0.006113267379357465,0.9042933372497185,0.074362363538454,0.04222452894854134,0.0037455735728144646,0.6126959323883057,0.021344299211827483
0.5,0.02,0.25,0.006123741964870634,0.903333007526146,0.07477274948685368,0.04296614438214247,0.003750396426767111,0.612435519695282,0.021894242987000292
0.5,0.02,0.5,0.006124340512614244,0.9033424550430024,0.07476544175136826,0.04295789786700601,0.003751149168238044,0.6124985218048096,0.0218921032056294
