run,frames,valid_px,mae_px,rmse_px,bad1_pct,bad2_pct,bad5_pct,depth_mae_mm,depth_rmse_mm,depth_bad1mm_pct,depth_bad2mm_pct,depth_bad5mm_pct
baseline_pretrained_experiment2,8,414720.0,1.4615202397108078,3.3190745413303375,34.959882571373456,14.285059799382717,4.303144290123457,1.7638149783015251,3.6088006496429443,38.560293692129626,23.05642963927469,6.774540653935185
finetuned_refiners_250_experiment2,8,414720.0,1.4683748930692673,2.7884605526924133,39.55286096643519,16.155930507330247,3.7150969328703707,1.4580039083957672,2.7447301000356674,39.96380087770062,14.41918643904321,4.47337962962963
