sequence_id,backbone,current_frame,coverage_threshold,age,ppm_similarity,ppm_confidence_adapter,ppm_score,support_ratio,epe_raw_common_cache_px,candidate_epe_cache_px,common_valid_count,common_valid_ratio
dataset_3_keyframe_1,S2M2-S,000033,0.5,1,0.992883563041687,0.9809218645095825,1.8793201446533203,0.9864583333333333,2.627869129180908,2.6401031017303467,16075,0.6201774691358025
dataset_3_keyframe_1,S2M2-S,000033,0.5,2,0.9935176372528076,0.9725270867347717,1.8714990615844727,0.9793595679012346,2.6278817653656006,2.647542715072632,16072,0.6200617283950617
dataset_3_keyframe_1,S2M2-S,000033,0.5,4,0.9903419017791748,0.9507867693901062,1.8468852043151855,0.9612268518518519,2.6278817653656006,2.6663389205932617,16072,0.6200617283950617
dataset_3_keyframe_1,S2M2-S,000033,0.5,8,0.9769160747528076,0.8712518811225891,1.755202054977417,0.9017746913580247,2.6311240196228027,2.8076131343841553,15875,0.6124614197530864
dataset_3_keyframe_1,S2M2-S,000033,0.5,16,0.978543758392334,0.8261257410049438,1.7115488052368164,0.8668595679012345,2.6363706588745117,2.889124631881714,15753,0.6077546296296297
dataset_3_keyframe_1,S2M2-S,000033,0.9,1,0.992883563041687,0.9809218645095825,1.8793201446533203,0.9864583333333333,0.4873952865600586,0.5049254298210144,97,0.003742283950617284
dataset_3_keyframe_1,S2M2-S,000033,0.9,2,0.9935176372528076,0.9725270867347717,1.8714990615844727,0.9793595679012346,0.4873952865600586,0.5196908116340637,97,0.003742283950617284
dataset_3_keyframe_1,S2M2-S,000033,0.9,4,0.9903419017791748,0.9507867693901062,1.8468852043151855,0.9612268518518519,0.4873952865600586,0.5242521166801453,97,0.003742283950617284
dataset_3_keyframe_1,S2M2-S,000033,0.9,8,0.9769160747528076,0.8712518811225891,1.755202054977417,0.9017746913580247,0.4894498288631439,0.6543997526168823,95,0.0036651234567901233
dataset_3_keyframe_1,S2M2-S,000033,0.9,16,0.978543758392334,0.8261257410049438,1.7115488052368164,0.8668595679012345,0.4888908565044403,0.7267374992370605,94,0.003626543209876543
dataset_3_keyframe_1,RAFT-Stereo,000033,0.05,1,0.9925062656402588,0.9800118803977966,1.8780686855316162,0.9864583333333333,4.017187118530273,4.030247211456299,21547,0.8312885802469135
dataset_3_keyframe_1,RAFT-Stereo,000033,0.05,2,0.992949903011322,0.9715680480003357,1.8700263500213623,0.9793595679012346,4.0164995193481445,4.0438761711120605,21525,0.8304398148148148
dataset_3_keyframe_1,RAFT-Stereo,000033,0.05,4,0.9901971817016602,0.9507045149803162,1.8466720581054688,0.9612268518518519,4.0164995193481445,4.071252346038818,21525,0.8304398148148148
dataset_3_keyframe_1,RAFT-Stereo,000033,0.05,8,0.9765762686729431,0.8697496056556702,1.7533923387527466,0.9017746913580247,3.9754817485809326,4.21140193939209,21159,0.8163194444444445
dataset_3_keyframe_1,RAFT-Stereo,000033,0.05,16,0.9781337380409241,0.8243141770362854,1.7093662023544312,0.8668595679012345,3.968665838241577,4.320266246795654,20980,0.8094135802469136
dataset_3_keyframe_1,RAFT-Stereo,000033,0.25,1,0.9925062656402588,0.9800118803977966,1.8780686855316162,0.9864583333333333,3.558285713195801,3.568816900253296,20058,0.7738425925925926
dataset_3_keyframe_1,RAFT-Stereo,000033,0.25,2,0.992949903011322,0.9715680480003357,1.8700263500213623,0.9793595679012346,3.55800199508667,3.5828146934509277,20044,0.7733024691358025
dataset_3_keyframe_1,RAFT-Stereo,000033,0.25,4,0.9901971817016602,0.9507045149803162,1.8466720581054688,0.9612268518518519,3.55800199508667,3.6097116470336914,20044,0.7733024691358025
dataset_3_keyframe_1,RAFT-Stereo,000033,0.25,8,0.9765762686729431,0.8697496056556702,1.7533923387527466,0.9017746913580247,3.5325207710266113,3.7518391609191895,19736,0.7614197530864197
dataset_3_keyframe_1,RAFT-Stereo,000033,0.25,16,0.9781337380409241,0.8243141770362854,1.7093662023544312,0.8668595679012345,3.5296342372894287,3.85233211517334,19574,0.7551697530864198
dataset_3_keyframe_1,RAFT-Stereo,000033,0.5,1,0.9925062656402588,0.9800118803977966,1.8780686855316162,0.9864583333333333,2.6707279682159424,2.6774790287017822,16075,0.6201774691358025
dataset_3_keyframe_1,RAFT-Stereo,000033,0.5,2,0.992949903011322,0.9715680480003357,1.8700263500213623,0.9793595679012346,2.6706855297088623,2.6893510818481445,16072,0.6200617283950617
dataset_3_keyframe_1,RAFT-Stereo,000033,0.5,4,0.9901971817016602,0.9507045149803162,1.8466720581054688,0.9612268518518519,2.6706855297088623,2.7093324661254883,16072,0.6200617283950617
dataset_3_keyframe_1,RAFT-Stereo,000033,0.5,8,0.9765762686729431,0.8697496056556702,1.7533923387527466,0.9017746913580247,2.674616575241089,2.841491222381592,15875,0.6124614197530864
dataset_3_keyframe_1,RAFT-Stereo,000033,0.5,16,0.9781337380409241,0.8243141770362854,1.7093662023544312,0.8668595679012345,2.680131673812866,2.922370433807373,15753,0.6077546296296297
dataset_3_keyframe_1,RAFT-Stereo,000033,0.9,1,0.9925062656402588,0.9800118803977966,1.8780686855316162,0.9864583333333333,0.5,0.5060197710990906,97,0.003742283950617284
dataset_3_keyframe_1,RAFT-Stereo,000033,0.9,2,0.992949903011322,0.9715680480003357,1.8700263500213623,0.9793595679012346,0.5,0.5244942903518677,97,0.003742283950617284
dataset_3_keyframe_1,RAFT-Stereo,000033,0.9,4,0.9901971817016602,0.9507045149803162,1.8466720581054688,0.9612268518518519,0.5,0.5392782688140869,97,0.003742283950617284
dataset_3_keyframe_1,RAFT-Stereo,000033,0.9,8,0.9765762686729431,0.8697496056556702,1.7533923387527466,0.9017746913580247,0.5050748586654663,0.65912926197052,95,0.0036651234567901233
dataset_3_keyframe_1,RAFT-Stereo,000033,0.9,16,0.9781337380409241,0.8243141770362854,1.7093662023544312,0.8668595679012345,0.5057209730148315,0.7192359566688538,94,0.003626543209876543
dataset_3_keyframe_1,StereoAnywhere,000033,0.05,1,0.9928690791130066,0.980177104473114,1.8785622119903564,0.9864583333333333,4.040273189544678,4.054405212402344,21547,0.8312885802469135
dataset_3_keyframe_1,StereoAnywhere,000033,0.05,2,0.9931764006614685,0.9710134863853455,1.8696765899658203,0.9793595679012346,4.039283752441406,4.061418056488037,21525,0.8304398148148148
dataset_3_keyframe_1,StereoAnywhere,000033,0.05,4,0.9902845025062561,0.9494299292564392,1.8454763889312744,0.9612268518518519,4.039283752441406,4.091278076171875,21525,0.8304398148148148
dataset_3_keyframe_1,StereoAnywhere,000033,0.05,8,0.9764480590820312,0.8676879405975342,1.7512147426605225,0.9017746913580247,3.9978201389312744,4.254863262176514,21159,0.8163194444444445
dataset_3_keyframe_1,StereoAnywhere,000033,0.05,16,0.97801673412323,0.8260614275932312,1.7110075950622559,0.8668595679012345,3.9906113147735596,4.332344055175781,20980,0.8094135802469136
dataset_3_keyframe_1,StereoAnywhere,000033,0.25,1,0.9928690791130066,0.980177104473114,1.8785622119903564,0.9864583333333333,3.5746614933013916,3.589668035507202,20058,0.7738425925925926
dataset_3_keyframe_1,StereoAnywhere,000033,0.25,2,0.9931764006614685,0.9710134863853455,1.8696765899658203,0.9793595679012346,3.5741679668426514,3.59587025642395,20044,0.7733024691358025
dataset_3_keyframe_1,StereoAnywhere,000033,0.25,4,0.9902845025062561,0.9494299292564392,1.8454763889312744,0.9612268518518519,3.5741679668426514,3.6233813762664795,20044,0.7733024691358025
dataset_3_keyframe_1,StereoAnywhere,000033,0.25,8,0.9764480590820312,0.8676879405975342,1.7512147426605225,0.9017746913580247,3.5482797622680664,3.788212299346924,19736,0.7614197530864197
dataset_3_keyframe_1,StereoAnywhere,000033,0.25,16,0.97801673412323,0.8260614275932312,1.7110075950622559,0.8668595679012345,3.5449280738830566,3.8603668212890625,19574,0.7551697530864198
dataset_3_keyframe_1,StereoAnywhere,000033,0.5,1,0.9928690791130066,0.980177104473114,1.8785622119903564,0.9864583333333333,2.678706169128418,2.691833257675171,16075,0.6201774691358025
dataset_3_keyframe_1,StereoAnywhere,000033,0.5,2,0.9931764006614685,0.9710134863853455,1.8696765899658203,0.9793595679012346,2.6786112785339355,2.6954545974731445,16072,0.6200617283950617
dataset_3_keyframe_1,StereoAnywhere,000033,0.5,4,0.9902845025062561,0.9494299292564392,1.8454763889312744,0.9612268518518519,2.6786112785339355,2.7152795791625977,16072,0.6200617283950617
dataset_3_keyframe_1,StereoAnywhere,000033,0.5,8,0.9764480590820312,0.8676879405975342,1.7512147426605225,0.9017746913580247,2.6817879676818848,2.867663621902466,15875,0.6124614197530864
dataset_3_keyframe_1,StereoAnywhere,000033,0.5,16,0.97801673412323,0.8260614275932312,1.7110075950622559,0.8668595679012345,2.686692714691162,2.923596143722534,15753,0.6077546296296297
dataset_3_keyframe_1,StereoAnywhere,000033,0.9,1,0.9928690791130066,0.980177104473114,1.8785622119903564,0.9864583333333333,0.4992348551750183,0.5108780860900879,97,0.003742283950617284
dataset_3_keyframe_1,StereoAnywhere,000033,0.9,2,0.9931764006614685,0.9710134863853455,1.8696765899658203,0.9793595679012346,0.4992348551750183,0.5251744985580444,97,0.003742283950617284
dataset_3_keyframe_1,StereoAnywhere,000033,0.9,4,0.9902845025062561,0.9494299292564392,1.8454763889312744,0.9612268518518519,0.4992348551750183,0.5498762130737305,97,0.003742283950617284
dataset_3_keyframe_1,StereoAnywhere,000033,0.9,8,0.9764480590820312,0.8676879405975342,1.7512147426605225,0.9017746913580247,0.5022376775741577,0.7005018591880798,95,0.0036651234567901233
dataset_3_keyframe_1,StereoAnywhere,000033,0.9,16,0.97801673412323,0.8260614275932312,1.7110075950622559,0.8668595679012345,0.5028120875358582,0.7227141261100769,94,0.003626543209876543
dataset_3_keyframe_1,S2M2-S,000161,0.05,1,0.9993526935577393,0.9864099025726318,1.890661597251892,0.9910108024691358,4.40140962600708,4.384068489074707,23190,0.8946759259259259
dataset_3_keyframe_1,S2M2-S,000161,0.05,2,0.9981290698051453,0.9835629463195801,1.8867075443267822,0.989429012345679,4.401742935180664,4.371275901794434,23185,0.894483024691358
dataset_3_keyframe_1,S2M2-S,000161,0.05,4,0.9972904324531555,0.9771894812583923,1.879575252532959,0.9868827160493827,4.4014410972595215,4.331866264343262,23176,0.8941358024691358
dataset_3_keyframe_1,S2M2-S,000161,0.05,8,0.9972727298736572,0.9706026315689087,1.8729722499847412,0.985841049382716,4.402104377746582,4.280169486999512,23162,0.8935956790123457
dataset_3_keyframe_1,S2M2-S,000161,0.05,16,0.9970371127128601,0.9601256847381592,1.862282156944275,0.9827546296296297,4.399153709411621,4.211348533630371,23175,0.8940972222222222
dataset_3_keyframe_1,S2M2-S,000161,0.25,1,0.9993526935577393,0.9864099025726318,1.890661597251892,0.9910108024691358,3.525538444519043,3.510103940963745,20849,0.8043595679012345
dataset_3_keyframe_1,S2M2-S,000161,0.25,2,0.9981290698051453,0.9835629463195801,1.8867075443267822,0.989429012345679,3.525747776031494,3.500020980834961,20845,0.8042052469135802
dataset_3_keyframe_1,S2M2-S,000161,0.25,4,0.9972904324531555,0.9771894812583923,1.879575252532959,0.9868827160493827,3.525132656097412,3.4651551246643066,20837,0.8038966049382716
dataset_3_keyframe_1,S2M2-S,000161,0.25,8,0.9972727298736572,0.9706026315689087,1.8729722499847412,0.985841049382716,3.5252819061279297,3.421952962875366,20823,0.8033564814814815
dataset_3_keyframe_1,S2M2-S,000161,0.25,16,0.9970371127128601,0.9601256847381592,1.862282156944275,0.9827546296296297,3.5224974155426025,3.3631937503814697,20835,0.8038194444444444
dataset_3_keyframe_1,S2M2-S,000161,0.5,1,0.9993526935577393,0.9864099025726318,1.890661597251892,0.9910108024691358,2.7576725482940674,2.744865894317627,17384,0.6706790123456791
dataset_3_keyframe_1,S2M2-S,000161,0.5,2,0.9981290698051453,0.9835629463195801,1.8867075443267822,0.989429012345679,2.7577874660491943,2.7373969554901123,17381,0.6705632716049382
dataset_3_keyframe_1,S2M2-S,000161,0.5,4,0.9972904324531555,0.9771894812583923,1.879575252532959,0.9868827160493827,2.7574963569641113,2.708500623703003,17379,0.6704861111111111
dataset_3_keyframe_1,S2M2-S,000161,0.5,8,0.9972727298736572,0.9706026315689087,1.8729722499847412,0.985841049382716,2.757417917251587,2.6734538078308105,17367,0.6700231481481481
dataset_3_keyframe_1,S2M2-S,000161,0.5,16,0.9970371127128601,0.9601256847381592,1.862282156944275,0.9827546296296297,2.7546072006225586,2.624378204345703,17376,0.6703703703703704
dataset_3_keyframe_1,S2M2-S,000161,0.9,1,0.9993526935577393,0.9864099025726318,1.890661597251892,0.9910108024691358,,,0,0.0
dataset_3_keyframe_1,S2M2-S,000161,0.9,2,0.9981290698051453,0.9835629463195801,1.8867075443267822,0.989429012345679,,,0,0.0
dataset_3_keyframe_1,S2M2-S,000161,0.9,4,0.9972904324531555,0.9771894812583923,1.879575252532959,0.9868827160493827,,,0,0.0
dataset_3_keyframe_1,S2M2-S,000161,0.9,8,0.9972727298736572,0.9706026315689087,1.8729722499847412,0.985841049382716,,,0,0.0
dataset_3_keyframe_1,S2M2-S,000161,0.9,16,0.9970371127128601,0.9601256847381592,1.862282156944275,0.9827546296296297,,,0,0.0
dataset_3_keyframe_1,RAFT-Stereo,000161,0.05,1,0.9993332624435425,0.9860754013061523,1.8903095722198486,0.9910108024691358,4.461104869842529,4.440171718597412,23190,0.8946759259259259
dataset_3_keyframe_1,RAFT-Stereo,000161,0.05,2,0.9980977177619934,0.9827281832695007,1.885844349861145,0.989429012345679,4.461490631103516,4.423216819763184,23185,0.894483024691358
dataset_3_keyframe_1,RAFT-Stereo,000161,0.05,4,0.9972048401832581,0.9748835563659668,1.8771917819976807,0.9868827160493827,4.4611992835998535,4.374483108520508,23176,0.8941358024691358
dataset_3_keyframe_1,RAFT-Stereo,000161,0.05,8,0.9971998929977417,0.9685884714126587,1.8708922863006592,0.985841049382716,4.4618635177612305,4.325944423675537,23162,0.8935956790123457
dataset_3_keyframe_1,RAFT-Stereo,000161,0.05,16,0.9969477653503418,0.9571969509124756,1.8592725992202759,0.9827546296296297,4.458639621734619,4.25349235534668,23175,0.8940972222222222
dataset_3_keyframe_1,RAFT-Stereo,000161,0.25,1,0.9993332624435425,0.9860754013061523,1.8903095722198486,0.9910108024691358,3.5753438472747803,3.5592541694641113,20849,0.8043595679012345
dataset_3_keyframe_1,RAFT-Stereo,000161,0.25,2,0.9980977177619934,0.9827281832695007,1.885844349861145,0.989429012345679,3.575598955154419,3.545445442199707,20845,0.8042052469135802
dataset_3_keyframe_1,RAFT-Stereo,000161,0.25,4,0.9972048401832581,0.9748835563659668,1.8771917819976807,0.9868827160493827,3.5749876499176025,3.5055344104766846,20837,0.8038966049382716
dataset_3_keyframe_1,RAFT-Stereo,000161,0.25,8,0.9971998929977417,0.9685884714126587,1.8708922863006592,0.985841049382716,3.5751309394836426,3.4646387100219727,20823,0.8033564814814815
dataset_3_keyframe_1,RAFT-Stereo,000161,0.25,16,0.9969477653503418,0.9571969509124756,1.8592725992202759,0.9827546296296297,3.572059392929077,3.4048304557800293,20835,0.8038194444444444
dataset_3_keyframe_1,RAFT-Stereo,000161,0.5,1,0.9993332624435425,0.9860754013061523,1.8903095722198486,0.9910108024691358,2.801405429840088,2.789034605026245,17384,0.6706790123456791
dataset_3_keyframe_1,RAFT-Stereo,000161,0.5,2,0.9980977177619934,0.9827281832695007,1.885844349861145,0.989429012345679,2.801560640335083,2.778770685195923,17381,0.6705632716049382
dataset_3_keyframe_1,RAFT-Stereo,000161,0.5,4,0.9972048401832581,0.9748835563659668,1.8771917819976807,0.9868827160493827,2.801254987716675,2.7491250038146973,17379,0.6704861111111111
dataset_3_keyframe_1,RAFT-Stereo,000161,0.5,8,0.9971998929977417,0.9685884714126587,1.8708922863006592,0.985841049382716,2.801179885864258,2.7157678604125977,17367,0.6700231481481481
dataset_3_keyframe_1,RAFT-Stereo,000161,0.5,16,0.9969477653503418,0.9571969509124756,1.8592725992202759,0.9827546296296297,2.7980809211730957,2.6667842864990234,17376,0.6703703703703704
dataset_3_keyframe_1,RAFT-Stereo,000161,0.9,1,0.9993332624435425,0.9860754013061523,1.8903095722198486,0.9910108024691358,,,0,0.0
dataset_3_keyframe_1,RAFT-Stereo,000161,0.9,2,0.9980977177619934,0.9827281832695007,1.885844349861145,0.989429012345679,,,0,0.0
dataset_3_keyframe_1,RAFT-Stereo,000161,0.9,4,0.9972048401832581,0.9748835563659668,1.8771917819976807,0.9868827160493827,,,0,0.0
dataset_3_keyframe_1,RAFT-Stereo,000161,0.9,8,0.9971998929977417,0.9685884714126587,1.8708922863006592,0.985841049382716,,,0,0.0
dataset_3_keyframe_1,RAFT-Stereo,000161,0.9,16,0.9969477653503418,0.9571969509124756,1.8592725992202759,0.9827546296296297,,,0,0.0
dataset_3_keyframe_1,StereoAnywhere,000161,0.05,1,0.9993183612823486,0.986271321773529,1.8904919624328613,0.9910108024691358,4.462758541107178,4.44258451461792,23190,0.8946759259259259
dataset_3_keyframe_1,StereoAnywhere,000161,0.05,2,0.9980889558792114,0.9829525351524353,1.8860607147216797,0.989429012345679,4.463126182556152,4.425714015960693,23185,0.894483024691358
dataset_3_keyframe_1,StereoAnywhere,000161,0.05,4,0.997174084186554,0.9751395583152771,1.8774199485778809,0.9868827160493827,4.462832450866699,4.376711845397949,23176,0.8941358024691358
dataset_3_keyframe_1,StereoAnywhere,000161,0.05,8,0.9971691966056824,0.9672415256500244,1.8695175647735596,0.985841049382716,4.463493824005127,4.3143768310546875,23162,0.8935956790123457
dataset_3_keyframe_1,StereoAnywhere,000161,0.05,16,0.9969550967216492,0.9582139253616333,1.8602962493896484,0.9827546296296297,4.460317611694336,4.256471633911133,23175,0.8940972222222222
dataset_3_keyframe_1,StereoAnywhere,000161,0.25,1,0.9993183612823486,0.986271321773529,1.8904919624328613,0.9910108024691358,3.5796313285827637,3.559741973876953,20849,0.8043595679012345
dataset_3_keyframe_1,StereoAnywhere,000161,0.25,2,0.9980889558792114,0.9829525351524353,1.8860607147216797,0.989429012345679,3.5798707008361816,3.5475196838378906,20845,0.8042052469135802
dataset_3_keyframe_1,StereoAnywhere,000161,0.25,4,0.997174084186554,0.9751395583152771,1.8774199485778809,0.9868827160493827,3.579258441925049,3.5060629844665527,20837,0.8038966049382716
dataset_3_keyframe_1,StereoAnywhere,000161,0.25,8,0.9971691966056824,0.9672415256500244,1.8695175647735596,0.985841049382716,3.5794003009796143,3.456148624420166,20823,0.8033564814814815
dataset_3_keyframe_1,StereoAnywhere,000161,0.25,16,0.9969550967216492,0.9582139253616333,1.8602962493896484,0.9827546296296297,3.576376438140869,3.4033262729644775,20835,0.8038194444444444
dataset_3_keyframe_1,StereoAnywhere,000161,0.5,1,0.9993183612823486,0.986271321773529,1.8904919624328613,0.9910108024691358,2.804682970046997,2.7862744331359863,17384,0.6706790123456791
dataset_3_keyframe_1,StereoAnywhere,000161,0.5,2,0.9980889558792114,0.9829525351524353,1.8860607147216797,0.989429012345679,2.804824113845825,2.778581380844116,17381,0.6705632716049382
dataset_3_keyframe_1,StereoAnywhere,000161,0.5,4,0.997174084186554,0.9751395583152771,1.8774199485778809,0.9868827160493827,2.8045201301574707,2.745159864425659,17379,0.6704861111111111
dataset_3_keyframe_1,StereoAnywhere,000161,0.5,8,0.9971691966056824,0.9672415256500244,1.8695175647735596,0.985841049382716,2.8044381141662598,2.707019805908203,17367,0.6700231481481481
dataset_3_keyframe_1,StereoAnywhere,000161,0.5,16,0.9969550967216492,0.9582139253616333,1.8602962493896484,0.9827546296296297,2.8013806343078613,2.660609245300293,17376,0.6703703703703704
dataset_3_keyframe_1,StereoAnywhere,000161,0.9,1,0.9993183612823486,0.986271321773529,1.8904919624328613,0.9910108024691358,,,0,0.0
dataset_3_keyframe_1,StereoAnywhere,000161,0.9,2,0.9980889558792114,0.9829525351524353,1.8860607147216797,0.989429012345679,,,0,0.0
dataset_3_keyframe_1,StereoAnywhere,000161,0.9,4,0.997174084186554,0.9751395583152771,1.8774199485778809,0.9868827160493827,,,0,0.0
dataset_3_keyframe_1,StereoAnywhere,000161,0.9,8,0.9971691966056824,0.9672415256500244,1.8695175647735596,0.985841049382716,,,0,0.0
dataset_3_keyframe_1,StereoAnywhere,000161,0.9,16,0.9969550967216492,0.9582139253616333,1.8602962493896484,0.9827546296296297,,,0,0.0
dataset_7_keyframe_4,S2M2-S,001100,0.05,1,0.9992899298667908,0.9843664169311523,1.8885613679885864,0.9895061728395061,22.31709098815918,22.261106491088867,11530,0.44483024691358025
dataset_7_keyframe_4,S2M2-S,001100,0.05,2,0.9979662299156189,0.9811421036720276,1.8841392993927002,0.9879243827160494,22.31709098815918,22.232593536376953,11530,0.44483024691358025
dataset_7_keyframe_4,S2M2-S,001100,0.05,4,0.995867908000946,0.975395917892456,1.8764944076538086,0.9836033950617284,22.316421508789062,22.207866668701172,11528,0.4447530864197531
dataset_7_keyframe_4,S2M2-S,001100,0.05,8,0.9955659508705139,0.9618960022926331,1.86272132396698,0.9727237654320988,22.304676055908203,22.240596771240234,11506,0.4439043209876543
dataset_7_keyframe_4,S2M2-S,001100,0.05,16,0.9956399202346802,0.9365249872207642,1.8374172449111938,0.9541280864197531,22.29715347290039,21.972728729248047,11491,0.4433256172839506
dataset_7_keyframe_4,S2M2-S,001100,0.25,1,0.9992899298667908,0.9843664169311523,1.8885613679885864,0.9895061728395061,10.931941986083984,10.876976013183594,2693,0.1038966049382716
dataset_7_keyframe_4,S2M2-S,001100,0.25,2,0.9979662299156189,0.9811421036720276,1.8841392993927002,0.9879243827160494,10.931941986083984,10.929952621459961,2693,0.1038966049382716
dataset_7_keyframe_4,S2M2-S,001100,0.25,4,0.995867908000946,0.975395917892456,1.8764944076538086,0.9836033950617284,10.931941986083984,10.871399879455566,2693,0.1038966049382716
dataset_7_keyframe_4,S2M2-S,001100,0.25,8,0.9955659508705139,0.9618960022926331,1.86272132396698,0.9727237654320988,10.931941986083984,10.87332534790039,2693,0.1038966049382716
dataset_7_keyframe_4,S2M2-S,001100,0.25,16,0.9956399202346802,0.9365249872207642,1.8374172449111938,0.9541280864197531,10.931941986083984,10.761617660522461,2693,0.1038966049382716
dataset_7_keyframe_4,S2M2-S,001100,0.5,1,0.9992899298667908,0.9843664169311523,1.8885613679885864,0.9895061728395061,5.57415771484375,5.445441722869873,252,0.009722222222222222
dataset_7_keyframe_4,S2M2-S,001100,0.5,2,0.9979662299156189,0.9811421036720276,1.8841392993927002,0.9879243827160494,5.57415771484375,5.563941478729248,252,0.009722222222222222
dataset_7_keyframe_4,S2M2-S,001100,0.5,4,0.995867908000946,0.975395917892456,1.8764944076538086,0.9836033950617284,5.57415771484375,5.481236934661865,252,0.009722222222222222
dataset_7_keyframe_4,S2M2-S,001100,0.5,8,0.9955659508705139,0.9618960022926331,1.86272132396698,0.9727237654320988,5.57415771484375,5.4789934158325195,252,0.009722222222222222
dataset_7_keyframe_4,S2M2-S,001100,0.5,16,0.9956399202346802,0.9365249872207642,1.8374172449111938,0.9541280864197531,5.57415771484375,5.365196228027344,252,0.009722222222222222
dataset_7_keyframe_4,S2M2-S,001100,0.9,1,0.9992899298667908,0.9843664169311523,1.8885613679885864,0.9895061728395061,,,0,0.0
dataset_7_keyframe_4,S2M2-S,001100,0.9,2,0.9979662299156189,0.9811421036720276,1.8841392993927002,0.9879243827160494,,,0,0.0
dataset_7_keyframe_4,S2M2-S,001100,0.9,4,0.995867908000946,0.975395917892456,1.8764944076538086,0.9836033950617284,,,0,0.0
dataset_7_keyframe_4,S2M2-S,001100,0.9,8,0.9955659508705139,0.9618960022926331,1.86272132396698,0.9727237654320988,,,0,0.0
dataset_7_keyframe_4,S2M2-S,001100,0.9,16,0.9956399202346802,0.9365249872207642,1.8374172449111938,0.9541280864197531,,,0,0.0
dataset_7_keyframe_4,RAFT-Stereo,001100,0.05,1,0.9989791512489319,0.9735713005065918,1.8774850368499756,0.9895061728395061,22.246225357055664,22.175445556640625,11530,0.44483024691358025
dataset_7_keyframe_4,RAFT-Stereo,001100,0.05,2,0.9977417588233948,0.9727440476417542,1.8755381107330322,0.9879243827160494,22.246225357055664,22.03717803955078,11530,0.44483024691358025
dataset_7_keyframe_4,RAFT-Stereo,001100,0.05,4,0.996027946472168,0.9716585874557495,1.8729019165039062,0.9836033950617284,22.245861053466797,22.155467987060547,11528,0.4447530864197531
dataset_7_keyframe_4,RAFT-Stereo,001100,0.05,8,0.9956916570663452,0.9548383355140686,1.8557775020599365,0.9727237654320988,22.243024826049805,22.09440803527832,11506,0.4439043209876543
dataset_7_keyframe_4,RAFT-Stereo,001100,0.05,16,0.9956066608428955,0.9287639260292053,1.8296260833740234,0.9541280864197531,22.240957260131836,21.78675651550293,11491,0.4433256172839506
dataset_7_keyframe_4,RAFT-Stereo,001100,0.25,1,0.9989791512489319,0.9735713005065918,1.8774850368499756,0.9895061728395061,10.7223539352417,10.56933879852295,2693,0.1038966049382716
dataset_7_keyframe_4,RAFT-Stereo,001100,0.25,2,0.9977417588233948,0.9727440476417542,1.8755381107330322,0.9879243827160494,10.7223539352417,10.538735389709473,2693,0.1038966049382716
dataset_7_keyframe_4,RAFT-Stereo,001100,0.25,4,0.996027946472168,0.9716585874557495,1.8729019165039062,0.9836033950617284,10.7223539352417,10.804349899291992,2693,0.1038966049382716
dataset_7_keyframe_4,RAFT-Stereo,001100,0.25,8,0.9956916570663452,0.9548383355140686,1.8557775020599365,0.9727237654320988,10.7223539352417,10.866450309753418,2693,0.1038966049382716
dataset_7_keyframe_4,RAFT-Stereo,001100,0.25,16,0.9956066608428955,0.9287639260292053,1.8296260833740234,0.9541280864197531,10.7223539352417,10.736976623535156,2693,0.1038966049382716
